industry_name,employees_at_location_range,product_type,product,currency,year,spend
Construction,Large 250 +,Wireline Data,IP-VPN,EUR,2019,33229.17819
Wholesale & retail trade,Large 250 +,Wireline Data,IP-VPN,EUR,2019,87401.57515
Transportation and Public Utilities,Large 250 +,Wireline Data,IP-VPN,EUR,2019,73316.92728
Public Administration,Large 250 +,Wireline Data,IP-VPN,EUR,2019,137952.6036
Nonclassified Establishments,Large 250 +,Wireline Data,IP-VPN,EUR,2019,31546.40022
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2019,0
Services,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2019,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2019,0
Manufacturing,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2019,0
Construction,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2019,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2019,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2019,0
Public Administration,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2019,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2019,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2019,10.28124656
Services,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2019,10.36088292
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2019,6.815788974
Manufacturing,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2019,11.70396922
Construction,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2019,7.166509044
Wholesale & retail trade,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2019,7.629134365
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2019,11.52329736
Public Administration,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2019,6.622795872
Nonclassified Establishments,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2019,7.154138524
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2019,372.4009449
Services,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2019,176.3247781
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2019,100.7308157
Manufacturing,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2019,160.0607041
Construction,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2019,110.7616423
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2019,116.0959006
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2019,172.9227165
Public Administration,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2019,380.9572034
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2019,108.988489
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Legacy Data Services,EUR,2019,3353.76206
Services,Large 250 +,Wireline Data,Legacy Data Services,EUR,2019,956.136964
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Legacy Data Services,EUR,2019,469.6034568
Manufacturing,Large 250 +,Wireline Data,Legacy Data Services,EUR,2019,1358.613678
Construction,Large 250 +,Wireline Data,Legacy Data Services,EUR,2019,890.7407697
Wholesale & retail trade,Large 250 +,Wireline Data,Legacy Data Services,EUR,2019,2342.885096
Transportation and Public Utilities,Large 250 +,Wireline Data,Legacy Data Services,EUR,2019,1965.332271
Public Administration,Large 250 +,Wireline Data,Legacy Data Services,EUR,2019,3697.955082
Nonclassified Establishments,Large 250 +,Wireline Data,Legacy Data Services,EUR,2019,845.6322528
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2020,57.01657867
Services,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2020,63.88992269
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2020,42.88785119
Manufacturing,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2020,57.9645068
Construction,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2020,44.51970379
Wholesale & retail trade,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2020,42.89306121
Transportation and Public Utilities,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2020,62.00756956
Public Administration,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2020,29.84977797
Nonclassified Establishments,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2020,44.39337467
"Finance, Insurance, and Real Estate",Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2020,260.8674087
Services,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2020,262.8880326
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2020,172.9379018
Manufacturing,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2020,296.9663361
Construction,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2020,181.8367679
Wholesale & retail trade,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2020,193.5750204
Transportation and Public Utilities,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2020,292.3821255
Public Administration,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2020,168.0410627
Nonclassified Establishments,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2020,181.5228891
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2020,2129.186106
Services,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2020,1008.129202
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2020,575.9240303
Manufacturing,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2020,915.1400708
Construction,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2020,633.2748426
Wholesale & retail trade,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2020,663.7732309
Transportation and Public Utilities,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2020,988.6780639
Public Administration,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2020,2178.106139
Nonclassified Establishments,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2020,623.1369163
"Finance, Insurance, and Real Estate",Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2020,26151.15224
Services,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2020,7455.532877
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2020,3661.759918
Manufacturing,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2020,10593.86817
Construction,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2020,6945.602297
Wholesale & retail trade,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2020,18268.78106
Transportation and Public Utilities,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2020,15324.79123
Public Administration,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2020,28835.01708
Nonclassified Establishments,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2020,6593.866047
"Finance, Insurance, and Real Estate",Very Small 0 - 9,IP Voice,IP Voice,EUR,2020,117.2041133
Services,Very Small 0 - 9,IP Voice,IP Voice,EUR,2020,131.3330598
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,IP Voice,IP Voice,EUR,2020,88.16089434
Manufacturing,Very Small 0 - 9,IP Voice,IP Voice,EUR,2020,119.1526882
Construction,Very Small 0 - 9,IP Voice,IP Voice,EUR,2020,91.51535442
Wholesale & retail trade,Very Small 0 - 9,IP Voice,IP Voice,EUR,2020,88.17160415
Transportation and Public Utilities,Very Small 0 - 9,IP Voice,IP Voice,EUR,2020,127.4636671
Public Administration,Very Small 0 - 9,IP Voice,IP Voice,EUR,2020,61.35964029
Nonclassified Establishments,Very Small 0 - 9,IP Voice,IP Voice,EUR,2020,91.25567044
"Finance, Insurance, and Real Estate",Small 10 - 49,IP Voice,IP Voice,EUR,2020,870.5588531
Services,Small 10 - 49,IP Voice,IP Voice,EUR,2020,877.3020182
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,IP Voice,IP Voice,EUR,2020,577.1231532
Manufacturing,Small 10 - 49,IP Voice,IP Voice,EUR,2020,991.0271056
Construction,Small 10 - 49,IP Voice,IP Voice,EUR,2020,606.8201808
Wholesale & retail trade,Small 10 - 49,IP Voice,IP Voice,EUR,2020,645.9927234
Transportation and Public Utilities,Small 10 - 49,IP Voice,IP Voice,EUR,2020,975.7288161
Public Administration,Small 10 - 49,IP Voice,IP Voice,EUR,2020,560.7815693
Nonclassified Establishments,Small 10 - 49,IP Voice,IP Voice,EUR,2020,605.7727138
"Finance, Insurance, and Real Estate",Medium 50 - 249,IP Voice,IP Voice,EUR,2020,7947.795681
Services,Medium 50 - 249,IP Voice,IP Voice,EUR,2020,3763.130381
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,IP Voice,IP Voice,EUR,2020,2149.801048
Manufacturing,Medium 50 - 249,IP Voice,IP Voice,EUR,2020,3416.02187
Construction,Medium 50 - 249,IP Voice,IP Voice,EUR,2020,2363.879346
Wholesale & retail trade,Medium 50 - 249,IP Voice,IP Voice,EUR,2020,2477.723297
Transportation and Public Utilities,Medium 50 - 249,IP Voice,IP Voice,EUR,2020,3690.523447
Public Administration,Medium 50 - 249,IP Voice,IP Voice,EUR,2020,8130.403687
Nonclassified Establishments,Medium 50 - 249,IP Voice,IP Voice,EUR,2020,2326.036639
"Finance, Insurance, and Real Estate",Large 250 +,IP Voice,IP Voice,EUR,2020,66835.65734
Services,Large 250 +,IP Voice,IP Voice,EUR,2020,19054.43539
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,IP Voice,IP Voice,EUR,2020,9358.52191
Manufacturing,Large 250 +,IP Voice,IP Voice,EUR,2020,27075.21781
Construction,Large 250 +,IP Voice,IP Voice,EUR,2020,17751.18324
Wholesale & retail trade,Large 250 +,IP Voice,IP Voice,EUR,2020,46690.33242
Transportation and Public Utilities,Large 250 +,IP Voice,IP Voice,EUR,2020,39166.2473
Public Administration,Large 250 +,IP Voice,IP Voice,EUR,2020,73694.92954
Nonclassified Establishments,Large 250 +,IP Voice,IP Voice,EUR,2020,16852.23533
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Ethernet,EUR,2020,0
Services,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2020,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Ethernet,EUR,2020,0
Manufacturing,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2020,0
Construction,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2020,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2020,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2020,0
Public Administration,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2020,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2020,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Ethernet,EUR,2020,69.11830093
Services,Small 10 - 49,Wireline Data,Ethernet,EUR,2020,69.65367669
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Ethernet,EUR,2020,45.82087889
Manufacturing,Small 10 - 49,Wireline Data,Ethernet,EUR,2020,78.68291669
Construction,Small 10 - 49,Wireline Data,Ethernet,EUR,2020,48.17868398
Wholesale & retail trade,Small 10 - 49,Wireline Data,Ethernet,EUR,2020,51.28880063
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Ethernet,EUR,2020,77.46830406
Public Administration,Small 10 - 49,Wireline Data,Ethernet,EUR,2020,44.52343356
Nonclassified Establishments,Small 10 - 49,Wireline Data,Ethernet,EUR,2020,48.09551999
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Ethernet,EUR,2020,4244.39102
Services,Medium 50 - 249,Wireline Data,Ethernet,EUR,2020,2009.638576
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Ethernet,EUR,2020,1148.066285
Manufacturing,Medium 50 - 249,Wireline Data,Ethernet,EUR,2020,1824.270922
Construction,Medium 50 - 249,Wireline Data,Ethernet,EUR,2020,1262.391319
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Ethernet,EUR,2020,1323.187829
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Ethernet,EUR,2020,1970.864024
Public Administration,Medium 50 - 249,Wireline Data,Ethernet,EUR,2020,4341.909857
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Ethernet,EUR,2020,1242.182036
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Ethernet,EUR,2020,154003.9724
Services,Large 250 +,Wireline Data,Ethernet,EUR,2020,43905.5866
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Ethernet,EUR,2020,21564.08131
Manufacturing,Large 250 +,Wireline Data,Ethernet,EUR,2020,62387.22355
Construction,Large 250 +,Wireline Data,Ethernet,EUR,2020,40902.6086
Wholesale & retail trade,Large 250 +,Wireline Data,Ethernet,EUR,2020,107584.7377
Transportation and Public Utilities,Large 250 +,Wireline Data,Ethernet,EUR,2020,90247.59996
Public Administration,Large 250 +,Wireline Data,Ethernet,EUR,2020,169809.2357
Nonclassified Establishments,Large 250 +,Wireline Data,Ethernet,EUR,2020,38831.23601
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Internet Access,EUR,2020,242.8410291
Services,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2020,272.1154958
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Internet Access,EUR,2020,182.6649399
Manufacturing,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2020,246.8783783
Construction,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2020,189.6152125
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2020,182.6871301
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2020,264.0983088
Public Administration,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2020,127.1340892
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2020,189.0771604
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Internet Access,EUR,2020,1134.464238
Services,Small 10 - 49,Wireline Data,Internet Access,EUR,2020,1143.251559
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Internet Access,EUR,2020,752.0750333
Manufacturing,Small 10 - 49,Wireline Data,Internet Access,EUR,2020,1291.451815
Construction,Small 10 - 49,Wireline Data,Internet Access,EUR,2020,790.7745602
Wholesale & retail trade,Small 10 - 49,Wireline Data,Internet Access,EUR,2020,841.8220552
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Internet Access,EUR,2020,1271.515928
Public Administration,Small 10 - 49,Wireline Data,Internet Access,EUR,2020,730.7795832
Nonclassified Establishments,Small 10 - 49,Wireline Data,Internet Access,EUR,2020,789.409559
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Internet Access,EUR,2020,10018.50702
Services,Medium 50 - 249,Wireline Data,Internet Access,EUR,2020,4743.572892
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Internet Access,EUR,2020,2709.908226
Manufacturing,Medium 50 - 249,Wireline Data,Internet Access,EUR,2020,4306.029051
Construction,Medium 50 - 249,Wireline Data,Internet Access,EUR,2020,2979.762286
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Internet Access,EUR,2020,3123.267034
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Internet Access,EUR,2020,4652.049015
Public Administration,Medium 50 - 249,Wireline Data,Internet Access,EUR,2020,10248.69155
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Internet Access,EUR,2020,2932.060074
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Internet Access,EUR,2020,79153.86775
Services,Large 250 +,Wireline Data,Internet Access,EUR,2020,22566.28152
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Internet Access,EUR,2020,11083.35333
Manufacturing,Large 250 +,Wireline Data,Internet Access,EUR,2020,32065.34199
Construction,Large 250 +,Wireline Data,Internet Access,EUR,2020,21022.83222
Wholesale & retail trade,Large 250 +,Wireline Data,Internet Access,EUR,2020,55295.63926
Transportation and Public Utilities,Large 250 +,Wireline Data,Internet Access,EUR,2020,46384.82036
Public Administration,Large 250 +,Wireline Data,Internet Access,EUR,2020,87277.34474
Nonclassified Establishments,Large 250 +,Wireline Data,Internet Access,EUR,2020,19958.20285
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2020,0
Services,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2020,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2020,0
Manufacturing,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2020,0
Construction,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2020,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2020,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2020,0
Public Administration,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2020,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2020,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,IP-VPN,EUR,2020,186.123947
Services,Small 10 - 49,Wireline Data,IP-VPN,EUR,2020,187.5656238
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,IP-VPN,EUR,2020,123.3879121
Manufacturing,Small 10 - 49,Wireline Data,IP-VPN,EUR,2020,211.8798469
Construction,Small 10 - 49,Wireline Data,IP-VPN,EUR,2020,129.7370842
Wholesale & retail trade,Small 10 - 49,Wireline Data,IP-VPN,EUR,2020,138.1121047
Transportation and Public Utilities,Small 10 - 49,Wireline Data,IP-VPN,EUR,2020,208.6090996
Public Administration,Small 10 - 49,Wireline Data,IP-VPN,EUR,2020,119.8941102
Nonclassified Establishments,Small 10 - 49,Wireline Data,IP-VPN,EUR,2020,129.5131376
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,IP-VPN,EUR,2020,10025.58807
Services,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2020,4746.925632
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,IP-VPN,EUR,2020,2711.823579
