industry_name,employees_at_location_range,product_type,product,year,currency,spend
"Agriculture, Forestry, and Fishing plus Mining",100-249 Emp,Wireline Data,Internet Access,2012,USD,7404.570708
"Agriculture, Forestry, and Fishing plus Mining",250-499 Emp,Wireline Data,Internet Access,2012,USD,18038.66226
"Agriculture, Forestry, and Fishing plus Mining",500-999 Emp,Wireline Data,Internet Access,2012,USD,35390.21978
"Agriculture, Forestry, and Fishing plus Mining",1000-2499 Emp,Wireline Data,Internet Access,2012,USD,129390.4221
"Agriculture, Forestry, and Fishing plus Mining",2500-4999 Emp,Wireline Data,Internet Access,2012,USD,129390.4221
"Agriculture, Forestry, and Fishing plus Mining",5000-9999 Emp,Wireline Data,Internet Access,2012,USD,0
"Agriculture, Forestry, and Fishing plus Mining",10000+ Emp,Wireline Data,Internet Access,2012,USD,0
Manufacturing,1-4 Emp,Wireline Data,Internet Access,2012,USD,734.4509181
Manufacturing,5-9 Emp,Wireline Data,Internet Access,2012,USD,752.4116748
Manufacturing,10-24 Emp,Wireline Data,Internet Access,2012,USD,2379.530387
Manufacturing,25-49 Emp,Wireline Data,Internet Access,2012,USD,2379.530387
Manufacturing,50-99 Emp,Wireline Data,Internet Access,2012,USD,3991.034667
Manufacturing,100-249 Emp,Wireline Data,Internet Access,2012,USD,6902.269134
Manufacturing,250-499 Emp,Wireline Data,Internet Access,2012,USD,9571.481592
Manufacturing,500-999 Emp,Wireline Data,Internet Access,2012,USD,18033.34337
Manufacturing,1000-2499 Emp,Wireline Data,Internet Access,2012,USD,74262.12145
Manufacturing,2500-4999 Emp,Wireline Data,Internet Access,2012,USD,74262.12145
Manufacturing,5000-9999 Emp,Wireline Data,Internet Access,2012,USD,505522.132
Manufacturing,10000+ Emp,Wireline Data,Internet Access,2012,USD,505522.132
Construction,1-4 Emp,Wireline Data,Internet Access,2012,USD,496.9725137
Construction,5-9 Emp,Wireline Data,Internet Access,2012,USD,791.531011
Construction,10-24 Emp,Wireline Data,Internet Access,2012,USD,1788.60217
Construction,25-49 Emp,Wireline Data,Internet Access,2012,USD,1788.60217
Construction,50-99 Emp,Wireline Data,Internet Access,2012,USD,3694.230917
Construction,100-249 Emp,Wireline Data,Internet Access,2012,USD,7482.562436
Construction,250-499 Emp,Wireline Data,Internet Access,2012,USD,18275.76079
Construction,500-999 Emp,Wireline Data,Internet Access,2012,USD,35833.97934
Construction,1000-2499 Emp,Wireline Data,Internet Access,2012,USD,130779.5828
Construction,2500-4999 Emp,Wireline Data,Internet Access,2012,USD,130779.5828
Construction,5000-9999 Emp,Wireline Data,Internet Access,2012,USD,571849.5624
Construction,10000+ Emp,Wireline Data,Internet Access,2012,USD,433994.9535
Wholesale Trade,1-4 Emp,Wireline Data,Internet Access,2012,USD,506.395052
Wholesale Trade,5-9 Emp,Wireline Data,Internet Access,2012,USD,799.7668822
Wholesale Trade,10-24 Emp,Wireline Data,Internet Access,2012,USD,1813.73193
Wholesale Trade,25-49 Emp,Wireline Data,Internet Access,2012,USD,1813.73193
Wholesale Trade,50-99 Emp,Wireline Data,Internet Access,2012,USD,3801.231546
Wholesale Trade,100-249 Emp,Wireline Data,Internet Access,2012,USD,7374.577081
Wholesale Trade,250-499 Emp,Wireline Data,Internet Access,2012,USD,17864.60309
Wholesale Trade,500-999 Emp,Wireline Data,Internet Access,2012,USD,35270.63998
Wholesale Trade,1000-2499 Emp,Wireline Data,Internet Access,2012,USD,132683.8826
Wholesale Trade,2500-4999 Emp,Wireline Data,Internet Access,2012,USD,132683.8826
Wholesale Trade,5000-9999 Emp,Wireline Data,Internet Access,2012,USD,748467.5518
Wholesale Trade,10000+ Emp,Wireline Data,Internet Access,2012,USD,571268.0984
Retail Trade,1-4 Emp,Wireline Data,Internet Access,2012,USD,343.22205
Retail Trade,5-9 Emp,Wireline Data,Internet Access,2012,USD,561.1943651
Retail Trade,10-24 Emp,Wireline Data,Internet Access,2012,USD,1486.01339
Retail Trade,25-49 Emp,Wireline Data,Internet Access,2012,USD,1486.01339
Retail Trade,50-99 Emp,Wireline Data,Internet Access,2012,USD,3197.174744
Retail Trade,100-249 Emp,Wireline Data,Internet Access,2012,USD,3484.750583
Retail Trade,250-499 Emp,Wireline Data,Internet Access,2012,USD,5695.822402
Retail Trade,500-999 Emp,Wireline Data,Internet Access,2012,USD,12847.84096
Retail Trade,1000-2499 Emp,Wireline Data,Internet Access,2012,USD,82209.88971
Retail Trade,2500-4999 Emp,Wireline Data,Internet Access,2012,USD,82209.88971
Retail Trade,5000-9999 Emp,Wireline Data,Internet Access,2012,USD,1617729.703
Retail Trade,10000+ Emp,Wireline Data,Internet Access,2012,USD,1617729.703
Nonclassified Establishments,1-4 Emp,Wireline Data,Internet Access,2012,USD,495.0352152
Nonclassified Establishments,5-9 Emp,Wireline Data,Internet Access,2012,USD,788.4454645
Nonclassified Establishments,10-24 Emp,Wireline Data,Internet Access,2012,USD,1781.62984
Nonclassified Establishments,25-49 Emp,Wireline Data,Internet Access,2012,USD,1781.62984
Nonclassified Establishments,50-99 Emp,Wireline Data,Internet Access,2012,USD,3679.830065
Nonclassified Establishments,100-249 Emp,Wireline Data,Internet Access,2012,USD,7453.393908
Nonclassified Establishments,250-499 Emp,Wireline Data,Internet Access,2012,USD,18204.51821
Nonclassified Establishments,500-999 Emp,Wireline Data,Internet Access,2012,USD,35694.29131
Nonclassified Establishments,1000-2499 Emp,Wireline Data,Internet Access,2012,USD,130269.7778
Nonclassified Establishments,2500-4999 Emp,Wireline Data,Internet Access,2012,USD,130269.7778
Nonclassified Establishments,5000-9999 Emp,Wireline Data,Internet Access,2012,USD,569620.3782
Nonclassified Establishments,10000+ Emp,Wireline Data,Internet Access,2012,USD,432303.1542
Transportation and Public Utilities,1-4 Emp,Wireline Data,Internet Access,2012,USD,698.141073
Transportation and Public Utilities,5-9 Emp,Wireline Data,Internet Access,2012,USD,711.1322286
Transportation and Public Utilities,10-24 Emp,Wireline Data,Internet Access,2012,USD,2064.197675
Transportation and Public Utilities,25-49 Emp,Wireline Data,Internet Access,2012,USD,2064.197675
Transportation and Public Utilities,50-99 Emp,Wireline Data,Internet Access,2012,USD,3840.432427
Transportation and Public Utilities,100-249 Emp,Wireline Data,Internet Access,2012,USD,8417.241753
Transportation and Public Utilities,250-499 Emp,Wireline Data,Internet Access,2012,USD,16106.5438
Transportation and Public Utilities,500-999 Emp,Wireline Data,Internet Access,2012,USD,38825.34767
Transportation and Public Utilities,1000-2499 Emp,Wireline Data,Internet Access,2012,USD,142462.8794
Transportation and Public Utilities,2500-4999 Emp,Wireline Data,Internet Access,2012,USD,142462.8794
Transportation and Public Utilities,5000-9999 Emp,Wireline Data,Internet Access,2012,USD,1145524.596
Transportation and Public Utilities,10000+ Emp,Wireline Data,Internet Access,2012,USD,1145524.596
"Finance, Insurance, and Real Estate",1-4 Emp,Wireline Data,IP VPN,2012,USD,0
"Finance, Insurance, and Real Estate",5-9 Emp,Wireline Data,IP VPN,2012,USD,6.746315075
"Finance, Insurance, and Real Estate",10-24 Emp,Wireline Data,IP VPN,2012,USD,182.1120303
"Finance, Insurance, and Real Estate",25-49 Emp,Wireline Data,IP VPN,2012,USD,182.1120303
"Finance, Insurance, and Real Estate",50-99 Emp,Wireline Data,IP VPN,2012,USD,2593.063714
"Finance, Insurance, and Real Estate",100-249 Emp,Wireline Data,IP VPN,2012,USD,18110.24213
"Finance, Insurance, and Real Estate",250-499 Emp,Wireline Data,IP VPN,2012,USD,58722.7847
"Finance, Insurance, and Real Estate",500-999 Emp,Wireline Data,IP VPN,2012,USD,196775.9592
"Finance, Insurance, and Real Estate",1000-2499 Emp,Wireline Data,IP VPN,2012,USD,884694.5028
"Finance, Insurance, and Real Estate",2500-4999 Emp,Wireline Data,IP VPN,2012,USD,884694.5028
"Finance, Insurance, and Real Estate",5000-9999 Emp,Wireline Data,IP VPN,2012,USD,8880443.224
"Finance, Insurance, and Real Estate",10000+ Emp,Wireline Data,IP VPN,2012,USD,8880443.224
Public Administration,1-4 Emp,Wireline Data,IP VPN,2012,USD,0
Public Administration,5-9 Emp,Wireline Data,IP VPN,2012,USD,1.057214157
Public Administration,10-24 Emp,Wireline Data,IP VPN,2012,USD,33.84992003
Public Administration,25-49 Emp,Wireline Data,IP VPN,2012,USD,33.84992003
Public Administration,50-99 Emp,Wireline Data,IP VPN,2012,USD,642.3376115
Public Administration,100-249 Emp,Wireline Data,IP VPN,2012,USD,7779.921764
Public Administration,250-499 Emp,Wireline Data,IP VPN,2012,USD,24954.22073
Public Administration,500-999 Emp,Wireline Data,IP VPN,2012,USD,141347.8289
Public Administration,1000-2499 Emp,Wireline Data,IP VPN,2012,USD,675110.6939
Public Administration,2500-4999 Emp,Wireline Data,IP VPN,2012,USD,675110.6939
Public Administration,5000-9999 Emp,Wireline Data,IP VPN,2012,USD,4947764.53
Public Administration,10000+ Emp,Wireline Data,IP VPN,2012,USD,4947764.53
Services,1-4 Emp,Wireline Data,IP VPN,2012,USD,0
Services,5-9 Emp,Wireline Data,IP VPN,2012,USD,2.836149679
Services,10-24 Emp,Wireline Data,IP VPN,2012,USD,61.01677201
Services,25-49 Emp,Wireline Data,IP VPN,2012,USD,61.01677201
Services,50-99 Emp,Wireline Data,IP VPN,2012,USD,619.2578702
Services,100-249 Emp,Wireline Data,IP VPN,2012,USD,3678.633808
Services,250-499 Emp,Wireline Data,IP VPN,2012,USD,13444.33258
Services,500-999 Emp,Wireline Data,IP VPN,2012,USD,57060.95196
Services,1000-2499 Emp,Wireline Data,IP VPN,2012,USD,213955.5393
Services,2500-4999 Emp,Wireline Data,IP VPN,2012,USD,213955.5393
Services,5000-9999 Emp,Wireline Data,IP VPN,2012,USD,1532137.79
Services,10000+ Emp,Wireline Data,IP VPN,2012,USD,1532137.79
"Agriculture, Forestry, and Fishing plus Mining",1-4 Emp,Wireline Data,IP VPN,2012,USD,0
"Agriculture, Forestry, and Fishing plus Mining",5-9 Emp,Wireline Data,IP VPN,2012,USD,1.109304326
"Agriculture, Forestry, and Fishing plus Mining",10-24 Emp,Wireline Data,IP VPN,2012,USD,23.0171917
"Agriculture, Forestry, and Fishing plus Mining",25-49 Emp,Wireline Data,IP VPN,2012,USD,23.0171917
"Agriculture, Forestry, and Fishing plus Mining",50-99 Emp,Wireline Data,IP VPN,2012,USD,231.2356021
"Agriculture, Forestry, and Fishing plus Mining",100-249 Emp,Wireline Data,IP VPN,2012,USD,1282.996502
"Agriculture, Forestry, and Fishing plus Mining",250-499 Emp,Wireline Data,IP VPN,2012,USD,5585.220425
"Agriculture, Forestry, and Fishing plus Mining",500-999 Emp,Wireline Data,IP VPN,2012,USD,22608.25641
"Agriculture, Forestry, and Fishing plus Mining",1000-2499 Emp,Wireline Data,IP VPN,2012,USD,106774.1328
"Agriculture, Forestry, and Fishing plus Mining",2500-4999 Emp,Wireline Data,IP VPN,2012,USD,106774.1328
"Agriculture, Forestry, and Fishing plus Mining",5000-9999 Emp,Wireline Data,IP VPN,2012,USD,0
"Agriculture, Forestry, and Fishing plus Mining",10000+ Emp,Wireline Data,IP VPN,2012,USD,0
Manufacturing,1-4 Emp,Wireline Data,IP VPN,2012,USD,0
Manufacturing,5-9 Emp,Wireline Data,IP VPN,2012,USD,5.768046622
Manufacturing,10-24 Emp,Wireline Data,IP VPN,2012,USD,182.1953404
Manufacturing,25-49 Emp,Wireline Data,IP VPN,2012,USD,182.1953404
Manufacturing,50-99 Emp,Wireline Data,IP VPN,2012,USD,1327.404157
Manufacturing,100-249 Emp,Wireline Data,IP VPN,2012,USD,6416.443808
Manufacturing,250-499 Emp,Wireline Data,IP VPN,2012,USD,15972.39105
Manufacturing,500-999 Emp,Wireline Data,IP VPN,2012,USD,62256.51542
Manufacturing,1000-2499 Emp,Wireline Data,IP VPN,2012,USD,330892.6881
Manufacturing,2500-4999 Emp,Wireline Data,IP VPN,2012,USD,330892.6881
Manufacturing,5000-9999 Emp,Wireline Data,IP VPN,2012,USD,3718797.65
Manufacturing,10000+ Emp,Wireline Data,IP VPN,2012,USD,3718797.65
Construction,1-4 Emp,Wireline Data,IP VPN,2012,USD,0
Construction,5-9 Emp,Wireline Data,IP VPN,2012,USD,1.77235209
Construction,10-24 Emp,Wireline Data,IP VPN,2012,USD,36.73204566
Construction,25-49 Emp,Wireline Data,IP VPN,2012,USD,36.73204566
Construction,50-99 Emp,Wireline Data,IP VPN,2012,USD,367.9822566
Construction,100-249 Emp,Wireline Data,IP VPN,2012,USD,2040.903555
Construction,250-499 Emp,Wireline Data,IP VPN,2012,USD,8909.908716
Construction,500-999 Emp,Wireline Data,IP VPN,2012,USD,36033.98904
Construction,1000-2499 Emp,Wireline Data,IP VPN,2012,USD,169869.8192
Construction,2500-4999 Emp,Wireline Data,IP VPN,2012,USD,169869.8192
Construction,5000-9999 Emp,Wireline Data,IP VPN,2012,USD,1228384.527
Construction,10000+ Emp,Wireline Data,IP VPN,2012,USD,1893065.143
Wholesale Trade,1-4 Emp,Wireline Data,IP VPN,2012,USD,0
Wholesale Trade,5-9 Emp,Wireline Data,IP VPN,2012,USD,2.253928278
Wholesale Trade,10-24 Emp,Wireline Data,IP VPN,2012,USD,46.73636484
Wholesale Trade,25-49 Emp,Wireline Data,IP VPN,2012,USD,46.73636484
Wholesale Trade,50-99 Emp,Wireline Data,IP VPN,2012,USD,475.8618187
Wholesale Trade,100-249 Emp,Wireline Data,IP VPN,2012,USD,2531.822331
Wholesale Trade,250-499 Emp,Wireline Data,IP VPN,2012,USD,10957.57822
Wholesale Trade,500-999 Emp,Wireline Data,IP VPN,2012,USD,44648.02674
Wholesale Trade,1000-2499 Emp,Wireline Data,IP VPN,2012,USD,216927.3675
Wholesale Trade,2500-4999 Emp,Wireline Data,IP VPN,2012,USD,216927.3675
Wholesale Trade,5000-9999 Emp,Wireline Data,IP VPN,2012,USD,2030131.151
Wholesale Trade,10000+ Emp,Wireline Data,IP VPN,2012,USD,3129874.704
Retail Trade,1-4 Emp,Wireline Data,IP VPN,2012,USD,0
Retail Trade,5-9 Emp,Wireline Data,IP VPN,2012,USD,5.13873722
Retail Trade,10-24 Emp,Wireline Data,IP VPN,2012,USD,122.5760254
Retail Trade,25-49 Emp,Wireline Data,IP VPN,2012,USD,122.5760254
Retail Trade,50-99 Emp,Wireline Data,IP VPN,2012,USD,1287.063693
Retail Trade,100-249 Emp,Wireline Data,IP VPN,2012,USD,3880.872183
Retail Trade,250-499 Emp,Wireline Data,IP VPN,2012,USD,11387.41819
Retail Trade,500-999 Emp,Wireline Data,IP VPN,2012,USD,53007.88908
Retail Trade,1000-2499 Emp,Wireline Data,IP VPN,2012,USD,438060.1587
Retail Trade,2500-4999 Emp,Wireline Data,IP VPN,2012,USD,438060.1587
Retail Trade,5000-9999 Emp,Wireline Data,IP VPN,2012,USD,14285262
Retail Trade,10000+ Emp,Wireline Data,IP VPN,2012,USD,14285262
Nonclassified Establishments,1-4 Emp,Wireline Data,IP VPN,2012,USD,0
Nonclassified Establishments,5-9 Emp,Wireline Data,IP VPN,2012,USD,1.545139535
Nonclassified Establishments,10-24 Emp,Wireline Data,IP VPN,2012,USD,32.02305924
Nonclassified Establishments,25-49 Emp,Wireline Data,IP VPN,2012,USD,32.02305924
Nonclassified Establishments,50-99 Emp,Wireline Data,IP VPN,2012,USD,320.8075508
Nonclassified Establishments,100-249 Emp,Wireline Data,IP VPN,2012,USD,1779.263155
Nonclassified Establishments,250-499 Emp,Wireline Data,IP VPN,2012,USD,7767.673418
Nonclassified Establishments,500-999 Emp,Wireline Data,IP VPN,2012,USD,31414.4923
Nonclassified Establishments,1000-2499 Emp,Wireline Data,IP VPN,2012,USD,148092.7943
Nonclassified Establishments,2500-4999 Emp,Wireline Data,IP VPN,2012,USD,148092.7943
Nonclassified Establishments,5000-9999 Emp,Wireline Data,IP VPN,2012,USD,1070907.699
Nonclassified Establishments,10000+ Emp,Wireline Data,IP VPN,2012,USD,1650377.378
Transportation and Public Utilities,1-4 Emp,Wireline Data,IP VPN,2012,USD,0
Transportation and Public Utilities,5-9 Emp,Wireline Data,IP VPN,2012,USD,2.651528328
Transportation and Public Utilities,10-24 Emp,Wireline Data,IP VPN,2012,USD,72.9558585
Transportation and Public Utilities,25-49 Emp,Wireline Data,IP VPN,2012,USD,72.9558585
Transportation and Public Utilities,50-99 Emp,Wireline Data,IP VPN,2012,USD,626.3639725
Transportation and Public Utilities,100-249 Emp,Wireline Data,IP VPN,2012,USD,3835.024882
Transportation and Public Utilities,250-499 Emp,Wireline Data,IP VPN,2012,USD,13083.92087
Transportation and Public Utilities,500-999 Emp,Wireline Data,IP VPN,2012,USD,64983.17124
Transportation and Public Utilities,1000-2499 Emp,Wireline Data,IP VPN,2012,USD,306788.1946
Transportation and Public Utilities,2500-4999 Emp,Wireline Data,IP VPN,2012,USD,306788.1946
Transportation and Public Utilities,5000-9999 Emp,Wireline Data,IP VPN,2012,USD,4040520.991
Transportation and Public Utilities,10000+ Emp,Wireline Data,IP VPN,2012,USD,4040520.991
"Finance, Insurance, and Real Estate",1-4 Emp,Wireline Data,Private Line,2012,USD,0
"Finance, Insurance, and Real Estate",5-9 Emp,Wireline Data,Private Line,2012,USD,0
"Finance, Insurance, and Real Estate",10-24 Emp,Wireline Data,Private Line,2012,USD,60.12632798
"Finance, Insurance, and Real Estate",25-49 Emp,Wireline Data,Private Line,2012,USD,60.12632798
"Finance, Insurance, and Real Estate",50-99 Emp,Wireline Data,Private Line,2012,USD,1940.305079
"Finance, Insurance, and Real Estate",100-249 Emp,Wireline Data,Private Line,2012,USD,12848.66396
"Finance, Insurance, and Real Estate",250-499 Emp,Wireline Data,Private Line,2012,USD,45549.20561
"Finance, Insurance, and Real Estate",500-999 Emp,Wireline Data,Private Line,2012,USD,140051.3748
"Finance, Insurance, and Real Estate",1000-2499 Emp,Wireline Data,Private Line,2012,USD,693019.2888
"Finance, Insurance, and Real Estate",2500-4999 Emp,Wireline Data,Private Line,2012,USD,693019.2888
"Finance, Insurance, and Real Estate",5000-9999 Emp,Wireline Data,Private Line,2012,USD,5871845.28
"Finance, Insurance, and Real Estate",10000+ Emp,Wireline Data,Private Line,2012,USD,5871845.28
Public Administration,1-4 Emp,Wireline Data,Private Line,2012,USD,0
Public Administration,5-9 Emp,Wireline Data,Private Line,2012,USD,0
Public Administration,10-24 Emp,Wireline Data,Private Line,2012,USD,12.39565132
Public Administration,25-49 Emp,Wireline Data,Private Line,2012,USD,12.39565132
Public Administration,50-99 Emp,Wireline Data,Private Line,2012,USD,486.7639487
Public Administration,100-249 Emp,Wireline Data,Private Line,2012,USD,5577.807123
Public Administration,250-499 Emp,Wireline Data,Private Line,2012,USD,19556.30838
Public Administration,500-999 Emp,Wireline Data,Private Line,2012,USD,101620.9095
Public Administration,1000-2499 Emp,Wireline Data,Private Line,2012,USD,544302.049
Public Administration,2500-4999 Emp,Wireline Data,Private Line,2012,USD,544302.049
Public Administration,5000-9999 Emp,Wireline Data,Private Line,2012,USD,2968867.056
Public Administration,10000+ Emp,Wireline Data,Private Line,2012,USD,2968867.056
Services,1-4 Emp,Wireline Data,Private Line,2012,USD,0
Services,5-9 Emp,Wireline Data,Private Line,2012,USD,0
Services,10-24 Emp,Wireline Data,Private Line,2012,USD,19.60892739
Services,25-49 Emp,Wireline Data,Private Line,2012,USD,19.60892739
Services,50-99 Emp,Wireline Data,Private Line,2012,USD,465.509577
Services,100-249 Emp,Wireline Data,Private Line,2012,USD,2623.277855
Services,250-499 Emp,Wireline Data,Private Line,2012,USD,10479.33131
Services,500-999 Emp,Wireline Data,Private Line,2012,USD,40811.97514
Services,1000-2499 Emp,Wireline Data,Private Line,2012,USD,166689.7805
Services,2500-4999 Emp,Wireline Data,Private Line,2012,USD,166689.7805
Services,5000-9999 Emp,Wireline Data,Private Line,2012,USD,1016765.178
Services,10000+ Emp,Wireline Data,Private Line,2012,USD,1016765.178
"Agriculture, Forestry, and Fishing plus Mining",1-4 Emp,Wireline Data,Private Line,2012,USD,0
"Agriculture, Forestry, and Fishing plus Mining",5-9 Emp,Wireline Data,Private Line,2012,USD,0
"Agriculture, Forestry, and Fishing plus Mining",10-24 Emp,Wireline Data,Private Line,2012,USD,7.734934762
"Agriculture, Forestry, and Fishing plus Mining",25-49 Emp,Wireline Data,Private Line,2012,USD,7.734934762
"Agriculture, Forestry, and Fishing plus Mining",50-99 Emp,Wireline Data,Private Line,2012,USD,179.1866912
"Agriculture, Forestry, and Fishing plus Mining",100-249 Emp,Wireline Data,Private Line,2012,USD,942.1366327
"Agriculture, Forestry, and Fishing plus Mining",250-499 Emp,Wireline Data,Private Line,2012,USD,4483.109906
"Agriculture, Forestry, and Fishing plus Mining",500-999 Emp,Wireline Data,Private Line,2012,USD,16647.65082
"Agriculture, Forestry, and Fishing plus Mining",1000-2499 Emp,Wireline Data,Private Line,2012,USD,88174.99897
"Agriculture, Forestry, and Fishing plus Mining",2500-4999 Emp,Wireline Data,Private Line,2012,USD,88174.99897
"Agriculture, Forestry, and Fishing plus Mining",5000-9999 Emp,Wireline Data,Private Line,2012,USD,0
"Agriculture, Forestry, and Fishing plus Mining",10000+ Emp,Wireline Data,Private Line,2012,USD,0
Manufacturing,1-4 Emp,Wireline Data,Private Line,2012,USD,0
Manufacturing,5-9 Emp,Wireline Data,Private Line,2012,USD,0
Manufacturing,10-24 Emp,Wireline Data,Private Line,2012,USD,63.02791712
Manufacturing,25-49 Emp,Wireline Data,Private Line,2012,USD,63.02791712
Manufacturing,50-99 Emp,Wireline Data,Private Line,2012,USD,976.2176264
Manufacturing,100-249 Emp,Wireline Data,Private Line,2012,USD,4472.368584
Manufacturing,250-499 Emp,Wireline Data,Private Line,2012,USD,12173.94452
Manufacturing,500-999 Emp,Wireline Data,Private Line,2012,USD,43541.09008
Manufacturing,1000-2499 Emp,Wireline Data,Private Line,2012,USD,259459.3113
Manufacturing,2500-4999 Emp,Wireline Data,Private Line,2012,USD,259459.3113
Manufacturing,5000-9999 Emp,Wireline Data,Private Line,2012,USD,2412044.023
Manufacturing,10000+ Emp,Wireline Data,Private Line,2012,USD,2412044.023
Construction,1-4 Emp,Wireline Data,Private Line,2012,USD,0
Construction,5-9 Emp,Wireline Data,Private Line,2012,USD,0
Construction,10-24 Emp,Wireline Data,Private Line,2012,USD,12.19457714
Construction,25-49 Emp,Wireline Data,Private Line,2012,USD,12.19457714
Construction,50-99 Emp,Wireline Data,Private Line,2012,USD,281.651213
Construction,100-249 Emp,Wireline Data,Private Line,2012,USD,1480.27265
Construction,250-499 Emp,Wireline Data,Private Line,2012,USD,7064.082971
Construction,500-999 Emp,Wireline Data,Private Line,2012,USD,26208.14822
Construction,1000-2499 Emp,Wireline Data,Private Line,2012,USD,138553.8314
Construction,2500-4999 Emp,Wireline Data,Private Line,2012,USD,138553.8314
Construction,5000-9999 Emp,Wireline Data,Private Line,2012,USD,829053.229
Construction,10000+ Emp,Wireline Data,Private Line,2012,USD,829053.229
Wholesale Trade,1-4 Emp,Wireline Data,Private Line,2012,USD,0
Wholesale Trade,5-9 Emp,Wireline Data,Private Line,2012,USD,0
Wholesale Trade,10-24 Emp,Wireline Data,Private Line,2012,USD,15.1030292
Wholesale Trade,25-49 Emp,Wireline Data,Private Line,2012,USD,15.1030292
Wholesale Trade,50-99 Emp,Wireline Data,Private Line,2012,USD,355.711054
Wholesale Trade,100-249 Emp,Wireline Data,Private Line,2012,USD,1793.312944
Wholesale Trade,250-499 Emp,Wireline Data,Private Line,2012,USD,8483.656523
Wholesale Trade,500-999 Emp,Wireline Data,Private Line,2012,USD,31711.90858
Wholesale Trade,1000-2499 Emp,Wireline Data,Private Line,2012,USD,172794.7475
Wholesale Trade,2500-4999 Emp,Wireline Data,Private Line,2012,USD,172794.7475
Wholesale Trade,5000-9999 Emp,Wireline Data,Private Line,2012,USD,1338628.596
Wholesale Trade,10000+ Emp,Wireline Data,Private Line,2012,USD,1338628.596
Retail Trade,1-4 Emp,Wireline Data,Private Line,2012,USD,0
Retail Trade,5-9 Emp,Wireline Data,Private Line,2012,USD,0
Retail Trade,10-24 Emp,Wireline Data,Private Line,2012,USD,41.11767624
Retail Trade,25-49 Emp,Wireline Data,Private Line,2012,USD,41.11767624
Retail Trade,50-99 Emp,Wireline Data,Private Line,2012,USD,1009.625563
Retail Trade,100-249 Emp,Wireline Data,Private Line,2012,USD,2884.923393
Retail Trade,250-499 Emp,Wireline Data,Private Line,2012,USD,9258.680532
Retail Trade,500-999 Emp,Wireline Data,Private Line,2012,USD,39541.37831
Retail Trade,1000-2499 Emp,Wireline Data,Private Line,2012,USD,366452.2436
Retail Trade,2500-4999 Emp,Wireline Data,Private Line,2012,USD,366452.2436
Retail Trade,5000-9999 Emp,Wireline Data,Private Line,2012,USD,9891911.005
Retail Trade,10000+ Emp,Wireline Data,Private Line,2012,USD,9891911.005
Nonclassified Establishments,1-4 Emp,Wireline Data,Private Line,2012,USD,0
Nonclassified Establishments,5-9 Emp,Wireline Data,Private Line,2012,USD,0
Nonclassified Establishments,10-24 Emp,Wireline Data,Private Line,2012,USD,10.46605016
Nonclassified Establishments,25-49 Emp,Wireline Data,Private Line,2012,USD,10.46605016
Nonclassified Establishments,50-99 Emp,Wireline Data,Private Line,2012,USD,241.7284084
Nonclassified Establishments,100-249 Emp,Wireline Data,Private Line,2012,USD,1270.450597
Nonclassified Establishments,250-499 Emp,Wireline Data,Private Line,2012,USD,6062.780681
Nonclassified Establishments,500-999 Emp,Wireline Data,Private Line,2012,USD,22493.25997
Nonclassified Establishments,1000-2499 Emp,Wireline Data,Private Line,2012,USD,118914.4431
Nonclassified Establishments,2500-4999 Emp,Wireline Data,Private Line,2012,USD,118914.4431
Nonclassified Establishments,5000-9999 Emp,Wireline Data,Private Line,2012,USD,711538.6273
Nonclassified Establishments,10000+ Emp,Wireline Data,Private Line,2012,USD,711538.6273
Transportation and Public Utilities,1-4 Emp,Wireline Data,Private Line,2012,USD,0
Transportation and Public Utilities,5-9 Emp,Wireline Data,Private Line,2012,USD,0
Transportation and Public Utilities,10-24 Emp,Wireline Data,Private Line,2012,USD,24.42898691
Transportation and Public Utilities,25-49 Emp,Wireline Data,Private Line,2012,USD,24.42898691
Transportation and Public Utilities,50-99 Emp,Wireline Data,Private Line,2012,USD,469.4958637
Transportation and Public Utilities,100-249 Emp,Wireline Data,Private Line,2012,USD,2723.55305
Transportation and Public Utilities,250-499 Emp,Wireline Data,Private Line,2012,USD,10155.91523
Transportation and Public Utilities,500-999 Emp,Wireline Data,Private Line,2012,USD,46271.17935
Transportation and Public Utilities,1000-2499 Emp,Wireline Data,Private Line,2012,USD,244577.3444
Transportation and Public Utilities,2500-4999 Emp,Wireline Data,Private Line,2012,USD,244577.3444
Transportation and Public Utilities,5000-9999 Emp,Wireline Data,Private Line,2012,USD,2666129.256
Transportation and Public Utilities,10000+ Emp,Wireline Data,Private Line,2012,USD,2666129.256
"Finance, Insurance, and Real Estate",1-4 Emp,Wireless,Wireless Data Services,2012,USD,469.0114182
"Finance, Insurance, and Real Estate",5-9 Emp,Wireless,Wireless Data Services,2012,USD,552.8812759
"Finance, Insurance, and Real Estate",10-24 Emp,Wireless,Wireless Data Services,2012,USD,2184.774188
"Finance, Insurance, and Real Estate",25-49 Emp,Wireless,Wireless Data Services,2012,USD,2184.774188
"Finance, Insurance, and Real Estate",50-99 Emp,Wireless,Wireless Data Services,2012,USD,8730.140756
"Finance, Insurance, and Real Estate",100-249 Emp,Wireless,Wireless Data Services,2012,USD,26375.49203
"Finance, Insurance, and Real Estate",250-499 Emp,Wireless,Wireless Data Services,2012,USD,59130.80037
"Finance, Insurance, and Real Estate",500-999 Emp,Wireless,Wireless Data Services,2012,USD,128406.9306
