industry_name,employees_at_location_range,product_type,product,year,currency,spend
"Agriculture, Forestry, and Fishing plus Mining",50-99 Emp,Wireline Voice,Toll-free Services,2014,USD,915.8449937
"Agriculture, Forestry, and Fishing plus Mining",100-249 Emp,Wireline Voice,Toll-free Services,2014,USD,2653.828196
"Agriculture, Forestry, and Fishing plus Mining",250-499 Emp,Wireline Voice,Toll-free Services,2014,USD,8503.096557
"Agriculture, Forestry, and Fishing plus Mining",500-999 Emp,Wireline Voice,Toll-free Services,2014,USD,24070.8179
"Agriculture, Forestry, and Fishing plus Mining",1000-2499 Emp,Wireline Voice,Toll-free Services,2014,USD,121758.0217
"Agriculture, Forestry, and Fishing plus Mining",2500-4999 Emp,Wireline Voice,Toll-free Services,2014,USD,121758.0217
"Agriculture, Forestry, and Fishing plus Mining",5000-9999 Emp,Wireline Voice,Toll-free Services,2014,USD,0
"Agriculture, Forestry, and Fishing plus Mining",10000+ Emp,Wireline Voice,Toll-free Services,2014,USD,0
Manufacturing,1-4 Emp,Wireline Voice,Toll-free Services,2014,USD,29.95982263
Manufacturing,5-9 Emp,Wireline Voice,Toll-free Services,2014,USD,84.62811518
Manufacturing,10-24 Emp,Wireline Voice,Toll-free Services,2014,USD,536.2095082
Manufacturing,25-49 Emp,Wireline Voice,Toll-free Services,2014,USD,536.2095082
Manufacturing,50-99 Emp,Wireline Voice,Toll-free Services,2014,USD,1401.020229
Manufacturing,100-249 Emp,Wireline Voice,Toll-free Services,2014,USD,3547.967663
Manufacturing,250-499 Emp,Wireline Voice,Toll-free Services,2014,USD,6552.449348
Manufacturing,500-999 Emp,Wireline Voice,Toll-free Services,2014,USD,17990.43803
Manufacturing,1000-2499 Emp,Wireline Voice,Toll-free Services,2014,USD,101738.7349
Manufacturing,2500-4999 Emp,Wireline Voice,Toll-free Services,2014,USD,101738.7349
Manufacturing,5000-9999 Emp,Wireline Voice,Toll-free Services,2014,USD,687578.4674
Manufacturing,10000+ Emp,Wireline Voice,Toll-free Services,2014,USD,687578.4674
Construction,1-4 Emp,Wireline Voice,Toll-free Services,2014,USD,16.38163078
Construction,5-9 Emp,Wireline Voice,Toll-free Services,2014,USD,70.26631124
Construction,10-24 Emp,Wireline Voice,Toll-free Services,2014,USD,309.2286922
Construction,25-49 Emp,Wireline Voice,Toll-free Services,2014,USD,309.2286922
Construction,50-99 Emp,Wireline Voice,Toll-free Services,2014,USD,1066.016549
Construction,100-249 Emp,Wireline Voice,Toll-free Services,2014,USD,3087.403119
Construction,250-499 Emp,Wireline Voice,Toll-free Services,2014,USD,9924.721443
Construction,500-999 Emp,Wireline Voice,Toll-free Services,2014,USD,28064.88021
Construction,1000-2499 Emp,Wireline Voice,Toll-free Services,2014,USD,141627.1634
Construction,2500-4999 Emp,Wireline Voice,Toll-free Services,2014,USD,141627.1634
Construction,5000-9999 Emp,Wireline Voice,Toll-free Services,2014,USD,620903.566
Construction,10000+ Emp,Wireline Voice,Toll-free Services,2014,USD,620903.566
Wholesale Trade,1-4 Emp,Wireline Voice,Toll-free Services,2014,USD,21.22237599
Wholesale Trade,5-9 Emp,Wireline Voice,Toll-free Services,2014,USD,90.07251844
Wholesale Trade,10-24 Emp,Wireline Voice,Toll-free Services,2014,USD,397.358399
Wholesale Trade,25-49 Emp,Wireline Voice,Toll-free Services,2014,USD,397.358399
Wholesale Trade,50-99 Emp,Wireline Voice,Toll-free Services,2014,USD,1393.066024
Wholesale Trade,100-249 Emp,Wireline Voice,Toll-free Services,2014,USD,3835.080723
Wholesale Trade,250-499 Emp,Wireline Voice,Toll-free Services,2014,USD,12197.03924
Wholesale Trade,500-999 Emp,Wireline Voice,Toll-free Services,2014,USD,34803.44372
Wholesale Trade,1000-2499 Emp,Wireline Voice,Toll-free Services,2014,USD,182267.0417
Wholesale Trade,2500-4999 Emp,Wireline Voice,Toll-free Services,2014,USD,182267.0417
Wholesale Trade,5000-9999 Emp,Wireline Voice,Toll-free Services,2014,USD,1081862.102
Wholesale Trade,10000+ Emp,Wireline Voice,Toll-free Services,2014,USD,1081862.102
Retail Trade,1-4 Emp,Wireline Voice,Toll-free Services,2014,USD,19.55161191
Retail Trade,5-9 Emp,Wireline Voice,Toll-free Services,2014,USD,81.95257283
Retail Trade,10-24 Emp,Wireline Voice,Toll-free Services,2014,USD,397.5674628
Retail Trade,25-49 Emp,Wireline Voice,Toll-free Services,2014,USD,397.5674628
Retail Trade,50-99 Emp,Wireline Voice,Toll-free Services,2014,USD,1443.603699
Retail Trade,100-249 Emp,Wireline Voice,Toll-free Services,2014,USD,2319.274352
Retail Trade,250-499 Emp,Wireline Voice,Toll-free Services,2014,USD,5249.617685
Retail Trade,500-999 Emp,Wireline Voice,Toll-free Services,2014,USD,17246.37179
Retail Trade,1000-2499 Emp,Wireline Voice,Toll-free Services,2014,USD,153892.0255
Retail Trade,2500-4999 Emp,Wireline Voice,Toll-free Services,2014,USD,153892.0255
Retail Trade,5000-9999 Emp,Wireline Voice,Toll-free Services,2014,USD,3123586.746
Retail Trade,10000+ Emp,Wireline Voice,Toll-free Services,2014,USD,3123586.746
Nonclassified Establishments,1-4 Emp,Wireline Voice,Toll-free Services,2014,USD,16.30042574
Nonclassified Establishments,5-9 Emp,Wireline Voice,Toll-free Services,2014,USD,69.9179956
Nonclassified Establishments,10-24 Emp,Wireline Voice,Toll-free Services,2014,USD,307.6958212
Nonclassified Establishments,25-49 Emp,Wireline Voice,Toll-free Services,2014,USD,307.6958212
Nonclassified Establishments,50-99 Emp,Wireline Voice,Toll-free Services,2014,USD,1060.732221
Nonclassified Establishments,100-249 Emp,Wireline Voice,Toll-free Services,2014,USD,3072.098619
Nonclassified Establishments,250-499 Emp,Wireline Voice,Toll-free Services,2014,USD,9875.523816
Nonclassified Establishments,500-999 Emp,Wireline Voice,Toll-free Services,2014,USD,27925.76039
Nonclassified Establishments,1000-2499 Emp,Wireline Voice,Toll-free Services,2014,USD,140925.1064
Nonclassified Establishments,2500-4999 Emp,Wireline Voice,Toll-free Services,2014,USD,140925.1064
Nonclassified Establishments,5000-9999 Emp,Wireline Voice,Toll-free Services,2014,USD,617825.6981
Nonclassified Establishments,10000+ Emp,Wireline Voice,Toll-free Services,2014,USD,617825.6981
Transportation and Public Utilities,1-4 Emp,Wireline Voice,Toll-free Services,2014,USD,40.86367272
Transportation and Public Utilities,5-9 Emp,Wireline Voice,Toll-free Services,2014,USD,117.3269827
Transportation and Public Utilities,10-24 Emp,Wireline Voice,Toll-free Services,2014,USD,676.4120865
Transportation and Public Utilities,25-49 Emp,Wireline Voice,Toll-free Services,2014,USD,676.4120865
Transportation and Public Utilities,50-99 Emp,Wireline Voice,Toll-free Services,2014,USD,2007.598522
Transportation and Public Utilities,100-249 Emp,Wireline Voice,Toll-free Services,2014,USD,6491.938163
Transportation and Public Utilities,250-499 Emp,Wireline Voice,Toll-free Services,2014,USD,16335.94856
Transportation and Public Utilities,500-999 Emp,Wireline Voice,Toll-free Services,2014,USD,57374.18073
Transportation and Public Utilities,1000-2499 Emp,Wireline Voice,Toll-free Services,2014,USD,292695.9469
Transportation and Public Utilities,2500-4999 Emp,Wireline Voice,Toll-free Services,2014,USD,292695.9469
Transportation and Public Utilities,5000-9999 Emp,Wireline Voice,Toll-free Services,2014,USD,2364916.058
Transportation and Public Utilities,10000+ Emp,Wireline Voice,Toll-free Services,2014,USD,2364916.058
"Finance, Insurance, and Real Estate",1-4 Emp,Wireline Data,ATM,2014,USD,0
"Finance, Insurance, and Real Estate",5-9 Emp,Wireline Data,ATM,2014,USD,0
"Finance, Insurance, and Real Estate",10-24 Emp,Wireline Data,ATM,2014,USD,0
"Finance, Insurance, and Real Estate",25-49 Emp,Wireline Data,ATM,2014,USD,0
"Finance, Insurance, and Real Estate",50-99 Emp,Wireline Data,ATM,2014,USD,1418.978613
"Finance, Insurance, and Real Estate",100-249 Emp,Wireline Data,ATM,2014,USD,1494.389031
"Finance, Insurance, and Real Estate",250-499 Emp,Wireline Data,ATM,2014,USD,4555.438556
"Finance, Insurance, and Real Estate",500-999 Emp,Wireline Data,ATM,2014,USD,14666.07146
"Finance, Insurance, and Real Estate",1000-2499 Emp,Wireline Data,ATM,2014,USD,100442.5964
"Finance, Insurance, and Real Estate",2500-4999 Emp,Wireline Data,ATM,2014,USD,100442.5964
"Finance, Insurance, and Real Estate",5000-9999 Emp,Wireline Data,ATM,2014,USD,1238098.239
"Finance, Insurance, and Real Estate",10000+ Emp,Wireline Data,ATM,2014,USD,1238098.239
Public Administration,1-4 Emp,Wireline Data,ATM,2014,USD,0
Public Administration,5-9 Emp,Wireline Data,ATM,2014,USD,0
Public Administration,10-24 Emp,Wireline Data,ATM,2014,USD,0
Public Administration,25-49 Emp,Wireline Data,ATM,2014,USD,0
Public Administration,50-99 Emp,Wireline Data,ATM,2014,USD,401.4492329
Public Administration,100-249 Emp,Wireline Data,ATM,2014,USD,727.3235424
Public Administration,250-499 Emp,Wireline Data,ATM,2014,USD,2173.034018
Public Administration,500-999 Emp,Wireline Data,ATM,2014,USD,11844.68062
Public Administration,1000-2499 Emp,Wireline Data,ATM,2014,USD,87947.1177
Public Administration,2500-4999 Emp,Wireline Data,ATM,2014,USD,87947.1177
Public Administration,5000-9999 Emp,Wireline Data,ATM,2014,USD,699036.9901
Public Administration,10000+ Emp,Wireline Data,ATM,2014,USD,699036.9901
Services,1-4 Emp,Wireline Data,ATM,2014,USD,0
Services,5-9 Emp,Wireline Data,ATM,2014,USD,0
Services,10-24 Emp,Wireline Data,ATM,2014,USD,0
Services,25-49 Emp,Wireline Data,ATM,2014,USD,0
Services,50-99 Emp,Wireline Data,ATM,2014,USD,342.2418473
Services,100-249 Emp,Wireline Data,ATM,2014,USD,307.8317435
Services,250-499 Emp,Wireline Data,ATM,2014,USD,1054.67809
Services,500-999 Emp,Wireline Data,ATM,2014,USD,4294.585482
Services,1000-2499 Emp,Wireline Data,ATM,2014,USD,24409.47183
Services,2500-4999 Emp,Wireline Data,ATM,2014,USD,24409.47183
Services,5000-9999 Emp,Wireline Data,ATM,2014,USD,214753.5346
Services,10000+ Emp,Wireline Data,ATM,2014,USD,214753.5346
"Agriculture, Forestry, and Fishing plus Mining",1-4 Emp,Wireline Data,ATM,2014,USD,0
"Agriculture, Forestry, and Fishing plus Mining",5-9 Emp,Wireline Data,ATM,2014,USD,0
"Agriculture, Forestry, and Fishing plus Mining",10-24 Emp,Wireline Data,ATM,2014,USD,0
"Agriculture, Forestry, and Fishing plus Mining",25-49 Emp,Wireline Data,ATM,2014,USD,0
"Agriculture, Forestry, and Fishing plus Mining",50-99 Emp,Wireline Data,ATM,2014,USD,109.8042406
"Agriculture, Forestry, and Fishing plus Mining",100-249 Emp,Wireline Data,ATM,2014,USD,91.97186898
"Agriculture, Forestry, and Fishing plus Mining",250-499 Emp,Wireline Data,ATM,2014,USD,373.8681529
"Agriculture, Forestry, and Fishing plus Mining",500-999 Emp,Wireline Data,ATM,2014,USD,1452.756626
"Agriculture, Forestry, and Fishing plus Mining",1000-2499 Emp,Wireline Data,ATM,2014,USD,10683.79982
"Agriculture, Forestry, and Fishing plus Mining",2500-4999 Emp,Wireline Data,ATM,2014,USD,10683.79982
"Agriculture, Forestry, and Fishing plus Mining",5000-9999 Emp,Wireline Data,ATM,2014,USD,0
"Agriculture, Forestry, and Fishing plus Mining",10000+ Emp,Wireline Data,ATM,2014,USD,0
Manufacturing,1-4 Emp,Wireline Data,ATM,2014,USD,0
Manufacturing,5-9 Emp,Wireline Data,ATM,2014,USD,0
Manufacturing,10-24 Emp,Wireline Data,ATM,2014,USD,0
Manufacturing,25-49 Emp,Wireline Data,ATM,2014,USD,0
Manufacturing,50-99 Emp,Wireline Data,ATM,2014,USD,719.7920172
Manufacturing,100-249 Emp,Wireline Data,ATM,2014,USD,524.6271822
Manufacturing,250-499 Emp,Wireline Data,ATM,2014,USD,1231.137087
Manufacturing,500-999 Emp,Wireline Data,ATM,2014,USD,4610.127081
Manufacturing,1000-2499 Emp,Wireline Data,ATM,2014,USD,37993.55796
Manufacturing,2500-4999 Emp,Wireline Data,ATM,2014,USD,37993.55796
Manufacturing,5000-9999 Emp,Wireline Data,ATM,2014,USD,512243.7884
Manufacturing,10000+ Emp,Wireline Data,ATM,2014,USD,512243.7884
Construction,1-4 Emp,Wireline Data,ATM,2014,USD,0
Construction,5-9 Emp,Wireline Data,ATM,2014,USD,0
Construction,10-24 Emp,Wireline Data,ATM,2014,USD,0
Construction,25-49 Emp,Wireline Data,ATM,2014,USD,0
Construction,50-99 Emp,Wireline Data,ATM,2014,USD,190.064938
Construction,100-249 Emp,Wireline Data,ATM,2014,USD,159.1357768
Construction,250-499 Emp,Wireline Data,ATM,2014,USD,648.7597239
Construction,500-999 Emp,Wireline Data,ATM,2014,USD,2518.557522
Construction,1000-2499 Emp,Wireline Data,ATM,2014,USD,18486.50987
Construction,2500-4999 Emp,Wireline Data,ATM,2014,USD,18486.50987
Construction,5000-9999 Emp,Wireline Data,ATM,2014,USD,160001.8676
Construction,10000+ Emp,Wireline Data,ATM,2014,USD,143774.4812
Wholesale Trade,1-4 Emp,Wireline Data,ATM,2014,USD,0
Wholesale Trade,5-9 Emp,Wireline Data,ATM,2014,USD,0
Wholesale Trade,10-24 Emp,Wireline Data,ATM,2014,USD,0
Wholesale Trade,25-49 Emp,Wireline Data,ATM,2014,USD,0
Wholesale Trade,50-99 Emp,Wireline Data,ATM,2014,USD,268.2966169
Wholesale Trade,100-249 Emp,Wireline Data,ATM,2014,USD,215.4407917
Wholesale Trade,250-499 Emp,Wireline Data,ATM,2014,USD,871.1488315
Wholesale Trade,500-999 Emp,Wireline Data,ATM,2014,USD,3407.385349
Wholesale Trade,1000-2499 Emp,Wireline Data,ATM,2014,USD,25779.10409
Wholesale Trade,2500-4999 Emp,Wireline Data,ATM,2014,USD,25779.10409
Wholesale Trade,5000-9999 Emp,Wireline Data,ATM,2014,USD,289433.2696
Wholesale Trade,10000+ Emp,Wireline Data,ATM,2014,USD,260427.0745
Retail Trade,1-4 Emp,Wireline Data,ATM,2014,USD,0
Retail Trade,5-9 Emp,Wireline Data,ATM,2014,USD,0
Retail Trade,10-24 Emp,Wireline Data,ATM,2014,USD,0
Retail Trade,25-49 Emp,Wireline Data,ATM,2014,USD,0
Retail Trade,50-99 Emp,Wireline Data,ATM,2014,USD,603.392982
Retail Trade,100-249 Emp,Wireline Data,ATM,2014,USD,273.842953
Retail Trade,250-499 Emp,Wireline Data,ATM,2014,USD,758.3785607
Retail Trade,500-999 Emp,Wireline Data,ATM,2014,USD,3384.575124
Retail Trade,1000-2499 Emp,Wireline Data,ATM,2014,USD,43515.26685
Retail Trade,2500-4999 Emp,Wireline Data,ATM,2014,USD,43515.26685
Retail Trade,5000-9999 Emp,Wireline Data,ATM,2014,USD,1704652.963
Retail Trade,10000+ Emp,Wireline Data,ATM,2014,USD,1704652.963
Nonclassified Establishments,1-4 Emp,Wireline Data,ATM,2014,USD,0
Nonclassified Establishments,5-9 Emp,Wireline Data,ATM,2014,USD,0
Nonclassified Establishments,10-24 Emp,Wireline Data,ATM,2014,USD,0
Nonclassified Establishments,25-49 Emp,Wireline Data,ATM,2014,USD,0
Nonclassified Establishments,50-99 Emp,Wireline Data,ATM,2014,USD,168.8068388
Nonclassified Establishments,100-249 Emp,Wireline Data,ATM,2014,USD,141.3369963
Nonclassified Establishments,250-499 Emp,Wireline Data,ATM,2014,USD,576.1982159
Nonclassified Establishments,500-999 Emp,Wireline Data,ATM,2014,USD,2236.865664
Nonclassified Establishments,1000-2499 Emp,Wireline Data,ATM,2014,USD,16418.85834
Nonclassified Establishments,2500-4999 Emp,Wireline Data,ATM,2014,USD,16418.85834
Nonclassified Establishments,5000-9999 Emp,Wireline Data,ATM,2014,USD,142106.2179
Nonclassified Establishments,10000+ Emp,Wireline Data,ATM,2014,USD,127693.8079
Transportation and Public Utilities,1-4 Emp,Wireline Data,ATM,2014,USD,0
Transportation and Public Utilities,5-9 Emp,Wireline Data,ATM,2014,USD,0
Transportation and Public Utilities,10-24 Emp,Wireline Data,ATM,2014,USD,0
Transportation and Public Utilities,25-49 Emp,Wireline Data,ATM,2014,USD,0
Transportation and Public Utilities,50-99 Emp,Wireline Data,ATM,2014,USD,358.6946536
Transportation and Public Utilities,100-249 Emp,Wireline Data,ATM,2014,USD,330.3982548
Transportation and Public Utilities,250-499 Emp,Wireline Data,ATM,2014,USD,1060.093301
Transportation and Public Utilities,500-999 Emp,Wireline Data,ATM,2014,USD,5052.529644
Transportation and Public Utilities,1000-2499 Emp,Wireline Data,ATM,2014,USD,36944.48948
Transportation and Public Utilities,2500-4999 Emp,Wireline Data,ATM,2014,USD,36944.48948
Transportation and Public Utilities,5000-9999 Emp,Wireline Data,ATM,2014,USD,582546.9315
Transportation and Public Utilities,10000+ Emp,Wireline Data,ATM,2014,USD,582546.9315
"Finance, Insurance, and Real Estate",1-4 Emp,Wireline Data,Ethernet,2014,USD,0
"Finance, Insurance, and Real Estate",5-9 Emp,Wireline Data,Ethernet,2014,USD,0
"Finance, Insurance, and Real Estate",10-24 Emp,Wireline Data,Ethernet,2014,USD,127.7607384
"Finance, Insurance, and Real Estate",25-49 Emp,Wireline Data,Ethernet,2014,USD,127.7607384
"Finance, Insurance, and Real Estate",50-99 Emp,Wireline Data,Ethernet,2014,USD,2583.795966
"Finance, Insurance, and Real Estate",100-249 Emp,Wireline Data,Ethernet,2014,USD,18272.52856
"Finance, Insurance, and Real Estate",250-499 Emp,Wireline Data,Ethernet,2014,USD,77646.69481
"Finance, Insurance, and Real Estate",500-999 Emp,Wireline Data,Ethernet,2014,USD,253227.3849
"Finance, Insurance, and Real Estate",1000-2499 Emp,Wireline Data,Ethernet,2014,USD,1292014.373
"Finance, Insurance, and Real Estate",2500-4999 Emp,Wireline Data,Ethernet,2014,USD,1292014.373
"Finance, Insurance, and Real Estate",5000-9999 Emp,Wireline Data,Ethernet,2014,USD,11478497.06
"Finance, Insurance, and Real Estate",10000+ Emp,Wireline Data,Ethernet,2014,USD,11478497.06
Public Administration,1-4 Emp,Wireline Data,Ethernet,2014,USD,0
Public Administration,5-9 Emp,Wireline Data,Ethernet,2014,USD,0
Public Administration,10-24 Emp,Wireline Data,Ethernet,2014,USD,26.19197092
Public Administration,25-49 Emp,Wireline Data,Ethernet,2014,USD,26.19197092
Public Administration,50-99 Emp,Wireline Data,Ethernet,2014,USD,646.1229874
Public Administration,100-249 Emp,Wireline Data,Ethernet,2014,USD,7788.976785
Public Administration,250-499 Emp,Wireline Data,Ethernet,2014,USD,32713.43953
Public Administration,500-999 Emp,Wireline Data,Ethernet,2014,USD,180173.5491
Public Administration,1000-2499 Emp,Wireline Data,Ethernet,2014,USD,994709.9182
Public Administration,2500-4999 Emp,Wireline Data,Ethernet,2014,USD,994709.9182
Public Administration,5000-9999 Emp,Wireline Data,Ethernet,2014,USD,5729024.268
Public Administration,10000+ Emp,Wireline Data,Ethernet,2014,USD,5729024.268
Services,1-4 Emp,Wireline Data,Ethernet,2014,USD,0
Services,5-9 Emp,Wireline Data,Ethernet,2014,USD,0
Services,10-24 Emp,Wireline Data,Ethernet,2014,USD,42.46556296
Services,25-49 Emp,Wireline Data,Ethernet,2014,USD,42.46556296
Services,50-99 Emp,Wireline Data,Ethernet,2014,USD,628.7632278
Services,100-249 Emp,Wireline Data,Ethernet,2014,USD,3748.146293
Services,250-499 Emp,Wireline Data,Ethernet,2014,USD,17932.3634
Services,500-999 Emp,Wireline Data,Ethernet,2014,USD,74068.70656
Services,1000-2499 Emp,Wireline Data,Ethernet,2014,USD,316603.9513
Services,2500-4999 Emp,Wireline Data,Ethernet,2014,USD,316603.9513
Services,5000-9999 Emp,Wireline Data,Ethernet,2014,USD,1987588.842
Services,10000+ Emp,Wireline Data,Ethernet,2014,USD,1987588.842
"Agriculture, Forestry, and Fishing plus Mining",1-4 Emp,Wireline Data,Ethernet,2014,USD,0
"Agriculture, Forestry, and Fishing plus Mining",5-9 Emp,Wireline Data,Ethernet,2014,USD,0
"Agriculture, Forestry, and Fishing plus Mining",10-24 Emp,Wireline Data,Ethernet,2014,USD,16.25369892
"Agriculture, Forestry, and Fishing plus Mining",25-49 Emp,Wireline Data,Ethernet,2014,USD,16.25369892
"Agriculture, Forestry, and Fishing plus Mining",50-99 Emp,Wireline Data,Ethernet,2014,USD,235.6351657
"Agriculture, Forestry, and Fishing plus Mining",100-249 Emp,Wireline Data,Ethernet,2014,USD,1321.218121
"Agriculture, Forestry, and Fishing plus Mining",250-499 Emp,Wireline Data,Ethernet,2014,USD,7531.93244
"Agriculture, Forestry, and Fishing plus Mining",500-999 Emp,Wireline Data,Ethernet,2014,USD,29645.3645
"Agriculture, Forestry, and Fishing plus Mining",1000-2499 Emp,Wireline Data,Ethernet,2014,USD,161917.4182
"Agriculture, Forestry, and Fishing plus Mining",2500-4999 Emp,Wireline Data,Ethernet,2014,USD,161917.4182
"Agriculture, Forestry, and Fishing plus Mining",5000-9999 Emp,Wireline Data,Ethernet,2014,USD,0
"Agriculture, Forestry, and Fishing plus Mining",10000+ Emp,Wireline Data,Ethernet,2014,USD,0
Manufacturing,1-4 Emp,Wireline Data,Ethernet,2014,USD,0
Manufacturing,5-9 Emp,Wireline Data,Ethernet,2014,USD,0
Manufacturing,10-24 Emp,Wireline Data,Ethernet,2014,USD,131.2704441
Manufacturing,25-49 Emp,Wireline Data,Ethernet,2014,USD,131.2704441
Manufacturing,50-99 Emp,Wireline Data,Ethernet,2014,USD,1271.545231
Manufacturing,100-249 Emp,Wireline Data,Ethernet,2014,USD,6217.910974
Manufacturing,250-499 Emp,Wireline Data,Ethernet,2014,USD,20305.36897
Manufacturing,500-999 Emp,Wireline Data,Ethernet,2014,USD,77039.83903
Manufacturing,1000-2499 Emp,Wireline Data,Ethernet,2014,USD,470847.3652
Manufacturing,2500-4999 Emp,Wireline Data,Ethernet,2014,USD,470847.3652
Manufacturing,5000-9999 Emp,Wireline Data,Ethernet,2014,USD,4588193.636
Manufacturing,10000+ Emp,Wireline Data,Ethernet,2014,USD,4588193.636
Construction,1-4 Emp,Wireline Data,Ethernet,2014,USD,0
Construction,5-9 Emp,Wireline Data,Ethernet,2014,USD,0
Construction,10-24 Emp,Wireline Data,Ethernet,2014,USD,26.64604074
Construction,25-49 Emp,Wireline Data,Ethernet,2014,USD,26.64604074
Construction,50-99 Emp,Wireline Data,Ethernet,2014,USD,385.0857627
Construction,100-249 Emp,Wireline Data,Ethernet,2014,USD,2158.277838
Construction,250-499 Emp,Wireline Data,Ethernet,2014,USD,12340.43714
Construction,500-999 Emp,Wireline Data,Ethernet,2014,USD,48525.56012
Construction,1000-2499 Emp,Wireline Data,Ethernet,2014,USD,264514.259
Construction,2500-4999 Emp,Wireline Data,Ethernet,2014,USD,264514.259
Construction,5000-9999 Emp,Wireline Data,Ethernet,2014,USD,1653357.328
Construction,10000+ Emp,Wireline Data,Ethernet,2014,USD,1826057.405
Wholesale Trade,1-4 Emp,Wireline Data,Ethernet,2014,USD,0
Wholesale Trade,5-9 Emp,Wireline Data,Ethernet,2014,USD,0
Wholesale Trade,10-24 Emp,Wireline Data,Ethernet,2014,USD,32.09567855
Wholesale Trade,25-49 Emp,Wireline Data,Ethernet,2014,USD,32.09567855
Wholesale Trade,50-99 Emp,Wireline Data,Ethernet,2014,USD,473.1029407
Wholesale Trade,100-249 Emp,Wireline Data,Ethernet,2014,USD,2542.779268
Wholesale Trade,250-499 Emp,Wireline Data,Ethernet,2014,USD,14411.29225
Wholesale Trade,500-999 Emp,Wireline Data,Ethernet,2014,USD,57099.81407
Wholesale Trade,1000-2499 Emp,Wireline Data,Ethernet,2014,USD,320843.3829
Wholesale Trade,2500-4999 Emp,Wireline Data,Ethernet,2014,USD,320843.3829
Wholesale Trade,5000-9999 Emp,Wireline Data,Ethernet,2014,USD,2599907.812
Wholesale Trade,10000+ Emp,Wireline Data,Ethernet,2014,USD,2873147.175
Retail Trade,1-4 Emp,Wireline Data,Ethernet,2014,USD,0
Retail Trade,5-9 Emp,Wireline Data,Ethernet,2014,USD,0
Retail Trade,10-24 Emp,Wireline Data,Ethernet,2014,USD,92.84834436
Retail Trade,25-49 Emp,Wireline Data,Ethernet,2014,USD,92.84834436
Retail Trade,50-99 Emp,Wireline Data,Ethernet,2014,USD,1427.248681
Retail Trade,100-249 Emp,Wireline Data,Ethernet,2014,USD,4346.470331
Retail Trade,250-499 Emp,Wireline Data,Ethernet,2014,USD,16755.97946
Retail Trade,500-999 Emp,Wireline Data,Ethernet,2014,USD,75872.52412
Retail Trade,1000-2499 Emp,Wireline Data,Ethernet,2014,USD,725126.1082
Retail Trade,2500-4999 Emp,Wireline Data,Ethernet,2014,USD,725126.1082
Retail Trade,5000-9999 Emp,Wireline Data,Ethernet,2014,USD,20467952.92
Retail Trade,10000+ Emp,Wireline Data,Ethernet,2014,USD,20467952.92
Nonclassified Establishments,1-4 Emp,Wireline Data,Ethernet,2014,USD,0
Nonclassified Establishments,5-9 Emp,Wireline Data,Ethernet,2014,USD,0
Nonclassified Establishments,10-24 Emp,Wireline Data,Ethernet,2014,USD,22.09556839
Nonclassified Establishments,25-49 Emp,Wireline Data,Ethernet,2014,USD,22.09556839
Nonclassified Establishments,50-99 Emp,Wireline Data,Ethernet,2014,USD,319.3228176
Nonclassified Establishments,100-249 Emp,Wireline Data,Ethernet,2014,USD,1789.698367
Nonclassified Establishments,250-499 Emp,Wireline Data,Ethernet,2014,USD,10233.00143
Nonclassified Establishments,500-999 Emp,Wireline Data,Ethernet,2014,USD,40238.61718
Nonclassified Establishments,1000-2499 Emp,Wireline Data,Ethernet,2014,USD,219341.8887
Nonclassified Establishments,2500-4999 Emp,Wireline Data,Ethernet,2014,USD,219341.8887
Nonclassified Establishments,5000-9999 Emp,Wireline Data,Ethernet,2014,USD,1371005.557
Nonclassified Establishments,10000+ Emp,Wireline Data,Ethernet,2014,USD,1514212.812
Transportation and Public Utilities,1-4 Emp,Wireline Data,Ethernet,2014,USD,0
Transportation and Public Utilities,5-9 Emp,Wireline Data,Ethernet,2014,USD,0
Transportation and Public Utilities,10-24 Emp,Wireline Data,Ethernet,2014,USD,52.10922562
Transportation and Public Utilities,25-49 Emp,Wireline Data,Ethernet,2014,USD,52.10922562
Transportation and Public Utilities,50-99 Emp,Wireline Data,Ethernet,2014,USD,627.1980764
Transportation and Public Utilities,100-249 Emp,Wireline Data,Ethernet,2014,USD,3868.642215
Transportation and Public Utilities,250-499 Emp,Wireline Data,Ethernet,2014,USD,17280.05723
Transportation and Public Utilities,500-999 Emp,Wireline Data,Ethernet,2014,USD,83462.32426
Transportation and Public Utilities,1000-2499 Emp,Wireline Data,Ethernet,2014,USD,448160.2647
Transportation and Public Utilities,2500-4999 Emp,Wireline Data,Ethernet,2014,USD,448160.2647
Transportation and Public Utilities,5000-9999 Emp,Wireline Data,Ethernet,2014,USD,5161916.306
Transportation and Public Utilities,10000+ Emp,Wireline Data,Ethernet,2014,USD,5161916.306
"Finance, Insurance, and Real Estate",1-4 Emp,Wireline Data,Frame Relay,2014,USD,0
"Finance, Insurance, and Real Estate",5-9 Emp,Wireline Data,Frame Relay,2014,USD,0
"Finance, Insurance, and Real Estate",10-24 Emp,Wireline Data,Frame Relay,2014,USD,95.9882541
"Finance, Insurance, and Real Estate",25-49 Emp,Wireline Data,Frame Relay,2014,USD,95.9882541
"Finance, Insurance, and Real Estate",50-99 Emp,Wireline Data,Frame Relay,2014,USD,1566.235437
"Finance, Insurance, and Real Estate",100-249 Emp,Wireline Data,Frame Relay,2014,USD,7538.177775
"Finance, Insurance, and Real Estate",250-499 Emp,Wireline Data,Frame Relay,2014,USD,25943.76474
