location,sub_product,infousa_industry,infousa_size,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Paris, France",Ethernet,"Finance, Insurance, and Real Estate",50-249 Emp,2026.176962,2307.471478,2824.302021,3271.868631,3634.719877,3961.590846,4284.243459,4560.876239,4850.13462,5134.423996,5391.966693,5625.507909,5830.809323
"Paris, France",Ethernet,Manufacturing,50-249 Emp,939.6528418,1042.196014,1226.053227,1367.622672,1472.303735,1549.12749,1615.478074,1658.806602,1701.021332,1735.764056,1756.346041,1764.79844,1760.856637
"Paris, France",Ethernet,Nonclassified Establishments,50-249 Emp,752.6242556,845.9142802,1015.885784,1158.586243,1264.130046,1350.11983,1428.459434,1500.346506,1568.195413,1631.954077,1684.992524,1728.661492,1762.120259
"Paris, France",Ethernet,Public Administration,50-249 Emp,2104.584071,2372.855107,2867.43372,3262.589952,3563.639567,3790.893511,3987.86608,4211.172467,4400.980993,4579.252388,4727.389961,4849.195282,4942.321383
"Paris, France",Ethernet,Wholesale & retail trade,50-249 Emp,845.1962104,952.1567129,1147.375119,1312.854735,1437.775584,1540.680916,1635.328098,1723.315236,1807.317607,1887.167793,1955.131816,2012.661621,2058.668495
"Paris, France",Ethernet,Services,50-249 Emp,1169.694195,1327.642687,1617.838781,1864.404082,2055.50159,2217.707098,2370.4673,2519.597269,2662.345932,2800.81634,2923.311112,3031.626306,3123.766108
"Paris, France",Ethernet,Transportation and Public Utilities,50-249 Emp,1157.820935,1306.621816,1587.759074,1800.767788,1974.653008,2111.560377,2237.135964,2360.954212,2474.774011,2582.79161,2674.436121,2751.717448,2813.169665
"Paris, France",Ethernet,"Agriculture, Forestry, and Fishing plus mining",250+ Emp,3817.913807,4212.664884,4817.063661,5356.180505,5692.007735,5934.212146,6140.310934,6367.659199,6557.395715,6734.034515,6877.622466,6994.119699,7082.08575
"Paris, France",Ethernet,Construction,250+ Emp,25763.96323,28460.83593,32524.82622,36181.50113,38562.12752,40303.91288,41818.92747,43366.72759,44728.28904,46005.32647,47060.98012,47935.10303,48616.9838
"Paris, France",Ethernet,"Finance, Insurance, and Real Estate",250+ Emp,74114.50544,83287.51534,97062.56642,110363.1136,120669.8737,129874.3245,139038.6675,146337.6841,154398.9733,162408.8131,169856.9235,176840.8884,183279.5263
"Paris, France",Ethernet,Manufacturing,250+ Emp,30962.19618,33602.21919,37617.19234,41106.47842,43288.56217,44779.47825,46043.27396,46632.04509,47302.15119,47827.83039,48073.01587,48089.01159,47874.61409
"Paris, France",Ethernet,Nonclassified Establishments,250+ Emp,24516.56877,27049.27859,30886.32115,34313.47125,36531.75318,38143.16671,39543.82724,40954.6296,42193.30879,43348.9858,44293.07224,45063.70628,45651.38483
"Paris, France",Ethernet,Public Administration,250+ Emp,94041.90537,104033.8084,119294.9444,132333.8119,140903.2325,146737.5971,151459.1497,157475.6158,162208.2456,166619.6824,170215.9105,173143.8979,175367.497
"Paris, France",Ethernet,Wholesale & retail trade,250+ Emp,29646.07809,32842.32582,37602.1776,41997.68594,45031.51039,47379.6913,49502.88835,51447.85581,53319.59147,55108.34563,56648.17094,57983.61736,59098.64591
"Paris, France",Ethernet,Services,250+ Emp,28556.73122,31863.08672,36948.16137,41522.37051,44804.78296,47416.46454,49842.6772,52270.24005,54561.83229,56795.41048,58796.92427,60607.48568,62205.7337
"Paris, France",Ethernet,Transportation and Public Utilities,250+ Emp,68456.28951,75430.52213,86364.49373,95162.17457,101392.2696,105692.7454,109437.3792,113103.4471,116317.2278,119287.8218,121663.0033,123550.3015,124926.1615
"Paris, France",IP-VPN,"Agriculture, Forestry, and Fishing plus mining",1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",IP-VPN,Construction,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",IP-VPN,"Finance, Insurance, and Real Estate",1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",IP-VPN,Manufacturing,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",IP-VPN,Nonclassified Establishments,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",IP-VPN,Public Administration,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",IP-VPN,Wholesale & retail trade,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",IP-VPN,Services,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",IP-VPN,Transportation and Public Utilities,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",IP-VPN,"Agriculture, Forestry, and Fishing plus mining",10-49 Emp,515.6447362,518.627424,543.5956228,550.1423796,543.1589937,530.8264625,520.0921098,510.4284202,502.7925573,496.7387723,492.1458635,489.0213161,487.3454344
"Paris, France",IP-VPN,Construction,10-49 Emp,553.8554182,557.5303795,585.077083,593.0583713,586.3010785,573.7349506,562.8597556,553.1299749,545.5872329,539.7478874,535.486884,532.8187805,531.7286424
"Paris, France",IP-VPN,"Finance, Insurance, and Real Estate",10-49 Emp,826.6584861,840.1041355,897.0937475,918.7739149,919.1679682,910.3399322,904.297067,899.5999521,898.0901991,899.1886248,902.7842438,908.9954825,917.8922432
"Paris, France",IP-VPN,Manufacturing,10-49 Emp,890.2406436,888.7939236,917.71113,910.2227863,891.0131213,861.1889363,834.9307928,805.6489139,782.4849357,761.9856053,743.8641786,728.0346016,714.3684955
"Paris, France",IP-VPN,Nonclassified Establishments,10-49 Emp,555.4869519,559.1245532,586.7474124,594.6542949,587.7987559,575.0927925,564.0590837,554.2867893,546.6535531,540.7284025,536.3853796,533.6384147,532.4718878
"Paris, France",IP-VPN,Public Administration,10-49 Emp,511.1045719,520.667586,556.8115639,568.5856327,568.6872207,560.8721594,554.0457734,552.5260455,550.8172544,550.7221656,552.1659003,555.2143115,559.9034898
"Paris, France",IP-VPN,Wholesale & retail trade,10-49 Emp,615.4111841,620.5746613,653.4582413,664.024926,658.268901,645.5749075,634.6572509,625.5493757,618.6118417,613.57671,610.316234,608.8609062,609.2077823
"Paris, France",IP-VPN,Services,10-49 Emp,824.8489473,838.9038587,896.8157324,920.2919961,919.8445288,910.1403646,902.7856358,899.7556985,898.3865907,899.6239887,903.3580981,909.7086069,918.7466634
"Paris, France",IP-VPN,Transportation and Public Utilities,10-49 Emp,918.9275663,929.15399,988.8017415,999.8266174,993.9013674,975.3514729,959.550474,949.2433677,940.4957777,934.6081644,931.4019655,930.9391277,933.2307672
"Paris, France",IP-VPN,"Agriculture, Forestry, and Fishing plus mining",50-249 Emp,8651.668843,8087.182011,8166.38555,8000.691305,7812.969215,7643.986003,7491.848354,7353.803384,7240.22705,7147.600629,7071.37243,7012.911945,6971.917867
"Paris, France",IP-VPN,Construction,50-249 Emp,9579.127762,8973.116363,9082.164089,8928.402801,8741.815219,8576.23463,8427.389499,8295.741399,8190.648284,8108.866503,8045.413973,8002.009595,7978.482257
"Paris, France",IP-VPN,"Finance, Insurance, and Real Estate",50-249 Emp,25407.0567,24093.30107,24831.99359,24764.48631,24661.5327,24663.34761,24745.00928,24662.31233,24746.51986,24894.48357,25094.02077,25353.23806,25674.53361
"Paris, France",IP-VPN,Manufacturing,50-249 Emp,11782.68901,10882.01634,10779.77697,10351.41589,9989.563968,9644.274548,9330.706881,8969.769047,8679.008209,8415.929382,8173.971859,7953.65604,7753.49877
"Paris, France",IP-VPN,Nonclassified Establishments,50-249 Emp,9437.46153,8832.554432,8931.930467,8769.237513,8577.107874,8405.329061,8250.521308,8112.917822,8001.299339,7912.60207,7841.895138,7790.792767,7759.062819
"Paris, France",IP-VPN,Public Administration,50-249 Emp,26390.23532,24775.99963,25211.21864,24694.2568,24179.25361,23600.65136,23033.18756,22771.33717,22454.83313,22202.70928,22001.10434,21854.52484,21762.29567
"Paris, France",IP-VPN,Wholesale & retail trade,50-249 Emp,10598.25891,9941.877317,10088.0187,9936.88218,9755.290858,9591.689416,9445.357001,9318.59063,9221.356633,9150.01715,9099.113769,9070.734595,9064.839981
"Paris, France",IP-VPN,Services,50-249 Emp,14667.27106,13862.4877,14224.45686,14111.51075,13946.55473,13806.59517,13691.38703,13624.37644,13583.91089,13579.88285,13604.9857,13663.04068,13754.73515
"Paris, France",IP-VPN,Transportation and Public Utilities,50-249 Emp,14518.38743,13642.99975,13959.98829,13629.85323,13397.99803,13145.76633,12921.28954,12766.53588,12626.87513,12522.78023,12446.73036,12401.53754,12387.10017
"Paris, France",IP-VPN,"Agriculture, Forestry, and Fishing plus mining",250+ Emp,13840.63393,12414.32796,11949.32446,11553.01044,11133.84807,10778.49232,10467.86537,10274.82101,10085.37894,9933.138214,9821.523826,9747.433641,9710.134281
"Paris, France",IP-VPN,Construction,250+ Emp,93399.066,83871.4118,80681.86944,78041.6679,75429.42474,73205.23851,71291.97649,69976.32091,68792.82021,67860.84409,67204.98833,66805.29587,66657.96739
"Paris, France",IP-VPN,"Finance, Insurance, and Real Estate",250+ Emp,268678.6006,245440.4893,240775.7464,238047.6539,236036.229,235894.7363,237030.0248,236129.7085,237468.0775,239563.5461,242562.5759,246456.2946,251291.6214
"Paris, France",IP-VPN,Manufacturing,250+ Emp,112243.6086,99022.58563,93314.11583,88664.5948,84674.56419,81334.34577,78493.54834,75245.21986,72751.46114,70549.15573,68650.21642,67019.79226,65640.11619
"Paris, France",IP-VPN,Nonclassified Establishments,250+ Emp,88877.03357,79711.68482,76617.35418,74012.42193,71457.91232,69280.60869,67413.43626,66084.17244,64893.98024,63942.56912,63252.30362,62803.54146,62591.88218
"Paris, France",IP-VPN,Public Administration,250+ Emp,340919.0601,306577.8675,295925.9203,285437.3389,275613.6774,266524.0178,258204.1862,254101.8158,249478.8626,245774.8517,243075.2239,241303.9421,240443.5648
"Paris, France",IP-VPN,Wholesale & retail trade,250+ Emp,107472.4405,96783.2512,93276.86989,90586.88435,88083.85695,86057.19283,84391.42192,83015.98642,82006.38004,81288.3885,80895.88566,80809.52096,81029.20634
"Paris, France",IP-VPN,Services,250+ Emp,103523.3594,93897.5255,91654.50145,89561.653,87640.36691,86123.98519,84970.68639,84342.98125,83916.96618,83776.91871,83964.39257,84466.30458,85289.28462
"Paris, France",IP-VPN,Transportation and Public Utilities,250+ Emp,248166.5358,222286.6679,214237.849,205259.9973,198328.2837,191972.9893,186566.4076,182503.1204,178897.7471,175957.2836,173739.7032,172187.2683,171284.2581
"Paris, France",Legacy Data Services,"Agriculture, Forestry, and Fishing plus mining",1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",Legacy Data Services,Construction,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",Legacy Data Services,"Finance, Insurance, and Real Estate",1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",Legacy Data Services,Manufacturing,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",Legacy Data Services,Nonclassified Establishments,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",Legacy Data Services,Public Administration,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",Legacy Data Services,Wholesale & retail trade,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",Legacy Data Services,Services,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",Legacy Data Services,Transportation and Public Utilities,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, France",Legacy Data Services,"Agriculture, Forestry, and Fishing plus mining",10-49 Emp,128.4609465,98.55907125,81.82984293,67.8653389,55.52105384,45.08328184,36.38747584,29.31147094,23.60819719,18.95889187,15.1889031,12.14178664,9.684773288
"Paris, France",Legacy Data Services,Construction,10-49 Emp,137.9802532,105.9521226,88.0742298,73.15943808,59.93098545,48.72751513,39.37965097,31.76361767,25.61758481,20.60040892,16.52651987,13.22922281,10.56677869
"Paris, France",Legacy Data Services,"Finance, Insurance, and Real Estate",10-49 Emp,205.9428209,159.6519573,135.0434723,113.3395743,93.95623537,77.31549693,63.26780787,51.65973683,42.16906198,34.31908451,27.86227299,22.56921905,18.24081575
"Paris, France",Legacy Data Services,Manufacturing,10-49 Emp,221.7828432,168.9048816,138.1470977,112.2847106,91.07828105,73.14108522,58.41469901,46.26457657,36.74091509,29.08249467,22.95758588,18.07618708,14.1962896
"Paris, France",Legacy Data Services,Nonclassified Establishments,10-49 Emp,138.386712,106.2550766,88.32567184,73.35631056,60.08407621,48.84283712,39.46356019,31.83004801,25.66765297,20.63783196,16.55424978,13.2495733,10.58154884
"Paris, France",Legacy Data Services,Public Administration,10-49 Emp,127.3298697,98.94678015,83.81929674,70.14049105,58.13051826,47.63507365,38.76299374,31.72893688,25.86315602,21.01926117,17.04127775,13.78527579,11.12668341
"Paris, France",Legacy Data Services,Wholesale & retail trade,10-49 Emp,153.3154469,117.9329504,98.36794669,81.91384324,67.28744901,54.82890842,44.40285663,35.92231864,29.04639325,23.41821325,18.8359485,15.11725352,12.10648308
"Paris, France",Legacy Data Services,Services,10-49 Emp,205.4920162,159.4238587,135.0016215,113.5268442,94.02539257,77.29854758,63.16206282,51.66868061,42.1829788,34.33570093,27.87998362,22.58692503,18.25779522
"Paris, France",Legacy Data Services,Transportation and Public Utilities,10-49 Emp,228.9295257,176.5748398,148.8486805,123.3382025,101.5953928,82.8369504,67.13353084,54.51052154,44.16017988,35.67093232,28.74549041,23.11405227,18.54563061
"Paris, France",Legacy Data Services,"Agriculture, Forestry, and Fishing plus mining",50-249 Emp,1488.054725,1179.984494,1025.326839,875.8230412,735.4536107,611.3547591,503.9340445,413.282091,337.4053251,273.7620363,220.8350191,177.1211886,141.2460061
"Paris, France",Legacy Data Services,Construction,50-249 Emp,1647.574195,1309.249397,1140.306999,977.3781534,822.8881223,685.9146333,566.8625784,466.2187949,381.6963651,310.5797206,251.2537935,202.1022738,161.6382716
"Paris, France",Legacy Data Services,"Finance, Insurance, and Real Estate",50-249 Emp,4369.91885,3515.405198,3117.769709,2710.929204,2321.449474,1972.538271,1664.456089,1386.016388,1153.22455,953.4898307,783.6722799,640.3325313,520.1474546
"Paris, France",Legacy Data Services,Manufacturing,50-249 Emp,2026.578499,1587.773162,1353.450015,1133.153148,940.3417173,771.3348952,627.6236029,504.0989966,404.4546623,322.3406125,255.2685846,200.8810352,157.0802691
"Paris, France",Legacy Data Services,Nonclassified Establishments,50-249 Emp,1623.208132,1288.740288,1121.444485,959.9545807,807.3838231,672.2458572,554.9656608,455.9441511,372.8724232,303.0625475,244.8980137,196.7676887,157.1929927
"Paris, France",Legacy Data Services,Public Administration,50-249 Emp,4539.021901,3615.016374,3165.383139,2703.241291,2276.051381,1887.545388,1549.311574,1279.744011,1046.428547,850.3915118,687.0822241,551.9674916,440.8883475
"Paris, France",Legacy Data Services,Wholesale & retail trade,50-249 Emp,1822.860945,1450.599363,1266.596619,1087.774798,918.2890252,767.1292137,635.3354647,523.7026909,429.7289037,350.4570914,284.1602507,229.0944625,183.6470922
"Paris, France",Legacy Data Services,Services,50-249 Emp,2522.715837,2022.647754,1785.945239,1544.764795,1312.822788,1104.231177,920.9417643,765.686882,633.0304062,520.1264835,424.8761192,345.0797648,278.6609714
"Paris, France",Legacy Data Services,Transportation and Public Utilities,50-249 Emp,2497.108409,1990.622709,1752.740008,1492.038507,1261.185825,1051.379059,869.1416844,717.4764363,588.4311196,479.6381321,388.7044508,313.2186866,250.9536772
"Paris, France",Legacy Data Services,"Agriculture, Forestry, and Fishing plus mining",250+ Emp,2307.712755,1750.313934,1432.172283,1186.003663,961.2346108,772.1441431,615.828573,494.0581716,394.707862,314.445371,249.8554073,198.0877784,156.6966589
"Paris, France",Legacy Data Services,Construction,250+ Emp,15572.85721,11825.15085,9670.030933,8011.565864,6512.157636,5244.23959,4194.134581,3364.766466,2692.319955,2148.216187,1709.666446,1357.620183,1075.688603
"Paris, France",Legacy Data Services,"Finance, Insurance, and Real Estate",250+ Emp,44798.02274,34605.00721,28857.89499,24437.38722,20378.05719,16898.90697,13944.56814,11354.14544,9293.703064,7583.670588,6170.689219,5008.495741,4055.202157
"Paris, France",Legacy Data Services,Manufacturing,250+ Emp,18714.89475,13961.33661,11184.05402,9102.089437,7310.331633,5826.588436,4617.805841,3618.118089,2847.247867,2233.317907,1746.432437,1361.979188,1059.263096
"Paris, France",Legacy Data Services,Nonclassified Establishments,250+ Emp,14818.87788,11238.66496,9182.883219,7597.933374,6169.279309,4963.088958,3965.958558,3177.615005,2539.732453,2024.178506,1609.111821,1276.296353,1010.072418
"Paris, France",Legacy Data Services,Public Administration,250+ Emp,56843.00786,43224.854,35467.85447,29302.29584,23794.95429,19093.11183,15190.25225,12218.32268,9763.764855,7780.296896,6183.730769,4903.789406,3880.142352
"Paris, France",Legacy Data Services,Wholesale & retail trade,250+ Emp,17919.37587,13645.60963,11179.58996,9299.426959,7604.671037,6164.921347,4964.780028,3991.770411,3209.454312,2573.281165,2057.957077,1642.214666,1307.603535
"Paris, France",Legacy Data Services,Services,250+ Emp,17260.92736,13238.74702,10985.14289,9194.179228,7566.382569,6169.706185,4998.858381,4055.578105,3284.228237,2652.058566,2136.018593,1716.527985,1376.35027
"Paris, France",Legacy Data Services,Transportation and Public Utilities,250+ Emp,41377.95153,31340.51666,25677.22638,21071.48696,17122.56261,13752.46323,10975.77399,8775.545378,7001.457026,5570.13827,4419.864481,3499.197296,2764.088549
"Paris, France",Colocation,"Agriculture, Forestry, and Fishing plus mining",1-9 Emp,1.677777881,1.793250746,1.914721756,2.046553752,2.230260239,2.257389402,2.430428854,2.591643656,2.774957712,2.963533139,3.087292463,3.252681514,3.419411138
"Paris, France",Colocation,Construction,1-9 Emp,2.251303397,2.40614938,2.569030385,2.745798901,2.992148301,3.028419651,3.260427041,3.476553045,3.722304876,3.975093586,4.140924796,4.362577076,4.586008912
"Paris, France",Colocation,"Finance, Insurance, and Real Estate",1-9 Emp,4.601779037,4.347577896,4.77342509,5.246526832,5.879424297,6.119592099,6.775507839,7.429907129,8.181253272,8.985346638,9.465420328,10.08418389,10.71982315
"Paris, France",Colocation,Manufacturing,1-9 Emp,2.683273666,2.835240744,2.99278739,3.162404937,3.407037064,3.409240631,3.628831584,3.825557957,4.049620649,4.275718585,4.403590918,4.586702849,4.766946247
"Paris, France",Colocation,Nonclassified Establishments,1-9 Emp,1.318892451,1.410531587,1.507003128,1.611751679,1.757506013,1.779974862,1.917592033,2.046040923,2.192102868,2.34250048,2.441820764,2.574208146,2.707818494
"Paris, France",Colocation,Public Administration,1-9 Emp,2.000131562,2.144430179,2.296800412,2.462562937,2.69194527,2.733150646,2.951795779,3.15736574,3.391189727,3.632883937,3.796347091,4.012140055,4.230895216
"Paris, France",Colocation,Wholesale & retail trade,1-9 Emp,3.216415345,3.448097651,3.692720131,3.958834742,4.327176049,4.393004215,4.744008695,5.073954717,5.449262336,5.837172019,6.099252216,6.445349578,6.796140892
"Paris, France",Colocation,Services,1-9 Emp,3.476523535,3.782732405,4.111727403,4.474000133,4.963439423,5.11432314,5.605563109,6.085081847,6.632884908,7.211257231,7.647746274,8.202603873,8.77841318
"Paris, France",Colocation,Transportation and Public Utilities,1-9 Emp,3.455601216,3.738968991,4.041459904,4.372980967,4.824272958,4.943161284,5.387698073,5.815910742,6.304069513,6.815483334,7.187644911,7.66606242,8.158383201
"Paris, France",Colocation,"Agriculture, Forestry, and Fishing plus mining",10-49 Emp,22.25750101,24.26752763,26.4321506,28.81987144,32.03806079,33.07948173,36.33092062,39.51935004,43.16498869,47.0246472,49.97295909,53.70817196,57.59591564
"Paris, France",Colocation,Construction,10-49 Emp,30.45396507,33.20001388,36.1568445,39.41806938,43.81419336,45.23270759,49.67244989,54.02493582,59.00127365,64.26885908,68.28973063,73.38477939,78.6869294
"Paris, France",Colocation,"Finance, Insurance, and Real Estate",10-49 Emp,46.28079316,51.97640592,58.31355711,65.49156891,74.99216603,79.75624421,90.22745801,101.0947107,113.7382634,127.6311931,139.7084488,154.6622402,170.8409327
"Paris, France",Colocation,Manufacturing,10-49 Emp,36.33745391,39.09203476,42.01263248,45.19850659,49.57730542,50.50798532,54.73465731,58.74629002,63.31213143,68.05585593,71.36079376,75.6745118,80.07290697
"Paris, France",Colocation,Nonclassified Establishments,10-49 Emp,27.47072796,29.94777683,32.61495956,35.55671842,39.5222029,40.80176103,44.80659103,48.73271219,53.22157342,57.97315194,61.60014331,66.19608667,70.97884386
"Paris, France",Colocation,Public Administration,10-49 Emp,24.0054324,26.28257254,28.74643854,31.47406182,35.13469462,36.42821292,40.17582285,43.88411843,48.13250053,52.65523392,56.19016076,60.64217741,65.30332741
"Paris, France",Colocation,Wholesale & retail trade,10-49 Emp,42.07857538,45.94747036,50.12104063,54.73072264,60.93362092,63.00879036,69.3059605,75.50153361,82.59038026,90.11047776,95.90394954,103.2270407,110.8655136
"Paris, France",Colocation,Services,10-49 Emp,42.37471053,46.99007842,52.05511753,57.72623922,65.26761469,68.53943355,76.56116116,84.7017135,94.09451945,104.2577954,112.685582,123.1753914,134.346254
"Paris, France",Colocation,Transportation and Public Utilities,10-49 Emp,43.38627256,47.93468339,52.90603592,58.45385441,65.84695971,68.89323765,76.67304183,84.51318627,93.53942711,103.261163,111.1974747,121.1012486,131.5977091
"Paris, France",Colocation,"Agriculture, Forestry, and Fishing plus mining",50-249 Emp,492.8939085,537.4424874,585.4546957,638.4580469,709.9235272,733.2209147,805.5813739,876.6495728,957.9828276,1044.211396,1110.017199,1193.347072,1280.117537
"Paris, France",Colocation,Construction,50-249 Emp,631.0874001,688.2209672,749.8098091,817.813335,909.4932272,939.4872729,1032.370789,1123.633371,1228.091468,1338.868355,1423.466697,1530.567647,1642.115721
"Paris, France",Colocation,"Finance, Insurance, and Real Estate",50-249 Emp,1676.894139,1895.943959,2141.482207,2421.404838,2791.556838,2989.203141,3404.87608,3841.268561,4351.594111,4917.067468,5419.16666,6040.246069,6717.733443
"Paris, France",Colocation,Manufacturing,50-249 Emp,651.4965873,699.3269727,749.9383193,805.0872171,881.2411367,895.9524141,968.9930704,1037.98877,1116.539056,1197.976647,1253.592644,1326.662038,1400.909824
"Paris, France",Colocation,Nonclassified Establishments,50-249 Emp,702.0875085,764.6850864,832.0553814,906.3482349,1006.638513,1038.464143,1139.609854,1238.67777,1351.982254,1471.899121,1562.838036,1678.207598,1798.1396
"Paris, France",Colocation,Public Administration,50-249 Emp,2284.303914,2491.940247,2715.757702,2962.845436,3295.746627,3405.095729,3742.334986,4073.657105,4452.743957,4854.631294,5162.373978,5551.859395,5957.629158
"Paris, France",Colocation,Wholesale & retail trade,50-249 Emp,678.8807865,742.6521558,811.6433399,888.0304568,990.6851855,1026.579429,1131.633295,1235.565717,1354.708847,1481.596499,1580.173292,1704.414714,1834.390719
"Paris, France",Colocation,Services,50-249 Emp,1014.185126,1123.032537,1242.345222,1375.821248,1553.508882,1629.300934,1817.740245,2008.611384,2228.776596,2466.763336,2662.764041,2906.923923,3166.508516
"Paris, France",Colocation,Transportation and Public Utilities,50-249 Emp,960.3975205,1059.749213,1168.248723,1289.266497,1450.733422,1516.261199,1685.812031,1856.452116,2052.91466,2264.407125,2435.89722,2650.081257,2876.771935
"Paris, France",Colocation,"Agriculture, Forestry, and Fishing plus mining",250+ Emp,14817.2733,15727.94566,16677.96081,17704.18435,19161.65617,19262.73764,20598.60495,21816.39271,23202.04288,24612.25085,25465.57627,26647.19304,27822.45441
"Paris, France",Colocation,Construction,250+ Emp,21037.08477,22288.91844,23592.32084,24999.15286,27009.39973,27104.61381,28934.57382,30593.34539,32482.21319,34399.85651,35530.54927,37114.44715,38683.88485
"Paris, France",Colocation,"Finance, Insurance, and Real Estate",250+ Emp,76944.19576,84832.42928,93435.6492,103020.2845,115812.2289,120923.6695,134307.5443,147744.7917,163199.7278,179806.6797,193232.3682,210014.7103,227753.7658
"Paris, France",Colocation,Manufacturing,250+ Emp,16391.46286,17089.36432,17799.6813,18559.71852,19731.74242,19484.89254,20468.02958,21295.60261,22249.1003,23186.07327,23565.50564,24222.67518,24843.5389
"Paris, France",Colocation,Nonclassified Establishments,250+ Emp,32373.93827,34271.71275,36244.6173,38371.9098,41419.76079,41526.91811,44288.06598,46780.95679,49619.1863,52494.27931,54169.04737,56530.93939,58866.36493
"Paris, France",Colocation,Public Administration,250+ Emp,114017.1786,120884.2505,128038.8634,135762.9568,146774.3696,147384.6542,157432.4857,166558.5506,176946.8234,187501.8221,193786.9712,202553.3552,211251.7521
"Paris, France",Colocation,Wholesale & retail trade,250+ Emp,22359.0581,23719.95348,25139.10911,26672.05199,28853.306,28991.52298,30987.72912,32805.16566,34873.96165,36978.60882,38242.22841,39997.38493,41741.30436
"Paris, France",Colocation,Services,250+ Emp,46524.00417,50029.88145,53747.31718,57803.45054,63384.41024,64557.46981,69944.38119,75057.11903,80879.12222,86930.07725,91127.84984,96611.30864,102199.9818
"Paris, France",Colocation,Transportation and Public Utilities,250+ Emp,2669.377889,2861.656423,3064.674307,3285.529011,3591.224027,3645.856353,3937.163133,4210.993009,4522.46953,4844.404796,5061.911246,5349.145495,5640.275364
"Paris, France",Managed DC Services,"Agriculture, Forestry, and Fishing plus mining",1-9 Emp,3.145833527,3.475571847,3.835969025,4.238155965,4.77412594,4.994931676,5.558926273,6.127289648,6.781641156,7.486412065,8.061696671,8.779604713,9.54046372
"Paris, France",Managed DC Services,Construction,1-9 Emp,4.221193869,4.663394325,5.14668119,5.685981139,6.404697977,6.700552861,7.456727984,8.218680484,9.095881421,10.04060793,10.81157677,11.77372393,12.7933615
"Paris, France",Managed DC Services,"Finance, Insurance, and Real Estate",1-9 Emp,7.417033091,8.499573317,9.730449427,11.15147403,13.03038737,14.14202813,16.32684697,18.66893972,21.43563979,24.54914311,27.42254415,30.97953787,34.92111787
"Paris, France",Managed DC Services,Manufacturing,1-9 Emp,5.031138124,5.475028264,5.952093779,6.477556104,7.187414617,7.407266494,8.120334916,8.816801744,9.612628131,10.45323652,11.08799748,11.89463841,12.73196341
"Paris, France",Managed DC Services,Nonclassified Establishments,1-9 Emp,2.472923345,2.734339955,3.020315537,3.33967968,3.765061476,3.942373256,4.391053778,4.843904504,5.36550932,5.927868038,6.388534429,6.963053564,7.572586524
"Paris, France",Managed DC Services,Public Administration,1-9 Emp,3.750246679,4.160280365,4.610451748,5.114665274,5.785033487,6.077334115,6.791189708,7.516135098,8.352798855,9.258525512,10.01073832,10.94677456,11.94406756
"Paris, France",Managed DC Services,Wholesale & retail trade,1-9 Emp,6.030778771,6.689224462,7.412056019,8.221610615,9.298062785,9.766727138,10.91273433,12.07637279,13.41932294,14.87303131,16.0795214,17.58095766,19.1804128
"Paris, France",Managed DC Services,Services,1-9 Emp,6.518481627,7.372532236,8.33000874,9.42166183,10.86487955,11.63700766,13.25817237,14.96037197,16.95080301,19.15626977,21.11759191,23.54364094,26.19080639
"Paris, France",Managed DC Services,Transportation and Public Utilities,1-9 Emp,6.479252281,7.274583235,8.159240751,9.161034468,10.48707796,11.15021744,12.61066459,14.12566376,15.8879831,17.82384176,19.50505607,21.58683004,23.83836984
"Paris, France",Managed DC Services,"Agriculture, Forestry, and Fishing plus mining",10-49 Emp,41.73281439,47.32722148,53.6169591,60.80592814,70.30792931,75.50591703,86.2547253,97.58891517,110.8680814,125.6274806,138.8603879,155.2272208,173.1423875
"Paris, France",Managed DC Services,Construction,10-49 Emp,57.10118451,64.74509433,73.33755973,83.1569618,96.1358599,103.2263355,117.9019088,133.3726703,151.4960482,171.6357841,189.6836851,212.0058781,236.4350391
