company_name,company_label,address,address_2,postcode,city,sic_4,sic_2,sic_industry_german,sic_industry_english,solon_av_industry,employees,employees_bracket,lat,lon,country
A. M. M. Taxi Frankfurt GmbH,A. M. M. Taxi Frankfurt GmbH,Bornheimer Landwehr 36,,60385,Frankfurt am Main,4121,41,Taxibetriebe,"Local, Suburban Transit & Interurbn Hgwy Passenger Transport",Transportation and Public Utilities,20,Small 10 - 49,50.12257,8.70809,Germany
A. Mosthaf GmbH & Co. KG,A. Mosthaf GmbH & Co. KG,Bockenheimer Landstr. 17-19,,60325,Frankfurt am Main,5099,50,Sonstige Gebrauchsgüter,Wholesale Trade - Durable Goods,Wholesale & retail trade,22,Small 10 - 49,50.115625,8.669028,Germany
A. Seitz Ingenieur GmbH,A. Seitz Ingenieur GmbH,Eckenheimer Landstr. 427,,60435,Frankfurt am Main,8711,87,Technische Dienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,17,Small 10 - 49,50.14647,8.68206,Germany
A. T. A. Gastronomie-Betriebs-GmbH,A. T. A.,Zeil 25,,60313,Frankfurt am Main,5812,58,"Restaurants, Schnellimbiß usw.",Eating and Drinking Places,Services,12,Small 10 - 49,50.11464,8.69024,Germany
A. und O. Seng Bau - GmbH,A. und O. Seng Bau - GmbH,Kaulbachstr. 45,,60596,Frankfurt am Main,1531,15,Bauträgergesellschaft f. eigene Rechnung zum späteren Verkauf von Objekten,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,Small 10 - 49,50.09895,8.68172,Germany
A.S.S. all security services GmbH,A.S.S. all security services,Narzissenstr. 57,,60437,Frankfurt am Main,7381,73,"Detektivbüros, Wach- u. Schutzdienste, gepanzerte Wagen",Business Services,Services,130,Medium 50 - 249,50.20309,8.66384,Germany
A.T. Meissner & Wolpert GmbH & Co. KG Multimediale Transporte & Relocation,A.T. Meissner & Wolpert GmbH &,Hirtenstr. 9-11,,60327,Frankfurt am Main,4212,42,Straßengüternahverkehr ohne Lagerung,Motor Freight Transportation,Transportation and Public Utilities,50,Small 10 - 49,50.0945628,8.6415295,Germany
AA Abfluss-AS GmbH Arbeiten an Abflussanlagen,AA Abfluss-AS GmbH Arbeiten an,Länderweg 31-33,,60599,Frankfurt am Main,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,15,Small 10 - 49,50.102477,8.7026457,Germany
Aareal Beteiligungen AG,Aareal Beteiligungen AG,Grüneburgweg 58-62,,60322,Frankfurt am Main,6719,67,Sonstige Holding-Gesellschaften,Holding and Other Investment Offices,"Finance, Insurance, and Real Estate",156,Medium 50 - 249,50.1214705,8.6713026,Germany
AB Valves GmbH,AB Valves GmbH,Borsigallee 16,,60388,Frankfurt am Main,5085,50,"Industriebedarf, Verpackungsmaterial, Druckfarben",Wholesale Trade - Durable Goods,Wholesale & retail trade,10,Small 10 - 49,50.13513,8.74272,Germany
Abenteuerspielplatz Riederwald e.V.,Abenteuerspielplatz Riederwald,Fischerfeldstr. 7-11,,60311,Frankfurt am Main,7999,79,Sonstige Vergnügungs- u. Erholungsanlagen,Amusement and Recreation Services,Services,12,Small 10 - 49,50.1104028,8.6913868,Germany
Aberdeen Asset Management Deutschland AG,Aberdeen Asset Management,Bettinastr. 53-55,,60325,Frankfurt am Main,6726,67,Sonstige Investmentgesellschaften,Holding and Other Investment Offices,"Finance, Insurance, and Real Estate",95,Medium 50 - 249,50.1134129,8.6582153,Germany
ABG FRANKFURT HOLDING Wohnungsbau- und Beteiligungs GmbH,ABG FRANKFURT HOLDING,Niddastr. 107,,60329,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",210,Medium 50 - 249,50.1067724,8.6571306,Germany
"Abraham Paluch, Beate Pruwe und Josef Paluch","Abraham Paluch, Beate Pruwe",Rossertstr. 2,,60323,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",10,Small 10 - 49,50.1227369,8.6604633,Germany
Abschleppdienst Loosen,Abschleppdienst Loosen,Erntestr. 14,,60327,Frankfurt am Main,7549,75,Sonstige KFZ-Dienstleistungen außer Reparatur u. Wagenwaschen,"Automotive Repair, Services and Parking",Services,16,Small 10 - 49,50.0966614,8.6401252,Germany
AC Assekuranz-Consulting Assekuranzmakler GmbH,AC Assekuranz-Consulting,Nordring 1,,60388,Frankfurt am Main,6411,64,"Versicherungsagenturen, Makler u. Dienstleistungen","Insurance Agents, Brokers and Service","Finance, Insurance, and Real Estate",15,Small 10 - 49,50.15719,8.74492,Germany
Academy Verein für Bildungsberatung e.V.,Academy Verein für,Voltastr. 81,,60486,Frankfurt am Main,8641,86,Vereine,Membership Organizations,Services,10,Small 10 - 49,50.11703,8.63054,Germany
acam GmbH,acam GmbH,Sigmund-Freud-Str. 77a,,60435,Frankfurt am Main,7812,78,Film- und Video-Produktion,Motion Pictures,Services,25,Small 10 - 49,50.15302,8.67792,Germany
ACARDA GmbH,ACARDA GmbH,Roßmarkt 21,,60311,Frankfurt am Main,7373,73,Systemanalyse und -entwicklung,Business Services,Services,40,Small 10 - 49,50.1117381,8.6763681,Germany
ACATIS Investment GmbH,ACATIS Investment GmbH,Taunusanlage 18,,60325,Frankfurt am Main,6282,62,Anlagenberatung,"Security & Commodity Brokers, Dealers, Exchanges & Services","Finance, Insurance, and Real Estate",13,Small 10 - 49,50.11441,8.6693,Germany
Accente Gastronomie Service GmbH,Accente Gastronomie Service,Ludwig-Erhard-Anlage 1,,60327,Frankfurt am Main,5812,58,"Restaurants, Schnellimbiß usw.",Eating and Drinking Places,Services,233,Medium 50 - 249,50.1119923,8.6522484,Germany
Accuracy Deutschland GmbH,Accuracy Deutschland GmbH,Neue Mainzer Str. 46-50,,60311,Frankfurt am Main,6282,62,Anlagenberatung,"Security & Commodity Brokers, Dealers, Exchanges & Services","Finance, Insurance, and Real Estate",35,Small 10 - 49,50.112123,8.672431,Germany
ACG Automation Consulting Group GmbH,ACG Automation Consulting,Lyoner Str. 11a,,60528,Frankfurt am Main,8748,87,Sonstige Beratungsdienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,75,Medium 50 - 249,50.0832255,8.6297992,Germany
ACHT FRANKFURT GmbH,ACHT FRANKFURT GmbH,Hanauer Landstr. 11-13,,60314,Frankfurt am Main,7819,78,Dienstleistungen auf dem Gebiet der Spielfilmproduktion,Motion Pictures,Services,28,Small 10 - 49,50.1138056,8.6969276,Germany
ACP IT Solutions GmbH,ACP IT Solutions GmbH,Voltenseestr. 2,,60388,Frankfurt am Main,5734,57,Computer und Software-Handlungen,"Home Furniture, Furnishings and Equipment Stores",Wholesale & retail trade,11,Small 10 - 49,50.1453769,8.7465144,Germany
ACS Airport Car Service GmbH,ACS Airport Car Service GmbH,Flughafen,,60531,Frankfurt am Main,7521,75,Parkplätze und Parkhäuser,"Automotive Repair, Services and Parking",Services,17,Small 10 - 49,50.0379326,8.5621518,Germany
Actemium GmbH,Actemium GmbH,Colmarer Str. 11,,60528,Frankfurt am Main,8711,87,Technische Dienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,1659,Large 250 +,50.0840951,8.6191709,Germany
Activ Consult Real Estate GmbH,Activ Consult Real Estate GmbH,Zeil 127,,60313,Frankfurt am Main,8742,87,Unternehmensberatung,"Engineering, Accounting, Research, Management & Related Svcs",Services,14,Small 10 - 49,50.11323,8.67998,Germany
ACTUATE (Deutschland) GmbH,ACTUATE (Deutschland) GmbH,Kaiserstr. 44,,60329,Frankfurt am Main,7371,73,Programmierungsdienste für Computer etc.,Business Services,Services,14,Small 10 - 49,50.1089527,8.6698335,Germany
ACXIT GmbH,ACXIT GmbH,Siesmayerstr. 21,,60323,Frankfurt am Main,8742,87,Unternehmensberatung,"Engineering, Accounting, Research, Management & Related Svcs",Services,30,Small 10 - 49,50.12051,8.65895,Germany
AD ticket GmbH,AD ticket GmbH,Kaiserstr. 69,,60329,Frankfurt am Main,7999,79,Sonstige Vergnügungs- u. Erholungsanlagen,Amusement and Recreation Services,Services,60,Medium 50 - 249,50.10782,8.66726,Germany
ADASTRA GmbH,ADASTRA GmbH,Niedenau 36,,60325,Frankfurt am Main,7379,73,Sonstige Dienstleistungen auf dem Computersektor,Business Services,Services,40,Small 10 - 49,50.1122386,8.6645817,Germany
ad-con Adressen- und Lettershopservice GmbH,ad-con Adressen- und,Florianweg 48,,60388,Frankfurt am Main,7331,73,Direktmail- und Postwerbungsagenturen,Business Services,Services,10,Small 10 - 49,50.1482272,8.7451199,Germany
Adelheid  Zimmermann,Adelheid  Zimmermann,Parlamentsstr. 22,,60385,Frankfurt am Main,8111,81,Juristische Dienstleistungen,Legal Services,Services,10,Small 10 - 49,50.12098,8.71646,Germany
Ades Memovic Einbau von Baufertigteilen,Ades Memovic Einbau von,Rotteckstr. 13,,60316,Frankfurt am Main,1742,17,"Stuckarbeiten, akustische u. andere Isolierarbeiten",Construction - Special Trade Contractors,Construction,21,Small 10 - 49,50.1212192,8.6902567,Germany
Adolf Wagner GmbH & Co. Apfelweingaststätte KG,Adolf Wagner GmbH & Co.,Schweizer Str. 71,,60594,Frankfurt am Main,2084,20,"Wein, Weinbrand u. Spirituosen",Food and Kindred Products,Manufacturing,25,Small 10 - 49,50.1005504,8.6819923,Germany
ADOMUS Facility-Management GmbH,ADOMUS Facility-Management,Beethovenstr. 5,,60325,Frankfurt am Main,7349,73,"Sonstige Hausreinigungs- u. Instandhaltungsdienste, Gebäudereinigung",Business Services,Services,22,Small 10 - 49,50.1124686,8.6567888,Germany
Adrias Bau GmbH,Adrias Bau GmbH,Offenbacher Landstr. 440a,,60599,Frankfurt am Main,1741,17,Maurer- u. Steinmetzarbeiten,Construction - Special Trade Contractors,Construction,28,Small 10 - 49,50.1002287,8.733273,Germany
Advance logistix GmbH,Advance logistix GmbH,Adam-Opel-Str. 10,,60386,Frankfurt am Main,4731,47,Fracht- u. Cargo-Transportorganisation,Transportation Services,Transportation and Public Utilities,12,Small 10 - 49,50.12264,8.75316,Germany
Advent International GmbH,Advent International GmbH,Westhafenplatz 1,,60327,Frankfurt am Main,6282,62,Anlagenberatung,"Security & Commodity Brokers, Dealers, Exchanges & Services","Finance, Insurance, and Real Estate",30,Small 10 - 49,50.1013225,8.66437,Germany
ADVISA Steuerberatungsgesellschaft mbH,ADVISA,Grüneburgweg 12,,60322,Frankfurt am Main,8721,87,"Buchhaltungs-, Wirtschafts- u. Steuerprüfungsbüros","Engineering, Accounting, Research, Management & Related Svcs",Services,15,Small 10 - 49,50.1211171,8.673869,Germany
ADW Auto-Dienst-West Ganske GmbH & Co. KG,ADW Auto-Dienst-West Ganske,Voltenseestr. 1-3,,60388,Frankfurt am Main,7353,73,Baumaschinen-Verleih und -Leasing,Business Services,Services,40,Small 10 - 49,50.14531,8.74699,Germany
AEGEAN Foods GmbH,AEGEAN Foods GmbH,Carl-Benz-Str. 23,,60386,Frankfurt am Main,5149,51,Sonstige Kolonialwaren u. verw. Artikel,Wholesale Trade - Nondurable Goods,Wholesale & retail trade,10,Small 10 - 49,50.12074,8.75311,Germany
AEterna Zentaris GmbH,AEterna Zentaris GmbH,Weismüllerstr. 50,,60314,Frankfurt am Main,8733,87,Nichtkommerzielle Forschungseinrichtungen,"Engineering, Accounting, Research, Management & Related Svcs",Services,73,Medium 50 - 249,50.12061,8.7408,Germany
AF LOGISTIK & SPEDITIONS GmbH,AF LOGISTIK & SPEDITIONS GmbH,Cargo City Süd Geb. 556D,,60549,Frankfurt am Main,4731,47,Fracht- u. Cargo-Transportorganisation,Transportation Services,Transportation and Public Utilities,30,Small 10 - 49,50.041381,8.5800547,Germany
AFG Allgemeine Fahrzeugübernahme-GmbH,AFG Allgemeine,Hebelstr. 11,,60318,Frankfurt am Main,4731,47,Fracht- u. Cargo-Transportorganisation,Transportation Services,Transportation and Public Utilities,81,Medium 50 - 249,50.1206478,8.6876377,Germany
Afpro Filters GmbH,Afpro Filters GmbH,Fellnerstr. 7-9,,60322,Frankfurt am Main,3564,35,"Gebläse, Ventilatoren, Luftreiniger",Industrial and Commercial Machinery and Computer Equipment,Manufacturing,250,Medium 50 - 249,50.1185767,8.6771181,Germany
Agaplesion Gmbh,Agaplesion Gmbh,Ginnheimer Landstr. 94,,60487,Frankfurt am Main,8062,80,Allgemeine Krankenhäuser,Health Services,Services,15510,Large 250 +,50.1348401,8.647897,Germany
"AGFW Der Energieeffizienzverband für Wärme, Kälte und KWK e.V.",AGFW Der,Stresemannallee 30,,60596,Frankfurt am Main,8611,86,Fachverbände,Membership Organizations,Services,42,Small 10 - 49,50.0960544,8.6703724,Germany
Agis  Anwender-Geo-Informations-Systeme GmbH,Agis ,Schönberger Weg 9,,60488,Frankfurt am Main,7372,73,Fertige Software,Business Services,Services,15,Small 10 - 49,50.1485861,8.6142974,Germany
AHP- Nadia Qani,AHP- Nadia Qani,Eckenheimer Landstr. 52,,60318,Frankfurt am Main,8082,80,Heimpflegedienste,Health Services,Services,30,Small 10 - 49,50.1227815,8.6865229,Germany
Aids-Hilfe Frankfurt e.V.,Aids-Hilfe Frankfurt e.V.,Friedberger Anlage 24,,60316,Frankfurt am Main,8322,83,Soziale Einrichtungen f. Alleinstehende u. Familien,Social Services,Services,50,Small 10 - 49,50.1171803,8.6925864,Germany
Air Liquide Global E&C Solutions Germany GmbH,Air Liquide Global E&C,Olof-Palme-Str. 35,,60439,Frankfurt am Main,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,820,Large 250 +,50.1735642,8.6407911,Germany
Air Logistics GmbH,Air Logistics GmbH,Cargo City Süd,,60549,Frankfurt am Main,4512,45,Linienluftverkehr,Transportation by Air,Transportation and Public Utilities,27,Small 10 - 49,50.041381,8.5800547,Germany
Airborne International GmbH,Airborne International GmbH,Cargo City Süd,,60549,Frankfurt am Main,4522,45,außerplanmäßiger Luftverkehr,Transportation by Air,Transportation and Public Utilities,12,Small 10 - 49,50.041381,8.5800547,Germany
AIRCO SystemDruckluft GmbH,AIRCO SystemDruckluft GmbH,Stroofstr. 27,,65933,Frankfurt am Main,5084,50,"Industriemaschinen u. Ausrüstung, Pumpen, Gabelstapler, Farbspritzanlagen",Wholesale Trade - Durable Goods,Wholesale & retail trade,23,Small 10 - 49,50.0907309,8.5934097,Germany
Airmail Center Frankfurt GmbH,Airmail Center Frankfurt GmbH,Tor 3,,60549,Frankfurt am Main,7389,73,Sonstige gewerbliche Dienstleistungen,Business Services,Services,34,Small 10 - 49,50.1173,8.6788,Germany
Airport Cater Service GmbH,Airport Cater Service GmbH,Flughafen Frankfurt am Main,,60547,Frankfurt am Main,5812,58,"Restaurants, Schnellimbiß usw.",Eating and Drinking Places,Services,130,Medium 50 - 249,50.0379326,8.5621518,Germany
Airport Club für International Executives GmbH,Airport Club für International,Frankfurt Airport-Center 1,,60549,Frankfurt am Main,8641,86,Vereine,Membership Organizations,Services,30,Small 10 - 49,50.0584098,8.5877547,Germany
Airport Data GmbH,Airport Data GmbH,Tor 21 Gebäude 338,,60546,Frankfurt am Main,7374,73,Datenverarbeitungsdienste,Business Services,Services,21,Small 10 - 49,50.1174452,8.6791164,Germany
airtec GmbH & Co. KG,airtec GmbH & Co. KG,Carl-von-Noorden-Platz 5,,60596,Frankfurt am Main,7389,73,Sonstige gewerbliche Dienstleistungen,Business Services,Services,10,Small 10 - 49,50.09726,8.66362,Germany
AIR-TECH Transport & Logistics GmbH,AIR-TECH Transport & Logistics,Cargo City Süd,,60549,Frankfurt am Main,4789,47,Sonstige Transportdienste,Transportation Services,Transportation and Public Utilities,18,Small 10 - 49,50.041381,8.5800547,Germany
Airtruck GmbH Rhein-Main,Airtruck GmbH Rhein-Main,Cargo City Süd Gebäude 571,,60549,Frankfurt am Main,4731,47,Fracht- u. Cargo-Transportorganisation,Transportation Services,Transportation and Public Utilities,15,Small 10 - 49,50.0501329,8.5721972,Germany
airtuerk service GmbH,airtuerk service GmbH,Am Hauptbahnhof 16,,60329,Frankfurt am Main,4729,47,Sonstige Passagiertransportorganisationen,Transportation Services,Transportation and Public Utilities,26,Small 10 - 49,50.1084516,8.6640097,Germany
AIRWAYS Travel GmbH,AIRWAYS Travel GmbH,Mannheimer Str. 73,,60327,Frankfurt am Main,4724,47,Reisebüros,Transportation Services,Transportation and Public Utilities,10,Small 10 - 49,50.1031364,8.6574689,Germany
AKA Ausfuhrkredit-GmbH,AKA Ausfuhrkredit-GmbH,Große Gallusstr. 1-7,,60311,Frankfurt am Main,6029,60,Sonstige Geschäftsbanken,Depository Institutions,"Finance, Insurance, and Real Estate",85,Medium 50 - 249,50.1117826,8.6754982,Germany
Akademie für Welthandel AG,Akademie für Welthandel AG,Flughafenstr. 4,,60528,Frankfurt am Main,8331,83,Berufstraining u. berufliche Wiedereingliederung,Social Services,Services,15,Small 10 - 49,50.07883,8.65315,Germany
A-Kaiser GmbH,A-Kaiser GmbH,Wöhlerstr. 5,,60323,Frankfurt am Main,3449,34,Versch. Metallbauteile,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt",Manufacturing,653,Large 250 +,50.1182323,8.666716,Germany
AKBANK AG,AKBANK AG,Taunustor 1-3,,60310,Frankfurt am Main,6029,60,Sonstige Geschäftsbanken,Depository Institutions,"Finance, Insurance, and Real Estate",35,Small 10 - 49,50.110759,8.6726545,Germany
AKBULUT GmbH,AKBULUT GmbH,Mönchhofstr. 30,,60326,Frankfurt am Main,7699,76,Sonstige Reparaturwerkstätten u. verwandte Anlagen,Miscellaneous Repair Services,Services,70,Medium 50 - 249,50.105131,8.6149319,Germany
Aktivpflege mit Herz,Aktivpflege mit Herz,Mörfelder Landstr. 225,,60598,Frankfurt am Main,8082,80,Heimpflegedienste,Health Services,Services,50,Small 10 - 49,50.0896355,8.6723776,Germany
Akzent Gebäudeservice GmbH,Akzent Gebäudeservice GmbH,Luciusstr. 5,,65929,Frankfurt am Main,7349,73,"Sonstige Hausreinigungs- u. Instandhaltungsdienste, Gebäudereinigung",Business Services,Services,40,Small 10 - 49,50.0983072,8.5430878,Germany
AL TAYYAR Automobile Import - Export,AL TAYYAR Automobile Import -,Ernst-Wiss-Str. 1,,65933,Frankfurt am Main,5511,55,Autohändler (Neu- und Gebrauchtwagen),Automotive Dealers and Gasoline Service Stations,Wholesale & retail trade,12,Small 10 - 49,50.09685,8.59033,Germany
ALBA Ferrous Trading GmbH,ALBA Ferrous Trading GmbH,Dieselstr. 52,,60314,Frankfurt am Main,5051,50,"Metallwaren, Röhren u. Stahlbehälter, Kugellager, Wälzlager",Wholesale Trade - Durable Goods,Wholesale & retail trade,11,Small 10 - 49,50.1232619,8.7455306,Germany
ALBA Metall Süd Rhein-Main GmbH,ALBA Metall Süd Rhein-Main,Carl-Benz-Str. 1,,60314,Frankfurt am Main,4953,49,Abfallbeseitigung,"Electric, Gas and Sanitary Services",Transportation and Public Utilities,60,Medium 50 - 249,50.1237899,8.7462578,Germany
Albert Gerüst- und Gerätetechnik GmbH,Albert Gerüst- und,Ferdinand-Porsche-Str. 29,,60386,Frankfurt am Main,3441,34,"Metallstrukturteile, Brückenteile, Radio- u. Fernsehtürme","Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt",Manufacturing,33,Small 10 - 49,50.11966,8.76074,Germany
Albert-Schweitzer Schule,Albert-Schweitzer Schule,Berkersheimer Weg 26,,60433,Frankfurt am Main,8211,82,"Internate, Kindergärten, Grund- u. Hauptschulen, höhere Schulen",Educational Services,Services,14,Small 10 - 49,50.1671068,8.6757489,Germany
Albin Stapf GmbH & Co. KG,Albin Stapf GmbH & Co. KG,Intzestr. 18,,60314,Frankfurt am Main,5085,50,"Industriebedarf, Verpackungsmaterial, Druckfarben",Wholesale Trade - Durable Goods,Wholesale & retail trade,20,Small 10 - 49,50.1130379,8.7307452,Germany
Albrecht-Dürer-Schule,Albrecht-Dürer-Schule,Sossenheimer Riedstr. 13,,65936,Frankfurt am Main,8211,82,"Internate, Kindergärten, Grund- u. Hauptschulen, höhere Schulen",Educational Services,Services,13,Small 10 - 49,50.12107,8.56986,Germany
ALEA Hoch- und Industriebau AG,ALEA Hoch- und Industriebau AG,Tucholskystr. 20,,60598,Frankfurt am Main,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,32,Small 10 - 49,50.09621,8.68746,Germany
Alegos Rechtsanwälte,Alegos Rechtsanwälte,Walter-Kolb-Str. 1,,60594,Frankfurt am Main,8111,81,Juristische Dienstleistungen,Legal Services,Services,10,Small 10 - 49,50.1059565,8.686927,Germany
ALES GROUPE Cosmetic Deutschland GmbH,ALES GROUPE Cosmetic,Hanauer Landstr. 135-137,,60314,Frankfurt am Main,5122,51,"Apothekerware, Pharmazeutika, Drogen, Drogeriewaren, Kosmetikartikel",Wholesale Trade - Nondurable Goods,Wholesale & retail trade,36,Small 10 - 49,50.1122735,8.7137095,Germany
Alex Gerritsen,Alex Gerritsen,Goetheplatz 5-11,,60313,Frankfurt am Main,7361,73,"Arbeitsämter, Arbeitsbeschaffungsstellen",Business Services,Services,150,Medium 50 - 249,50.1130639,8.6760986,Germany
"Alexander am Zoo, Lange & Partner OHG","Alexander am Zoo, Lange &",Waldschmidtstr. 59-61,,60316,Frankfurt am Main,5812,58,"Restaurants, Schnellimbiß usw.",Eating and Drinking Places,Services,12,Small 10 - 49,50.11791,8.70365,Germany
