company_name,company_label,address,address_2,postcode,city,sic_4,sic_2,sic_industry_german,sic_industry_english,solon_av_industry,employees,employees_bracket,lat,lon,country
Demos GmbH,Demos GmbH,Friedrich-Ebert-Anlage 49,,60308,Frankfurt am Main,8299,82,Sonstige Schulen u. Ausbildungsstätten,Educational Services,Services,20,Small 10 - 49,50.1123829,8.6527429,Germany
DENIC eG,DENIC eG,Kaiserstr. 75-77,,60329,Frankfurt am Main,7379,73,Sonstige Dienstleistungen auf dem Computersektor,Business Services,Services,108,Medium 50 - 249,50.1075975,8.66618,Germany
Denningers Mühlenbäckerei,Denningers Mühlenbäckerei,Berger Str. 196,,60385,Frankfurt am Main,5461,54,Bäckereien mit Verkauf,Food Stores,Wholesale & retail trade,19,Small 10 - 49,50.1257206,8.7075671,Germany
deOleo Deutschland GmbH,deOleo Deutschland GmbH,Hanauer Landstr. 291,,60314,Frankfurt am Main,5199,51,Sonstige Verbrauchsgüter,Wholesale Trade - Nondurable Goods,Wholesale & retail trade,13,Small 10 - 49,50.1165001,8.7263831,Germany
Der Bäcker Eifler GmbH,Der Bäcker Eifler GmbH,Carl-Benz-Str. 47,,60386,Frankfurt am Main,5149,51,Sonstige Kolonialwaren u. verw. Artikel,Wholesale Trade - Nondurable Goods,Wholesale & retail trade,54,Medium 50 - 249,50.1157951,8.7625436,Germany
DER Business Travel Synergi Germany,DER Business Travel Synergi,Platz der Republik 1,,60325,Frankfurt am Main,4119,41,Sonstiger öffentl. Nahverkehr,"Local, Suburban Transit & Interurbn Hgwy Passenger Transport",Transportation and Public Utilities,12,Small 10 - 49,50.1099082,8.6604048,Germany
DER Deutsches Reisebüro GmbH & Co. OHG,DER Deutsches Reisebüro GmbH &,Emil-von-Behring-Str. 6,,60439,Frankfurt am Main,4724,47,Reisebüros,Transportation Services,Transportation and Public Utilities,2530,Large 250 +,50.16875,8.63497,Germany
DERPART Reisevertrieb GmbH,DERPART Reisevertrieb GmbH,Emil-von-Behring-Str. 2,,60439,Frankfurt am Main,4724,47,Reisebüros,Transportation Services,Transportation and Public Utilities,370,Large 250 +,50.17013,8.63661,Germany
DERYA GmbH Warenhandel und Gaststättenbetriebe,DERYA GmbH Warenhandel und,Kaiserstr. 50,,60329,Frankfurt am Main,5099,50,Sonstige Gebrauchsgüter,Wholesale Trade - Durable Goods,Wholesale & retail trade,10,Small 10 - 49,50.1087391,8.6688833,Germany
Desinsekta GmbH,Desinsekta GmbH,Schönberger Weg 3,,60488,Frankfurt am Main,7342,73,Desinfektoren und Kammerjäger,Business Services,Services,11,Small 10 - 49,50.1482806,8.6145553,Germany
DETEKTIV-LUX DEUTSCHLAND GmbH,DETEKTIV-LUX DEUTSCHLAND GmbH,Zeil 44,,60313,Frankfurt am Main,7381,73,"Detektivbüros, Wach- u. Schutzdienste, gepanzerte Wagen",Business Services,Services,15,Small 10 - 49,50.11498,8.68903,Germany
"DeTeMedien, Deutsche Telekom Medien GmbH","DeTeMedien, Deutsche Telekom",Wiesenhüttenstr. 18,,60329,Frankfurt am Main,7319,73,Sonstige Werbung,Business Services,Services,130,Medium 50 - 249,50.1048,8.66729,Germany
Deufol Frankfurt GmbH,Deufol Frankfurt GmbH,Cargo City Süd,,60549,Frankfurt am Main,4783,47,Verpackungsdienste,Transportation Services,Transportation and Public Utilities,10,Small 10 - 49,50.041381,8.5800547,Germany
DEUKONA Versicherungs-Vermittlungs-GmbH,DEUKONA,Taunusanlage 12,,60325,Frankfurt am Main,6411,64,"Versicherungsagenturen, Makler u. Dienstleistungen","Insurance Agents, Brokers and Service","Finance, Insurance, and Real Estate",20,Small 10 - 49,50.1141489,8.6687513,Germany
Deutsche Asset & Wealth Management GmbH,Deutsche Asset & Wealth,Mainzer Landstr. 11-17,,60329,Frankfurt am Main,6726,67,Sonstige Investmentgesellschaften,Holding and Other Investment Offices,"Finance, Insurance, and Real Estate",24,Small 10 - 49,50.1120415,8.6673086,Germany
DEUTSCHE BANK AG,DEUTSCHE BANK AG,Taunusanlage 12,,60325,Frankfurt am Main,6029,60,Sonstige Geschäftsbanken,Depository Institutions,"Finance, Insurance, and Real Estate",27286,Large 250 +,50.1141489,8.6687513,Germany
Deutsche Bank Bauspar-AG,Deutsche Bank Bauspar-AG,Niddagaustr. 42,,60489,Frankfurt am Main,6036,60,Sparkassen ohne Bundeslizenz,Depository Institutions,"Finance, Insurance, and Real Estate",190,Medium 50 - 249,50.1284157,8.6127157,Germany
Deutsche Beteiligungs AG,Deutsche Beteiligungs AG,Börsenstr. 1,,60313,Frankfurt am Main,6719,67,Sonstige Holding-Gesellschaften,Holding and Other Investment Offices,"Finance, Insurance, and Real Estate",50,Small 10 - 49,50.1145789,8.6763415,Germany
Deutsche Börse AG,Deutsche Börse AG,Neue Börsenstr. 1,,60487,Frankfurt am Main,6231,62,Wertpapier- u. Warenbörsen,"Security & Commodity Brokers, Dealers, Exchanges & Services","Finance, Insurance, and Real Estate",4200,Large 250 +,50.12444,8.6282698,Germany
Deutsche Bundesbank,Deutsche Bundesbank,Wilhelm-Epstein-Str. 14,,60431,Frankfurt am Main,6021,60,Bundesbanken,Depository Institutions,"Finance, Insurance, and Real Estate",9500,Large 250 +,50.1360134,8.6591652,Germany
Deutsche Eco AG,Deutsche Eco AG,Goetheplatz 4,,60311,Frankfurt am Main,4911,49,Elektrizitätsgesellschaften u. -Systeme,"Electric, Gas and Sanitary Services",Transportation and Public Utilities,85,Medium 50 - 249,50.1131865,8.6771857,Germany
Deutsche Gesellschaft für Qualität e.V. (DGQ),Deutsche Gesellschaft für,August-Schanz-Str. 21A,,60433,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,120,Medium 50 - 249,50.16343,8.68723,Germany
Deutsche Gesundheitshilfe (DGH) e.V.,Deutsche Gesundheitshilfe,Hausener Weg 61,,60489,Frankfurt am Main,8641,86,Vereine,Membership Organizations,Services,121,Medium 50 - 249,50.13312,8.61921,Germany
Deutsche Grundbesitz-Anlagegesellschaft Dr. Rühl & Co. Anlagefonds 6/Olympia Einkaufszentrum-KG,Deutsche,Mainzer Landstr. 178-190,,60327,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",12,Small 10 - 49,50.1053911,8.6497792,Germany
Deutsche Herzstiftung e.V.,Deutsche Herzstiftung e.V.,Vogtstr. 50,,60322,Frankfurt am Main,8249,82,Berufsschulen außer Fachoberschulen,Educational Services,Services,20,Small 10 - 49,50.1263005,8.6759577,Germany
Deutsche Landwirtschafts Gesellschaft e.V.,Deutsche Landwirtschafts,Eschborner Landstr. 122,,60489,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,200,Medium 50 - 249,50.12902,8.59698,Germany
Deutsche Nationalbibliothek,Deutsche Nationalbibliothek,Adickesallee 1,,60322,Frankfurt am Main,8231,82,Bibliotheken u. Informationszentren,Educational Services,Services,685,Large 250 +,50.13104,8.68375,Germany
Deutsche Raiffeisen-Warenzentrale GmbH,Deutsche,Reuterweg 51-53,,60323,Frankfurt am Main,5191,51,"Landwirtschaftliche Geräte, Kunstdünger, Samen usw.",Wholesale Trade - Nondurable Goods,Wholesale & retail trade,52,Medium 50 - 249,50.1203436,8.6704793,Germany
Deutsche Rentenversicherung Hessen,Deutsche Rentenversicherung,Städelstr. 28,,60596,Frankfurt am Main,6399,63,Sonstige Versicherungsträger,Insurance Carriers,"Finance, Insurance, and Real Estate",2400,Large 250 +,50.1031,8.6755,Germany
Deutsche Sportmarketing GmbH,Deutsche Sportmarketing GmbH,Schaumainkai 91,,60596,Frankfurt am Main,7311,73,Werbeagenturen,Business Services,Services,22,Small 10 - 49,50.1007815,8.6693632,Germany
Deutsche Stiftung Organtransplantation,Deutsche Stiftung,Deutschherrnufer 52,,60594,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,80,Medium 50 - 249,50.10549,8.70446,Germany
Deutsche WertpapierService Bank AG,Deutsche WertpapierService,Wildunger Str. 14,,60487,Frankfurt am Main,6029,60,Sonstige Geschäftsbanken,Depository Institutions,"Finance, Insurance, and Real Estate",1500,Large 250 +,50.1221119,8.6488778,Germany
Deutsche Wohnen AG,Deutsche Wohnen AG,Pfaffenwiese 300,,65929,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",265,Large 250 +,50.09681,8.51907,Germany
Deutscher Fleischer-Verband e.V.,Deutscher Fleischer-Verband,Kennedyallee 53,,60596,Frankfurt am Main,8611,86,Fachverbände,Membership Organizations,Services,21,Small 10 - 49,50.09898,8.67285,Germany
Deutscher Fußball-Bund (DFB),Deutscher Fußball-Bund (DFB),Otto-Fleck-Schneise 6,,60528,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,245,Medium 50 - 249,50.0677529,8.6396344,Germany
Deutscher Tischtennis-Bund e.V.,Deutscher Tischtennis-Bund,Otto-Fleck-Schneise 12,,60528,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,20,Small 10 - 49,50.06677,8.64404,Germany
Deutscher Turnerbund e. V.,Deutscher Turnerbund e. V.,Otto-Fleck-Schneise 8,,60528,Frankfurt am Main,7997,79,Sport- u. Spielvereine,Amusement and Recreation Services,Services,60,Medium 50 - 249,50.06734,8.64267,Germany
Deutscher Volleyball-Verband (DVV),Deutscher Volleyball-Verband,Otto-Fleck-Schneise 8,,60528,Frankfurt am Main,8641,86,Vereine,Membership Organizations,Services,14,Small 10 - 49,50.06734,8.64267,Germany
Deutsches Architektur-Museum der Stadt Frankfurt am Main,Deutsches Architektur-Museum,Schaumainkai 43,,60596,Frankfurt am Main,8412,84,Museen u. Galerien,"Museums, Art Galleries and Botanical and Zoological Gardens",Services,18,Small 10 - 49,50.105076,8.6768825,Germany
Deutsches Dialog Institut GmbH,Deutsches Dialog Institut GmbH,Eschersheimer Landstr. 223,,60320,Frankfurt am Main,8732,87,"Gewerbliche ökonomische, soziologische und pädagogische Forschungseinr.","Engineering, Accounting, Research, Management & Related Svcs",Services,26,Small 10 - 49,50.1340972,8.6710798,Germany
Deutsches Filminstitut - DIF e.V.,Deutsches Filminstitut - DIF,Schaumainkai 41,,60596,Frankfurt am Main,7829,78,Dienstleistungen auf dem Gebiet des Spielfilmvertriebs,Motion Pictures,Services,15,Small 10 - 49,50.1052909,8.6774925,Germany
Deutsches Institut für Internationale Pädagogische Forschung,Deutsches Institut für,Schloßstr. 29,,60486,Frankfurt am Main,8732,87,"Gewerbliche ökonomische, soziologische und pädagogische Forschungseinr.","Engineering, Accounting, Research, Management & Related Svcs",Services,300,Large 250 +,50.1225402,8.6383955,Germany
"Deutsches Jugendherbergswerk, Landesverband Hessen e.V.","Deutsches Jugendherbergswerk,",Berner Str. 119,,60437,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,500,Large 250 +,50.1903,8.65774,Germany
Deutschherrenschule,Deutschherrenschule,Willemerstr. 24,,60594,Frankfurt am Main,8211,82,"Internate, Kindergärten, Grund- u. Hauptschulen, höhere Schulen",Educational Services,Services,14,Small 10 - 49,50.10424,8.6942,Germany
DFB GmBH,DFB GmBH,Otto-Fleck-Schneise 6,,60528,Frankfurt am Main,7379,73,Sonstige Dienstleistungen auf dem Computersektor,Business Services,Services,65,Medium 50 - 249,50.0677529,8.6396344,Germany
d-fine GmbH,d-fine GmbH,Opernplatz 2,,60313,Frankfurt am Main,8748,87,Sonstige Beratungsdienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,236,Medium 50 - 249,50.1145044,8.6722288,Germany
DFL Deutsche Fußball Liga GmbH,DFL Deutsche Fußball Liga GmbH,Guiollettstr. 44-46,,60325,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,28,Small 10 - 49,50.11474,8.66511,Germany
dfv Conference Group GmbH,dfv Conference Group GmbH,Mainzer Landstr. 249-251,,60326,Frankfurt am Main,7389,73,Sonstige gewerbliche Dienstleistungen,Business Services,Services,25,Small 10 - 49,50.1036527,8.6465107,Germany
DG Immobilien-Anlagegesellschaft mbH & Co. Kinocenter Essen KG,DG,Hahnstr. 70,,60528,Frankfurt am Main,6719,67,Sonstige Holding-Gesellschaften,Holding and Other Investment Offices,"Finance, Insurance, and Real Estate",200,Medium 50 - 249,50.0791609,8.6333261,Germany
DGAN Deutsche Gesellschaft für akademische Nachwuchsförderung mbH,DGAN Deutsche Gesellschaft für,Klingerstr. 24,,60313,Frankfurt am Main,8299,82,Sonstige Schulen u. Ausbildungsstätten,Educational Services,Services,10,Small 10 - 49,50.1140572,8.6893391,Germany
DHB Bauausführungen GmbH,DHB Bauausführungen GmbH,Eichenstr. 59,,65933,Frankfurt am Main,5039,50,"Sonstiges Baumaterial, Flachglas, Steine",Wholesale Trade - Durable Goods,Wholesale & retail trade,12,Small 10 - 49,50.0950155,8.5995648,Germany
DHL Global Forwarding GmbH,DHL Global Forwarding GmbH,Cargo City Süd Geb 573,,60549,Frankfurt am Main,4731,47,Fracht- u. Cargo-Transportorganisation,Transportation Services,Transportation and Public Utilities,1620,Large 250 +,50.0501329,8.5721972,Germany
"DHPG Stössel, Schmitz & Blattner GmbH Steuerberatungsgesellschaft","DHPG Stössel, Schmitz &",Lurgiallee 16,,60439,Frankfurt am Main,8721,87,"Buchhaltungs-, Wirtschafts- u. Steuerprüfungsbüros","Engineering, Accounting, Research, Management & Related Svcs",Services,30,Small 10 - 49,50.16962,8.64167,Germany
DIABOS GmbH & Co. KG Frankfurt Diamant-Betonbohr- und -sägedienst,DIABOS GmbH & Co. KG Frankfurt,Sulzbacher Str. 10-14,,60326,Frankfurt am Main,1799,17,Sonstige baugewerbliche Spezialarbeiten,Construction - Special Trade Contractors,Construction,12,Small 10 - 49,50.1029001,8.6352039,Germany
Diakonie Hessen - Diakonisches Werk in Hessen und Nassau und Kurhessen-Waldeck,Diakonie Hessen - Diakonisches,Ederstr. 12,,60486,Frankfurt am Main,8741,87,Management-Dienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,1300,Large 250 +,50.12065,8.63928,Germany
Diakoniestation Bergen-Enkheim gemeinnuetzige GmbH,Diakoniestation Bergen-Enkheim,Milseburgstr. 17,,60388,Frankfurt am Main,8082,80,Heimpflegedienste,Health Services,Services,13,Small 10 - 49,50.14533,8.76121,Germany
DIALOG FRANKFURT Marketingservices & Consulting GmbH,DIALOG FRANKFURT,Karlstr. 12,,60329,Frankfurt am Main,7311,73,Werbeagenturen,Business Services,Services,50,Small 10 - 49,50.11001,8.66422,Germany
DialogMuseum gemeinnützige GmbH,DialogMuseum gemeinnützige,Hanauer Landstr. 137-145,,60314,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,40,Small 10 - 49,50.11237,8.71393,Germany
Dialyseinstitut am Maingau Krankenhaus,Dialyseinstitut am Maingau,Königswarterstr. 16,,60316,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,500,Large 250 +,50.11704,8.6980308,Germany
DIC Asset AG,DIC Asset AG,Neue Mainzer Str. 20,,60311,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",60,Medium 50 - 249,50.1090684,8.675258,Germany
did deutsch-institut Frankfurt GmbH,did deutsch-institut Frankfurt,Gutleutstr. 32,,60329,Frankfurt am Main,8299,82,Sonstige Schulen u. Ausbildungsstätten,Educational Services,Services,25,Small 10 - 49,50.10648,8.66909,Germany
Die 2 GmbH & Co. OHG,Die 2 GmbH & Co. OHG,Ferdinand-Porsche-Str. 41,,60386,Frankfurt am Main,2051,20,"Brot- u. andere Backwaren, außer Keksen u. Crackers",Food and Kindred Products,Manufacturing,30,Small 10 - 49,50.11865,8.76241,Germany
Die Erdgas Profis,Die Erdgas Profis,Oberwiesenstr. 2a,,60435,Frankfurt am Main,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,13,Small 10 - 49,50.1577179,8.6905571,Germany
Die Lernhilfe e.K.,Die Lernhilfe e.K.,Sontraer Str. 18,,60386,Frankfurt am Main,8299,82,Sonstige Schulen u. Ausbildungsstätten,Educational Services,Services,202,Medium 50 - 249,50.1276908,8.7415025,Germany
Die Standbau Werkstätten GmbH,Die Standbau Werkstätten GmbH,Kruppstr. 110,,60388,Frankfurt am Main,7389,73,Sonstige gewerbliche Dienstleistungen,Business Services,Services,11,Small 10 - 49,50.14106,8.7432,Germany
DIEHLDESIGN GmbH,DIEHLDESIGN GmbH,Burgstr. 39,,60316,Frankfurt am Main,7311,73,Werbeagenturen,Business Services,Services,10,Small 10 - 49,50.1248479,8.6985947,Germany
Diesenhaus Ram GmbH,Diesenhaus Ram GmbH,Eschersheimer Landstr. 162,,60322,Frankfurt am Main,4724,47,Reisebüros,Transportation Services,Transportation and Public Utilities,10,Small 10 - 49,50.13131,8.6727,Germany
Dieter Riedel und Welmanee Riedel,Dieter Riedel und Welmanee,Fichardstr. 35,,60322,Frankfurt am Main,7231,72,"Coiffeure, Kosmetiksalons",Personal Services,Services,13,Small 10 - 49,50.1220582,8.6786029,Germany
Dietz Joppien Architekten  AG,Dietz Joppien Architekten  AG,Schaumainkai 69,,60596,Frankfurt am Main,8712,87,Architektendienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,20,Small 10 - 49,50.1027599,8.6723335,Germany
Dildey Präzision,Dildey Präzision,Röderichstr. 7-11,,60489,Frankfurt am Main,3545,35,"Werkzeugmaschinenzubehör u. Meßeinrichtungen, Diamantschneidegeräte",Industrial and Commercial Machinery and Computer Equipment,Manufacturing,27,Small 10 - 49,50.1263937,8.608303,Germany
DiOmega GmbH,DiOmega GmbH,Bolongarostr. 103,,65929,Frankfurt am Main,7311,73,Werbeagenturen,Business Services,Services,11,Small 10 - 49,50.10122,8.55344,Germany
Dion Global Solutions GmbH,Dion Global Solutions GmbH,Mainzer Landstr. 199,,60326,Frankfurt am Main,7371,73,Programmierungsdienste für Computer etc.,Business Services,Services,81,Medium 50 - 249,50.1045924,8.6492593,Germany
Diplom Kaufmann Wolfgang Ludwig + Partner OHG,Diplom Kaufmann Wolfgang,Albanusstr. 37,,65929,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",12,Small 10 - 49,50.1020506,8.5453658,Germany
DIRK - Deutscher Investor Relations Verband e.V.,DIRK - Deutscher Investor,Reuterweg 81,,60323,Frankfurt am Main,8641,86,Vereine,Membership Organizations,Services,25,Small 10 - 49,50.1224047,8.6699181,Germany
Divello Travellounge GmbH,Divello Travellounge GmbH,Bockenheimer Anlage 11,,60322,Frankfurt am Main,4724,47,Reisebüros,Transportation Services,Transportation and Public Utilities,10,Small 10 - 49,50.11809,8.67588,Germany
DIVM GmbH & Co. KG,DIVM GmbH & Co. KG,Guiollettstr. 48,,60325,Frankfurt am Main,2519,25,Sonstige Hausmöbel,Furniture and Fixtures,Manufacturing,25,Small 10 - 49,50.11473,8.66431,Germany
dk Dorothea Küsters Life Science Communications GmbH,dk Dorothea Küsters Life,Leimenrode 29,,60322,Frankfurt am Main,8743,87,Public relations Dienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,20,Small 10 - 49,50.120706,8.67833,Germany
DKD Internet Service GmbH,DKD Internet Service GmbH,Kaiserstr. 73,,60329,Frankfurt am Main,7379,73,Sonstige Dienstleistungen auf dem Computersektor,Business Services,Services,41,Small 10 - 49,50.1077219,8.666562,Germany
DLG-Verlag GmbH,DLG-Verlag GmbH,Eschborner Landstr. 122,,60489,Frankfurt am Main,2731,27,"Bücher: Verlag, Druckerei u. Verlag","Printing, Publishing and Allied Industries",Manufacturing,18,Small 10 - 49,50.12902,8.59698,Germany
DMB Mieterschutzverein Frankfurt am Main,DMB Mieterschutzverein,Eckenheimer Landstr. 339,,60320,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,15,Small 10 - 49,50.14171,8.68327,Germany
Do & Co Lounge GmbH,Do & Co Lounge GmbH,Flughafenstr. 1,,60546,Frankfurt am Main,5812,58,"Restaurants, Schnellimbiß usw.",Eating and Drinking Places,Services,80,Medium 50 - 249,50.0774657,8.6525837,Germany
Doertenbach & Co. GmbH,Doertenbach & Co. GmbH,Bockenheimer Landstr. 51-53,,60325,Frankfurt am Main,8748,87,Sonstige Beratungsdienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,20,Small 10 - 49,50.1170896,8.6643578,Germany
Dolce und Lauda Rechtsanwälte-Notare,Dolce und Lauda,Arndtstr. 34-36,,60325,Frankfurt am Main,8111,81,Juristische Dienstleistungen,Legal Services,Services,17,Small 10 - 49,50.1173915,8.6605256,Germany
DOLFI 1920 GmbH,DOLFI 1920 GmbH,Gutleutstr. 298A,,60327,Frankfurt am Main,7699,76,Sonstige Reparaturwerkstätten u. verwandte Anlagen,Miscellaneous Repair Services,Services,70,Medium 50 - 249,50.09822,8.64445,Germany
Döll GmbH,Döll GmbH,Mörfelder Landstr. 42,,60598,Frankfurt am Main,1751,17,Zimmereibetriebe,Construction - Special Trade Contractors,Construction,10,Small 10 - 49,50.0992721,8.6879657,Germany
DOM Christian Koban GmbH,DOM Christian Koban GmbH,Neue Kräme 29,,60311,Frankfurt am Main,3911,39,"Schmuck, Verzierungen aus Edelmetallen u. Edelsteinen",Miscellaneous Manufacturing Industries,Manufacturing,10,Small 10 - 49,50.1124211,8.6810977,Germany
Domizil-Revisions AG Wirtschaftsprüfungsgesellschaft Steuerberatungsgesellschaft,Domizil-Revisions AG,Franklinstr. 62,,60486,Frankfurt am Main,8721,87,"Buchhaltungs-, Wirtschafts- u. Steuerprüfungsbüros","Engineering, Accounting, Research, Management & Related Svcs",Services,12,Small 10 - 49,50.1175611,8.6286151,Germany
Donau Carbon GmbH,Donau Carbon GmbH,Gwinnerstr. 27-33,,60388,Frankfurt am Main,5169,51,Sonstige Chemikalien u. verw. Produkte,Wholesale Trade - Nondurable Goods,Wholesale & retail trade,40,Small 10 - 49,50.13938,8.73534,Germany
Dörr Automotive GmbH,Dörr Automotive GmbH,Orber Str. 4a,,60386,Frankfurt am Main,5511,55,Autohändler (Neu- und Gebrauchtwagen),Automotive Dealers and Gasoline Service Stations,Wholesale & retail trade,10,Small 10 - 49,50.1315,8.75551,Germany
Dow Jones GmbH,Dow Jones GmbH,Wilhelm-Leuschner-Str. 78,,60329,Frankfurt am Main,7383,73,Nachrichtendienste,Business Services,Services,29,Small 10 - 49,50.10408,8.66568,Germany
dpa Picture-Alliance GmbH,dpa Picture-Alliance GmbH,Gutleutstr. 110,,60327,Frankfurt am Main,7375,73,Informationsbeschaffung,Business Services,Services,39,Small 10 - 49,50.10351,8.66264,Germany
dpa-AFX Wirtschaftsnachrichten GmbH,dpa-AFX Wirtschaftsnachrichten,Gutleutstr. 110,,60327,Frankfurt am Main,7383,73,Nachrichtendienste,Business Services,Services,45,Small 10 - 49,50.10351,8.66264,Germany
DPG Deutsche Performancemessungs-Gesellschaft für Wertpapierportfolios mbH,DPG Deutsche,Bleichstr. 52,,60313,Frankfurt am Main,6289,62,Sonstige Börsendienste,"Security & Commodity Brokers, Dealers, Exchanges & Services","Finance, Insurance, and Real Estate",17,Small 10 - 49,50.1177055,8.6822884,Germany
DPS Diefenbach Personal Service GmbH,DPS Diefenbach Personal,Hochstr. 35-37,,60313,Frankfurt am Main,7361,73,"Arbeitsämter, Arbeitsbeschaffungsstellen",Business Services,Services,100,Medium 50 - 249,50.1158623,8.6751771,Germany
DQS GmbH,DQS GmbH,August-Schanz-Str. 21,,60433,Frankfurt am Main,9611,96,Wirtschaftsförderung,Administration of Economic Programs,Public Administration,293,Large 250 +,50.1633475,8.6873761,Germany
Dr. Anand G. Leick und Dr. Nicole Leick,Dr. Anand G. Leick und Dr.,Emmerich-Josef-Str. 40,,65929,Frankfurt am Main,8021,80,Zahnärzte,Health Services,Services,10,Small 10 - 49,50.1006869,8.5462525,Germany
"Dr. Armin Luckau, Dr. med. Rolf Heck, Dr. med. Ulrich Heck und Dr. med. Christian Kempa","Dr. Armin Luckau, Dr. med.",Markgrafenstr. 6,,60487,Frankfurt am Main,8011,80,Arztpraxen (ohne Kliniken),Health Services,Services,12,Small 10 - 49,50.12308,8.64607,Germany
Dr. Arthur Pfungst Stiftung,Dr. Arthur Pfungst Stiftung,Waldschmidtstr. 39,,60316,Frankfurt am Main,6732,67,"Kulturelle, religiöse u. Wohltätigkeitsstiftungen",Holding and Other Investment Offices,"Finance, Insurance, and Real Estate",10,Small 10 - 49,50.11836,8.70224,Germany
Dr. Busso Peus Nachf. e.K.,Dr. Busso Peus Nachf. e.K.,Bornwiesenweg 34,,60322,Frankfurt am Main,5999,59,Verschiedene Warengattungen,Miscellaneous Retail,Wholesale & retail trade,10,Small 10 - 49,50.1237,8.6776452,Germany
"Dr. Carsten J. Angersbach,Gunther A. Weiss,Andreas von Oppen,Dr. Mark Lembke,Dr. Daniel Röder",Dr. Carsten J.,Grüneburgweg 149,,60323,Frankfurt am Main,8111,81,Juristische Dienstleistungen,Legal Services,Services,10,Small 10 - 49,50.1230215,8.6591774,Germany
Dr. Fabian Härtling,Dr. Fabian Härtling,Wolfsgangstr. 68,,60322,Frankfurt am Main,8011,80,Arztpraxen (ohne Kliniken),Health Services,Services,36,Small 10 - 49,50.1244078,8.6758274,Germany
Dr. Gerhard Th. Walter u. Dr. Ingrid Walter,Dr. Gerhard Th. Walter u. Dr.,Cronstettenstr. 30,,60322,Frankfurt am Main,8111,81,Juristische Dienstleistungen,Legal Services,Services,52,Medium 50 - 249,50.12978,8.67845,Germany
"Dr. Gisbert Holle, Dr. Alberto Peek und Dr. Oliver Wingenbach","Dr. Gisbert Holle, Dr. Alberto",Oeder Weg 2-4,,60318,Frankfurt am Main,8011,80,Arztpraxen (ohne Kliniken),Health Services,Services,11,Small 10 - 49,50.1183175,8.6794693,Germany
Dr. Hochs Konservatorium,Dr. Hochs Konservatorium,Sonnemannstr. 16,,60314,Frankfurt am Main,8299,82,Sonstige Schulen u. Ausbildungsstätten,Educational Services,Services,110,Medium 50 - 249,50.1099,8.6994,Germany
Dr. Jan Roth & Peter Jost,Dr. Jan Roth & Peter Jost,Pfingstweidstr. 3,,60316,Frankfurt am Main,8111,81,Juristische Dienstleistungen,Legal Services,Services,27,Small 10 - 49,50.1159081,8.696136,Germany
"Dr. jur. Christfried Rinke, Dr. jur. Wolfgang Wirth, Dr. jur. Michael Griesbeck, Isabelle Rinke und Axel Höselbarth","Dr. jur. Christfried Rinke,",Stettenstr. 2,,60322,Frankfurt am Main,8111,81,Juristische Dienstleistungen,Legal Services,Services,13,Small 10 - 49,50.1297829,8.6761428,Germany
"Dr. Jürgen Heiland, Clemens Noll und Dr. Anette Troost","Dr. Jürgen Heiland, Clemens",Hostatostr. 19,,65929,Frankfurt am Main,8011,80,Arztpraxen (ohne Kliniken),Health Services,Services,10,Small 10 - 49,50.1012397,8.54556,Germany
Dr. Lübke & Kelber GmbH,Dr. Lübke & Kelber GmbH,Taunusstr. 6,,60329,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",65,Medium 50 - 249,50.1101785,8.6693884,Germany
Dr. med. dent. Selim Dilaver,Dr. med. dent. Selim Dilaver,Dehnhardtstr. 4,,60433,Frankfurt am Main,8021,80,Zahnärzte,Health Services,Services,10,Small 10 - 49,50.1487199,8.6676809,Germany
