company_name,company_label,address,address_2,postcode,city,sic_4,sic_2,sic_industry_german,sic_industry_english,solon_av_industry,employees,employees_bracket,lat,lon
TASI,TASI,IMMEUBLE D 49 51,49 RUE DE PONTHIEU,75008,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8716438,2.3061108
MGRK RENOVATION,MGRK RENOVATION,6 RUE BERANGER,,75003,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8655328,2.3644076
AKB,AKB,38 RUE SERVAN,,75011,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8619508,2.3824799
SARL BATI,SARL BATI,171 RUE MARCADET,,75018,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8912707,2.3361383
E.B. DECORS,E.B. DECORS,3 RUE FRANCOIS DE NEUFCHATEAU,,75011,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8560145,2.3818127
INGENIERIE PROJET CONSTRUCTION,INGENIERIE PROJET CONSTRUCTION,56 RUE DES PYRENEES,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8522127,2.4063497
ACSB,ACSB,CHEZ BETWEEN EXPERTS,19 RUE DE L AQUEDUC,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8805356,2.3594383
SARL COLUCCI MOREIRA,SARL COLUCCI MOREIRA,CHEZ SODEM SARL,39 RUE DU CHERCHE MIDI,75006,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8493113,2.3264205
RED-BAT,RED-BAT,130 AVENUE JEAN JAURES,,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.885844,2.3839807
SOCIETE GENERALE DE BATIMENT HBP,SOCIETE GENERALE DE BATIMENT,9 RUE NOTRE DAME DE LORETTE,,75009,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8773233,2.3382302
EUROBATISOL,EUROBATISOL,CHEZ METIERS ASSISTANCE,10 B RUE MONTGALLET,75012,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8429502,2.3868465
SARL BADRA BATIMENT,SARL BADRA BATIMENT,60 RUE GUY MOQUET,,75017,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.892404,2.3259414
BROSSE ET PRISE,BROSSE ET PRISE,19 RUE DE L AQUEDUC,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8805356,2.3594383
LUTECE CONSTRUCTION,LUTECE CONSTRUCTION,53 RUE D HAUTEVILLE,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8745858,2.3503937
R&G,R&G,CHEZ BETWEEN EXPERTS,19 RUE DE L AQUEDUC,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8805356,2.3594383
RAVAL CONCEPT,RAVAL CONCEPT,10 B RUE BISSON,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8703188,2.3805716
CONSTRUCTION SAM ET ASSOCIES,CONSTRUCTION SAM ET ASSOCIES,6 RUE ARTHUR ROZIER,,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.877313,2.3911639
BBA BAT,BBA BAT,6 RUE PIHET,,75011,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.863852,2.3736522
SARL CONSTRUCTION BATIMENT INDUSTRIE,SARL CONSTRUCTION BATIMENT,17 AVENUE GAMBETTA,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8637762,2.3904314
FRANCE BATIMENT,FRANCE BATIMENT,14 RUE EUGENE CARRIERE,,75018,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8893642,2.3325634
CEDICO,CEDICO,4 RUE BOTZARIS,,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8759566,2.3817778
ANA CONSTRUCTION,ANA CONSTRUCTION,28 RUE DE CHABROL,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8770798,2.3529807
RENOVATION IMMOBILIERE DE BATIMENTS,RENOVATION IMMOBILIERE DE,CHEZ SOFRADOM,99 B AVENUE DU GENERAL LECLERC,75014,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8259542,2.3263751
DOGU BAT,DOGU BAT,CHEZ IDAS,12 RUE DE NICE,75011,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8552466,2.3906496
GAMAL,GAMAL,23 RUE NOLLET,,75017,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8856891,2.3229937
DEKA BATIMENTS,DEKA BATIMENTS,CHEZ CG INFO,38 RUE D ENGHIEN,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8723889,2.3493932
B C G,B C G,CHEZ PARADIS AFFAIRES,24 RUE DE LA FIDELITE,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8744672,2.3557027
EURO CLIMAT,EURO CLIMAT,56 RUE COMPANS,,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8783655,2.3934774
A N K,A N K,62 RUE DE SAINTONGE,,75003,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8637437,2.3648774
J.SANTOS SARL.,J.SANTOS SARL.,11 RUE CAMILLE FLAMMARION,,75018,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8983406,2.339456
E.C.I. MACONNERIE,E.C.I. MACONNERIE,CHEZ IDAS,12 RUE DE NICE,75011,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8552466,2.3906496
BCM 2000,BCM 2000,16 RUE DU GENERAL LASALLE,,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8741069,2.3798649
A.M.P.,A.M.P.,8 RUE CELS,,75014,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8365634,2.324934
SARL RENOV,SARL RENOV,CHEZ SARL BUBE,2 PASSAGE FLOURENS,75017,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8972738,2.3267021
RENOV-BAT,RENOV-BAT,24 RUE DE LUBECK,,75116,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8654749,2.2917064
ERS BAT,ERS BAT,19 AVENUE D ITALIE,,75013,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8289617,2.3564662
EUROBAT,EUROBAT,36 BOULEVARD DAVOUT,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8503566,2.4113773
AXME BAT,AXME BAT,2 RUE DU CAPITAINE MARCHAL,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8667431,2.4059384
CORALY BAT,CORALY BAT,56 RUE COMPANS,,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8783655,2.3934774
BILEZ TRAVAUX,BILEZ TRAVAUX,CHEZ LOFT STORY,26 RUE DES RIGOLES,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8720606,2.3935672
MS,MS,CHEZ FCI,36 RUE DE SAMBRE ET MEUSE,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8745777,2.3725416
SN.MCR,SN.MCR,11 RUE CAMILLE FLAMMARION,,75018,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8983406,2.339456
SARL MEGATP,SARL MEGATP,8 R DU FAUBOURG POISSONNIERE,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8712913,2.3483042
SARL TOURE BATIMENT,SARL TOURE BATIMENT,12 VILLA ALBERT ROBIDA,,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8791302,2.3905247
FRANCE OUVRAGES,FRANCE OUVRAGES,195 AVENUE GAMBETTA,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8727262,2.4044974
NEOPHIT,NEOPHIT,105 RUE DE L ABBE GROULT,,75015,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8375712,2.3000289
PRO BAT,PRO BAT,22 RUE CONDORCET,,75009,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8797594,2.3470232
SARL INFO BAT,SARL INFO BAT,88 RUE PELLEPORT,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8677581,2.4021142
M.M. BAT,M.M. BAT,CHEZ PARADIS AFFAIRES,1 RUE DE PARADIS,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8743634,2.3551101
SIMURG,SIMURG,10 RUE DES 2 GARES,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8785907,2.3576721
ATLANTIC 2000,ATLANTIC 2000,1 RUE LAGILLE,,75018,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8949686,2.3282377
ARDA BAT TP,ARDA BAT TP,221 RUE LA FAYETTE,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8815838,2.3652611
AK BATIMENT,AK BATIMENT,38 RUE D ENGHIEN,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8723889,2.3493932
MOSAIQUE BAT,MOSAIQUE BAT,26 RUE DES RIGOLES,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8720606,2.3935672
TEM BAT,TEM BAT,CHEZ CEF,6 RUE PIERRE GIRARD,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8858116,2.3798674
ABD GALAXIE,ABD GALAXIE,CHEZ CAR DOMICILIATION,21 RUE DE L AMIRAL ROUSSIN,75015,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8450302,2.2994538
MM DESIGN,MM DESIGN,6 RUE DE PARADIS,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8746978,2.3547451
J.M.S,J.M.S,CHEZ CABIS,128 RUE LA BOETIE,75008,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8710406,2.305703
ALLO BAT,ALLO BAT,10 RUE BOURET,,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8810681,2.3756889
CRISPIN PEINTURE SERVICE,CRISPIN PEINTURE SERVICE,26 RUE DES RIGOLES,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8720606,2.3935672
FRANCE CONSTRUCTION,FRANCE CONSTRUCTION,17 AVENUE GAMBETTA,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8637762,2.3904314
AMAZIR,AMAZIR,17 RUE DE LA CROIX MOREAU,,75018,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8955666,2.364847
LMV FONDATION,LMV FONDATION,CHEZ CEF,7 RUE SAINT CLAUDE,75003,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8599074,2.3659462
DINO BAT,DINO BAT,26 RUE DES RIGOLES,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8720606,2.3935672
CONCEPTION RENOVATION AMENAGEMEN CRA CONCEPT,CONCEPTION RENOVATION,195 AVENUE GAMBETTA,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8727262,2.4044974
MA RI,MA RI,2 RUE MIRABEAU,,75016,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8473357,2.2736088
ABBAT,ABBAT,83 RUE DE REUILLY,,75012,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8454576,2.39099
BS ET DUSMEZ BAT,BS ET DUSMEZ BAT,CHEZ CEF,7 RUE SAINT CLAUDE,75003,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8599074,2.3659462
SARL BOURS SAFIX,SARL BOURS SAFIX,26 RUE DES RIGOLES,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8720606,2.3935672
DJURDJURA,DJURDJURA,103 BOULEVARD MACDONALD,,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8982045,2.3845777
PROBAT,PROBAT,41 RUE DE CRONSTADT,,75015,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8330469,2.3009922
AKTEBAT,AKTEBAT,CHEZ IDAS,12 RUE DE NICE,75011,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8552466,2.3906496
RIA,RIA,CHEZ CABIS 49 A 51,49 RUE DE PONTHIEU,75008,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8716438,2.3061108
M T BAT IMMEUBLES,M T BAT IMMEUBLES,54 RUE D AUBERVILLIERS,,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8871221,2.3671192
SARL N D BAT,SARL N D BAT,118 A 130,118 AVENUE JEAN JAURES,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8860823,2.383577
ACCE BATIMENT,ACCE BATIMENT,65 RUE DE L AQUEDUC,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8837353,2.366562
MARVIN,MARVIN,CHEZ SOFRADOM,155 RUE DU FAUBOURG SAINT DENIS,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8787383,2.3563849
EUROMOTIQUE SARL,EUROMOTIQUE SARL,11 RUE SAINT MAUR,,75011,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8590292,2.3829218
MENUISERIE AGENCEMENT ET DECO,MENUISERIE AGENCEMENT ET DECO,CHEZ MULTI CONSEIL,16 RUE DU GENERAL LASALLE,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8741069,2.3798649
PIERRE GRIS,PIERRE GRIS,89 R DU FAUBOURG SAINT MARTIN,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8730622,2.3578804
RENO DECOR,RENO DECOR,83 RUE CHARDON LAGACHE,,75016,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8408596,2.2638469
PRO BAT 42 52,PRO BAT 42 52,42 RUE DE L AQUEDUC,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8824091,2.3642217
LES NOUVELLES RENOVATIONS,LES NOUVELLES RENOVATIONS,55 57 SDPS,55 RUE DE MONTREUIL,75011,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.850471,2.3893363
KHVETTO BATIMENT,KHVETTO BATIMENT,66 RUE JOUFFROY D ABBANS,,75017,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8846557,2.3056499
CMG BAT,CMG BAT,CHEZ IDEAL INFO,15 RUE YVES TOUDIC,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.870207,2.3632175
SARL SONKO,SARL SONKO,CHEZ ABC LIV,32 BOULEVARD DE STRASBOURG,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8719107,2.3560323
CONSEIL RENOVATION RAVALEMENT,CONSEIL RENOVATION RAVALEMENT,6 RUE DES TOURELLES,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8744833,2.4036398
RENOVATION EUROPEEN MULTI SCE BATIMENT,RENOVATION EUROPEEN MULTI SCE,LA FAYETTE DOMICILIATIONS,221 RUE LA FAYETTE,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8815838,2.3652611
BATNOV,BATNOV,36 T RUE DE CRIMEE,,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8782833,2.3912452
U M U T,U M U T,21 B RUE DU SIMPLON,,75018,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8936671,2.3501176
ROBERT BATIMENT,ROBERT BATIMENT,5 RUE POULET,,75018,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8867789,2.3480883
STB BAT,STB BAT,EURO GLOBE INTERNATIONAL,102 RUE DU FAUBOURG SAINT DENIS,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8747507,2.3558816
ESCHER & ASSOCIES,ESCHER & ASSOCIES,21 B RUE DU SIMPLON,,75018,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8936671,2.3501176
CONSTRU HAB INDIVI COLLECTIVE,CONSTRU HAB INDIVI COLLECTIVE,43 RUE TRAVERSIERE,,75012,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8477916,2.3733722
