provider,postcode,city,address,verizon_nodename,lat,lon
Verizon,75008,PARIS,20 RUE DE LA VILLE L EVEQUE,PARIS PA4 (FRA001T1),48.8717811,2.3197619
Verizon,75008,PARIS,20 RUE QUENTIN BAUCHART,PARIS PA4 (FRA001T1),48.8703559,2.3020074
Verizon,75008,PARIS,21 BOULEVARD DE LA MADELEINE,PARIS PA4 (FRA001T1),48.8710235,2.3239963
Verizon,75008,PARIS,21 BOULEVARD HAUSSMANN,PARIS PA4 (FRA001T1),48.8724066,2.3344584
Verizon,75009,PARIS,21 RUE AUBER,PARIS PA4 (FRA001T1),48.8733496,2.3275677
Verizon,75008,PARIS,21 RUE BALZAC,PARIS PA4 (FRA001T1),48.8755016,2.3022827
Verizon,75116,PARIS,21 RUE LA PEROUSE,PARIS PA4 (FRA001T1),48.8703734,2.2936711
Verizon,75008,PARIS,21-23 RUE DE LA VILLE L EVEQUE,PARIS PA4 (FRA001T1),48.8717462,2.3196134
Verizon,75008,PARIS,21-23 RUE ROYALE,PARIS PA4 (FRA001T1),48.86885,2.3233839
Verizon,75008,PARIS,21-25 RUE BALZAC,PARIS PA4 (FRA001T1),48.8755529,2.3024509
Verizon,75116,PARIS,21BIS RUE LA PEROUSE,PARIS PA4 (FRA001T1),48.8703734,2.2936711
Verizon,75008,PARIS,22 BOULEVARD MALESHERBES,PARIS PA4 (FRA001T1),48.8726366,2.3215115
Verizon,75002,PARIS,22 RUE DES CAPUCINES,PARIS PA4 (FRA001T1),48.8695688,2.3288258
Verizon,75116,PARIS,23 RUE DE L AMIRAL D ESTAING,PARIS PA4 (FRA001T1),48.8677267,2.2927814
Verizon,75007,PARIS,23 RUE DE L UNIVERSITE,PARIS PA4 (FRA001T1),48.8574479,2.3285477
Verizon,75007,PARIS,24 RUE DE SEVRES,PARIS PA4 (FRA001T1),48.8510251,2.3244024
Verizon,75008,PARIS,24 RUE DU FAUBOURG SAINT HONORE,PARIS PA4 (FRA001T1),48.8690133,2.3217737
Verizon,75017,PARIS,241 BOULEVARD PEREIRE,PARIS PA4 (FRA001T1),48.8791053,2.286844
Verizon,75017,PARIS,247-255 BOULEVARD PEREIRE,PARIS PA4 (FRA001T1),48.8784697,2.286615
Verizon,75009,PARIS,25 RUE CHAPTAL,PARIS PA4 (FRA001T1),48.8808356,2.332193
Verizon,75008,PARIS,25 RUE DE MARIGNAN,PARIS PA4 (FRA001T1),48.8693775,2.3062844
Verizon,75015,PARIS,25-28 RUE DU DOCTEUR ROUX 209 RUE DE VAUGIRARD,PARIS PA4 (FRA001T1),48.8404469,2.3106829
Verizon,75008,PARIS,25-31 RUE DE LA PEPINIERE,PARIS PA4 (FRA001T1),48.8748883,2.3210118
Verizon,75017,PARIS,251 BOULEVARD PEREIRE,PARIS PA4 (FRA001T1),48.8788795,2.2864211
Verizon,75008,PARIS,26 AVENUE DES CHAMPS ELYSEES,PARIS PA4 (FRA001T1),48.8694472,2.3086818
Verizon,75015,PARIS,26 AVENUE EMILE ZOLA,PARIS PA4 (FRA001T1),48.8461737,2.2805264
Verizon,75001,PARIS,26 PLACE VENDOME,PARIS PA4 (FRA001T1),48.8680397,2.3302071
Verizon,75002,PARIS,26 RUE LOUIS LE GRAND,PARIS PA4 (FRA001T1),48.8702312,2.3339147
Verizon,75014,PARIS,261 BOULEVARD RASPAIL,PARIS PA4 (FRA001T1),48.8373431,2.3319528
Verizon,75008,PARIS,264 RUE DU FAUBOURG SAINT HONORE,PARIS PA4 (FRA001T1),48.8776405,2.2997418
Verizon,75008,PARIS,27 RUE CHATEAUBRIAND,PARIS PA4 (FRA001T1),48.8739063,2.3000692
Verizon,75001,PARIS,29 AVENUE DE L OPERA,PARIS PA4 (FRA001T1),48.8669525,2.3336404
Verizon,75017,PARIS,29 AVENUE MAC MAHON,PARIS PA4 (FRA001T1),48.8774752,2.2939211
Verizon,75002,PARIS,29 RUE DU LOUVRE,PARIS PA4 (FRA001T1),48.86602,2.343382
Verizon,75002,PARIS,29 RUE SAINT AUGUSTIN,PARIS PA4 (FRA001T1),48.8688322,2.3352042
Verizon,75015,PARIS,293 RUE LECOURBE,PARIS PA4 (FRA001T1),48.837915,2.2874546
Verizon,75008,PARIS,3 AVENUE DE FRIEDLAND,PARIS PA4 (FRA001T1),48.8745772,2.3044218
Verizon,75008,PARIS,3 AVENUE HOCHE,PARIS PA4 (FRA001T1),48.8774343,2.3047499
Verizon,75007,PARIS,3 AVENUE OCTAVE GREARD,PARIS PA4 (FRA001T1),48.8563586,2.2934386
Verizon,75008,PARIS,3 RUE LA BOETIE,PARIS PA4 (FRA001T1),48.8743257,2.319143
Verizon,75009,PARIS,3 RUE LA FAYETTE,PARIS PA4 (FRA001T1),48.8733461,2.3340489
Verizon,75002,PARIS,3-5 RUE D' ANTIN OU 10 RUE LOUIS LEGRAND,PARIS PA4 (FRA001T1),48.8675641,2.34399
Verizon,75008,PARIS,30 AVENUE HOCHE,PARIS PA4 (FRA001T1),48.8761959,2.2997266
Verizon,75001,PARIS,31 RUE DANIELLE CASANOVA,PARIS PA4 (FRA001T1),48.8681091,2.330904
Verizon,75015,PARIS,31-35 RUE DE LA FEDERATION,PARIS PA4 (FRA001T1),48.8545938,2.2932637
Verizon,75008,PARIS,32 RUE DE MONCEAU,PARIS PA4 (FRA001T1),48.8768868,2.3091203
Verizon,75008,PARIS,33 AVENUE HOCHE,PARIS PA4 (FRA001T1),48.8758369,2.3007765
Verizon,75017,PARIS,33 RUE PONCELET,PARIS PA4 (FRA001T1),48.8798773,2.2983333
Verizon,75008,PARIS,33-35 RUE BOISSY D ANGLAS,PARIS PA4 (FRA001T1),48.8697269,2.3222733
Verizon,75008,PARIS,34 AVENUE DE FRIEDLAND,PARIS PA4 (FRA001T1),48.8743188,2.298669
Verizon,75009,PARIS,35 BOULEVARD DES CAPUCINES,PARIS PA4 (FRA001T1),48.8699234,2.3298756
Verizon,75011,PARIS,36 RUE DU CHEMIN VERT,PARIS PA4 (FRA001T1),48.8584515,2.3739139
Verizon,75008,PARIS,37 AVENUE DES CHAMPS ELYSEES,PARIS PA4 (FRA001T1),48.8698457,2.3062666
Verizon,75007,PARIS,37 QUAI D ORSAY,PARIS PA4 (FRA001T1),48.862732,2.3156678
Verizon,75009,PARIS,37 RUE DE CAUMARTIN,PARIS PA4 (FRA001T1),48.8722978,2.3279534
Verizon,75008,PARIS,37-39 RUE DE SURENE,PARIS PA4 (FRA001T1),48.8715625,2.3187517
Verizon,75013,PARIS,37-49 QUAI D AUSTERLITZ,PARIS PA4 (FRA001T1),48.8406271,2.3695903
Verizon,75001,PARIS,374 RUE DU FABOURG SAINT HONORE,PARIS PA4 (FRA001T1),48.877757,2.2983627
Verizon,75004,PARIS,38 RUE DU TEMPLE,PARIS PA4 (FRA001T1),48.8596533,2.3546035
Verizon,75001,PARIS,39 RUE CAMBON,PARIS PA4 (FRA001T1),48.8688526,2.3273369
Verizon,75008,PARIS,39 RUE DU COLISEE,PARIS PA4 (FRA001T1),48.8718904,2.3107963
Verizon,75001,PARIS,39-41 RUE CAMBON,PARIS PA4 (FRA001T1),48.8688433,2.3267224
Verizon,75011,PARIS,3BIS 3TER BOULEVARD DE CHARONNE,PARIS PA4 (FRA001T1),48.8489428,2.3985035
Verizon,75009,PARIS,4 RUE CHARRAS,PARIS PA4 (FRA001T1),48.8739381,2.3298064
Verizon,75009,PARIS,4 RUE CONDORCET,PARIS PA4 (FRA001T1),48.8796107,2.3487112
Verizon,75116,PARIS,4 RUE GOETHE,PARIS PA4 (FRA001T1),48.8663721,2.2984501
Verizon,75002,PARIS,4-12 RUE GAILLON,PARIS PA4 (FRA001T1),48.8682869,2.3343332
Verizon,75001,PARIS,4-8 RUE SAINTE ANNE,PARIS PA4 (FRA001T1),48.8652748,2.3353203
Verizon,75009,PARIS,40 BOULEVARD HAUSSMANN,PARIS PA4 (FRA001T1),48.8736475,2.3322383
Verizon,75006,PARIS,40 RUE DU CHERCHE MIDI,PARIS PA4 (FRA001T1),48.8497745,2.326351
Verizon,75008,PARIS,40-44 RUE DE COURCELLES,PARIS PA4 (FRA001T1),48.8761228,2.3085879
Verizon,75008,PARIS,42 AVENUE DE FRIEDLAND,PARIS PA4 (FRA001T1),48.8742566,2.2976979
Verizon,75008,PARIS,42-44 RUE WASHINGTON,PARIS PA4 (FRA001T1),48.8743638,2.3052039
Verizon,75116,PARIS,45 AVENUE KLEBER,PARIS PA4 (FRA001T1),48.8683454,2.2914488
Verizon,75007,PARIS,45 RUE SAINT DOMINIQUE,PARIS PA4 (FRA001T1),48.8598465,2.317176
Verizon,75007,PARIS,45-47 RUE SAINT DOMINIQUE,PARIS PA4 (FRA001T1),48.8598664,2.317155
Verizon,75009,PARIS,46 RUE D AMSTERDAM,PARIS PA4 (FRA001T1),48.8785888,2.3270623
Verizon,75016,PARIS,46-50 AVENUE THEOPHILE GAUTIER,PARIS PA4 (FRA001T1),48.8490186,2.2705005
Verizon,75009,PARIS,47 RUE DE LA VICTOIRE,PARIS PA4 (FRA001T1),48.8749764,2.3359398
Verizon,75008,PARIS,47 RUE DE MONCEAU,PARIS PA4 (FRA001T1),48.8779007,2.3110352
Verizon,75017,PARIS,47 RUE DES ACACIAS,PARIS PA4 (FRA001T1),48.8778871,2.2934802
Verizon,75116,PARIS,48 AVENUE VICTOR HUGO,PARIS PA4 (FRA001T1),48.8712065,2.2883554
Verizon,75017,PARIS,48-50 RUE AMPERE,PARIS PA4 (FRA001T1),48.8855864,2.3006645
Verizon,75008,PARIS,49 RUE DE LISBONNE,PARIS PA4 (FRA001T1),48.8772329,2.3083758
Verizon,75798,PARIS,5 AVENUE KLEBER,PARIS PA4 (FRA001T1),48.8716559,2.2938262
Verizon,75001,PARIS,5 BOULEVARD DE LA MADELEINE,PARIS PA4 (FRA001T1),48.8695813,2.3272826
Verizon,75002,PARIS,5 BOULEVARD MONTMARTRE,PARIS PA4 (FRA001T1),48.8713268,2.3422502
Verizon,75009,PARIS,5 CITE ROUGEMONT,PARIS PA4 (FRA001T1),48.8718374,2.3453128
Verizon,75009,PARIS,5 RUE SCRIBE,PARIS PA4 (FRA001T1),48.870495,2.330228
Verizon,75008,PARIS,5-7 AVENUE PERCIER,PARIS PA4 (FRA001T1),48.8742592,2.3137858
Verizon,75008,PARIS,50 RUE D ANJOU,PARIS PA4 (FRA001T1),48.8726717,2.3225389
Verizon,75009,PARIS,50 RUE DE CAUMARTIN,PARIS PA4 (FRA001T1),48.8742792,2.328468
Verizon,75009,PARIS,50 RUE TAITBOUT,PARIS PA4 (FRA001T1),48.8746307,2.3352558
Verizon,75008,PARIS,52 AVENUE DES CHAMPS ELYSEES,PARIS PA4 (FRA001T1),48.8702249,2.3062797
Verizon,75009,PARIS,52 RUE D AMSTERDAM,PARIS PA4 (FRA001T1),48.8790097,2.3275703
Verizon,75015,PARIS,53 BOULEVARD DU GENERAL VALIN,PARIS PA4 (FRA001T1),48.8370327,2.2751235
Verizon,75007,PARIS,53 QUAI D ORSAY,PARIS PA4 (FRA001T1),48.8620583,2.3089003
Verizon,75007,PARIS,56 RUE DE LILLE,PARIS PA4 (FRA001T1),48.8590881,2.3280573
Verizon,75017,PARIS,58 RUE DE PRONY,PARIS PA4 (FRA001T1),48.8827208,2.3036259
Verizon,75008,PARIS,59 BOULEVARD HAUSSMANN,PARIS PA4 (FRA001T1),48.8735071,2.3259428
Verizon,75009,PARIS,6 AVENUE DE PROVENCE,PARIS PA4 (FRA001T1),48.8747139,2.3343182
Verizon,75009,PARIS,6 RUE ROUGEMONT,PARIS PA4 (FRA001T1),48.8716081,2.3460025
Verizon,75008,PARIS,60 AVENUE MONTAIGNE,PARIS PA4 (FRA001T1),48.8682143,2.3093725
Verizon,75008,PARIS,61 RUE DE MONCEAU,PARIS PA4 (FRA001T1),48.878716,2.3123
Verizon,75009,PARIS,61 RUE LA FAYETTE,PARIS PA4 (FRA001T1),48.8762512,2.3434194
Verizon,75008,PARIS,63 BOULEVARD HAUSSMANN,PARIS PA4 (FRA001T1),48.8737018,2.3254242
Verizon,75116,PARIS,64 AVENUE KLEBER,PARIS PA4 (FRA001T1),48.8683133,2.2905488
Verizon,75008,PARIS,64 RUE LA BOETIE,PARIS PA4 (FRA001T1),48.8733848,2.3118534
Verizon,75116,PARIS,66 AVENUE D IENA,PARIS PA4 (FRA001T1),48.8690815,2.2961615
Verizon,75008,PARIS,66 AVENUE MARCEAU,PARIS PA4 (FRA001T1),48.8708272,2.2981633
Verizon,75009,PARIS,66 RUE DE LA VICTOIRE,PARIS PA4 (FRA001T1),48.8753297,2.3333568
Verizon,75012,PARIS,68-76 QUAI DE LA RAPEE,PARIS PA4 (FRA001T1),48.8441549,2.3700219
Verizon,75008,PARIS,69 RUE DE MONCEAU,PARIS PA4 (FRA001T1),48.8792273,2.3133012
Verizon,75008,PARIS,7 AVENUE GEORGE V,PARIS PA4 (FRA001T1),48.8657442,2.3008208
Verizon,75009,PARIS,7 BOULEVARD HAUSSMANN,PARIS PA4 (FRA001T1),48.8724287,2.3367361
Verizon,75007,PARIS,7 PL FONTENOY,PARIS PA4 (FRA001T1),48.8498879,2.3065032
Verizon,75015,PARIS,7 PLACE DES INSURGES DE VARSOVIE,PARIS PA4 (FRA001T1),48.8275668,2.2921723
Verizon,75116,PARIS,7 PLACE DU CHANCELIER ADENAUER,PARIS PA4 (FRA001T1),48.8708346,2.2789683
Verizon,75116,PARIS,7 RUE LEONCE REYNAUD,PARIS PA4 (FRA001T1),48.8656006,2.2988645
Verizon,75017,PARIS,73 RUE DE SAUSSURE,PARIS PA4 (FRA001T1),48.8858979,2.3132349
Verizon,75014,PARIS,74 AVENUE DU MAINE,PARIS PA4 (FRA001T1),48.8391175,2.3219792
Verizon,75012,PARIS,74 RUE DU FAUBOURG SAINT ANTOINE,PARIS PA4 (FRA001T1),48.8516665,2.3740219
Verizon,75116,PARIS,75 AVENUE DE LA GRANDE ARMEE,PARIS PA4 (FRA001T1),48.8764029,2.2856823
Verizon,75007,PARIS,76 RUE DE LILLE,PARIS PA4 (FRA001T1),48.8610511,2.3229955
Verizon,75116,PARIS,77 AVENUE MARCEAU,PARIS PA4 (FRA001T1),48.8715646,2.2964198
Verizon,75008,PARIS,79 AVENUE DES CHAMPS ELYSEES,PARIS PA4 (FRA001T1),48.8709962,2.3025042
Verizon,75116,PARIS,8 RUE BELLINI,PARIS PA4 (FRA001T1),48.8608541,2.2823396
Verizon,75116,PARIS,8 RUE DE PRESBOURG,PARIS PA4 (FRA001T1),48.8726386,2.2937264
Verizon,75018,PARIS,8 RUE DE SOFIA,PARIS PA4 (FRA001T1),48.8848154,2.3484048
Verizon,75017,PARIS,81 BOULEVARD GOUVION SAINT CYR,PARIS PA4 (FRA001T1),48.8794646,2.2849548
Verizon,75007,PARIS,84 RUE DE LILLE,PARIS PA4 (FRA001T1),48.861247,2.3213994
Verizon,75002,PARIS,87 RUE DE RICHELIEU,PARIS PA4 (FRA001T1),48.8703114,2.3390253
Verizon,75116,PARIS,89 AVENUE DE LA GRANDE ARMEE,PARIS PA4 (FRA001T1),48.8769007,2.2839442
Verizon,75008,PARIS,89-91 RUE DU FAUBOURG SAINT HONORE,PARIS PA4 (FRA001T1),48.8717524,2.3130014
Verizon,75008,PARIS,9 AVENUE MATIGNON 12 RUE JEAN MERMOZ,PARIS PA4 (FRA001T1),48.8704417,2.3113831
Verizon,75015,PARIS,90 BOULEVARD PASTEUR,PARIS PA4 (FRA001T1),48.8390147,2.3152956
Verizon,75116,PARIS,91 RUE LAURISTON,PARIS PA4 (FRA001T1),48.8674372,2.2882575
Verizon,75008,PARIS,92-96 BOULEVARD HAUSSMANN,PARIS PA4 (FRA001T1),48.8746951,2.3232712
Verizon,75002,PARIS,93 RUE DE RICHELIEU,PARIS PA4 (FRA001T1),48.870971,2.3395677
Verizon,75009,PARIS,98 RUE DE LA VICTOIRE,PARIS PA4 (FRA001T1),48.8749479,2.3302404
Verizon,75004,PARIS,99 RUE DE LA VERRERIE,PARIS PA4 (FRA001T1),48.8588125,2.3503275
Verizon,75008,PARIS,"AVENUE HOCHE HALL CENTRAL, 63-65 RUE DE COURCELLES",PARIS PA4 (FRA001T1),48.877655,2.3056235
Verizon,75008,PARIS,"AVENUE HOCHE, 63-65 RUE DE COURCELLES",PARIS PA4 (FRA001T1),48.877655,2.3056235
Verizon,75015,PARIS,"ESPLANADE HENRI DE FRANCE, 3-15 BD DU GENERAL MARTIAL VALIN",PARIS PA4 (FRA001T1),48.8380201,2.271939
Verizon,75015,PARIS,PARC DES EXPOS DE VERSAILLES,PARIS PA4 (FRA001T1),48.8327872,2.2863048
Verizon,75014,PARIS,10 PLACE DE CATALOGNE,PARIS PA4 (FRA001T1),48.8369433,2.3191197
Verizon,75002,PARIS,100 RUE REAUMUR,PARIS PA4 (FRA001T1),48.8673143,2.3485277
Verizon,75002,PARIS,11-19 RUE REAUMUR,PARIS PA4 (FRA001T1),48.8649682,2.3574917
Verizon,75116,PARIS,112 AVENUE KLEBER,PARIS PA4 (FRA001T1),48.8641486,2.2877197
Verizon,75001,PARIS,124 RUE DE RIVOLI,PARIS PA4 (FRA001T1),48.8595134,2.3452693
Verizon,75011,PARIS,137 BOULEVARD VOLTAIRE,PARIS PA4 (FRA001T1),48.8561319,2.3835444
Verizon,75009,PARIS,2-4 PILLET WILL,PARIS PA4 (FRA001T1),48.8731849,2.3366249
Verizon,75009,PARIS,20 BOULEVARD DES CAPUCINES SQUARE EDOUARD VII,PARIS PA4 (FRA001T1),48.870616,2.3291903
Verizon,75001,PARIS,21-23 BOULEVARD DE LA MADELEINE,PARIS PA4 (FRA001T1),48.8691238,2.3258695
Verizon,75008,PARIS,21-25 RUE BALZAC,PARIS PA4 (FRA001T1),48.8755529,2.3024509
Verizon,75009,PARIS,23-25 5-7 VIVIENNE RUE DES FILLES SAINT THOMAS 17 PLACE DE LA BOURSE,PARIS PA4 (FRA001T1),48.8688458,2.3401816
Verizon,75116,PARIS,28-32 AVENUE VICTOR HUGO,PARIS PA4 (FRA001T1),48.8720236,2.2901516
Verizon,75017,PARIS,3 PLACE DU GENERAL KOENIG,PARIS PA4 (FRA001T1),48.8802782,2.2843852
Verizon,75002,PARIS,32 RUE DES JEUNEURS,PARIS PA4 (FRA001T1),48.8696502,2.3447758
Verizon,75015,PARIS,33 AVENUE DU MAINE,PARIS PA4 (FRA001T1),48.8421474,2.3219837
Verizon,75008,PARIS,40 RUE LA BOETIE,PARIS PA4 (FRA001T1),48.8737305,2.3142383
Verizon,75008,PARIS,40-44 RUE LA BOETIE,PARIS PA4 (FRA001T1),48.8739046,2.3138633
Verizon,75017,PARIS,43 RUE BAYEN,PARIS PA4 (FRA001T1),48.8812825,2.2922463
Verizon,75008,PARIS,5 RUE DE MARIGNAN,PARIS PA4 (FRA001T1),48.8678746,2.3059444
Verizon,75009,PARIS,53 RUE DE CHATEAUDUN,PARIS PA4 (FRA001T1),48.8761275,2.3336328
Verizon,75008,PARIS,68 RUE DU FAUBOURG SAINT HONORE,PARIS PA4 (FRA001T1),48.8701215,2.318379
Verizon,75008,PARIS,69 BOULEVARD HAUSSMANN,PARIS PA4 (FRA001T1),48.8736181,2.3247129
Verizon,75001,PARIS,"RUE DE, 1 168 RUE MARENGO 151 RUE SAINT HONORE",PARIS PA4 (FRA001T1),48.8623543,2.3385552
Verizon,75002,PARIS,38 RUE DES JEUNEURS,PARIS PA4 (FRA001T1),48.8698686,2.344236
Verizon,78370,PLAISIR,240 AVENUE DE DREUX,PARIS PA4 (FRA001T1),48.7948716,1.952636
Verizon,92800,PUTEAUX,10 PASSAGE DE L ARCHE,PARIS PA4 (FRA001T1),48.8917029,2.2357667
Verizon,92800,PUTEAUX,10-12 COURS MICHELET,PARIS PA4 (FRA001T1),48.8879087,2.2468553
Verizon,92800,PUTEAUX,12 ESPLANADE DU GENERAL DE GAULLE TOUR OPUS,PARIS PA4 (FRA001T1),48.884748,2.23964
Verizon,92800,PUTEAUX,13 ESPLANADE CHARLES DE GAULLE,PARIS PA4 (FRA001T1),48.8954117,2.2229259
Verizon,92800,PUTEAUX,17 COURS VALMY,PARIS PA4 (FRA001T1),48.8922403,2.2315307
Verizon,92800,PUTEAUX,19 PARVIS DE LA DEFENSE CITI CENTER BUILDING,PARIS PA4 (FRA001T1),48.884748,2.23964
Verizon,92800,PUTEAUX,23-25 RUE DELARIVIERE LEFOULLON,PARIS PA4 (FRA001T1),48.8878813,2.2441568
Verizon,92800,PUTEAUX,24 COURS MICHELET,PARIS PA4 (FRA001T1),48.8882604,2.2451419
Verizon,92800,PUTEAUX,31 PLACE RONDE,PARIS PA4 (FRA001T1),48.8925023,2.2313892
Verizon,92800,PUTEAUX,41 RUE DELARIVIERE LEFOULLON,PARIS PA4 (FRA001T1),48.8875282,2.2431282
Verizon,92800,PUTEAUX,5 PLACE DE LA PYRAMIDE TOUR ARIANE,PARIS PA4 (FRA001T1),48.8893213,2.2436666
Verizon,92800,PUTEAUX,7 PLACE DU DOME,PARIS PA4 (FRA001T1),48.8912607,2.2362205
Verizon,92800,PUTEAUX,7 RUE AMPERE,PARIS PA4 (FRA001T1),48.8761336,2.2348661
Verizon,92800,PUTEAUX,"TOUR KUPKA, 18 RUE HOCHE",PARIS PA4 (FRA001T1),48.8907818,2.2316281
Verizon,92800,PUTEAUX,"TOUR MICHELET, 10-12 COURS MICHELET",PARIS PA4 (FRA001T1),48.8882604,2.2451419
Verizon,92800,PUTEAUX,"TOUR SOCIETE GENERALE VALMY, 17 COURS VALMY LA DEFENSE",PARIS PA4 (FRA001T1),48.884748,2.23964
Verizon,92800,PUTEAUX,"TOUR SOCIETE GENERALE VALMY, 2-17 COURS VALMY LA DEFENSE",PARIS PA4 (FRA001T1),48.884748,2.23964
Verizon,92800,PUTEAUX,1 AVENUE DU GENERAL DE GAULLE TOUR SCOR,PARIS PA4 (FRA001T1),48.884748,2.23964
Verizon,92800,PUTEAUX,100-101 TERRASSE BOIELDIEU,PARIS PA4 (FRA001T1),48.8894171,2.2407359
Verizon,92800,PUTEAUX,2 PLACE DE LA DEFENSE,PARIS PA4 (FRA001T1),48.8928308,2.2391601
Verizon,63203,RIOM,20 RUE HENRI GOUDIER,LYON (LYON),45.8802824,3.1268103
Verizon,95700,ROISSY-EN-FRANCE,167 RUE DE LA BELLE ETOILE,PARIS PA4 (FRA001T1),48.9826912,2.5069204
Verizon,59100,ROUBAIX,"EUROTELEPORT DE ROUBAIX, 84 BOULEVARD DU GENERAL LECLERC",LILLE (FRL02M1),50.6905749,3.1790422
Verizon,92500,RUEIL-MALMAISON,1 AVENUE EDOUARD BELIN,PARIS PA4 (FRA001T1),48.8883299,2.1680724
Verizon,92500,RUEIL-MALMAISON,1 COURS FERDINAND DE LESSEPS,PARIS PA4 (FRA001T1),48.8885571,2.1665055
Verizon,92500,RUEIL-MALMAISON,1 PLACE RENAULT,PARIS PA4 (FRA001T1),48.8884025,2.1728546
Verizon,92500,RUEIL-MALMAISON,1 RUE EUGENE ET ARMAND PEUGEOT,PARIS PA4 (FRA001T1),48.8898634,2.1727218
Verizon,92500,RUEIL-MALMAISON,15 RUE MANET,PARIS PA4 (FRA001T1),48.8738799,2.1608472
Verizon,92500,RUEIL-MALMAISON,17 RUE DES DEUX GARES,PARIS PA4 (FRA001T1),48.887907,2.1712548
Verizon,92565,RUEIL-MALMAISON,2 RUE JACQUES DAGUERRE,PARIS PA4 (FRA001T1),48.8895555,2.1702641
Verizon,92500,RUEIL-MALMAISON,23 RUE FRANCOIS JACOB,PARIS PA4 (FRA001T1),48.890766,2.176076
Verizon,92500,RUEIL-MALMAISON,274 AVENUE NAPOLEON BONAPARTE,PARIS PA4 (FRA001T1),48.8745601,2.1666702
Verizon,92500,RUEIL-MALMAISON,4 RUE LOUIS BLERIOT,PARIS PA4 (FRA001T1),48.890152,2.1660664
Verizon,92500,RUEIL-MALMAISON,43 BOULEVARD FRANKLIN ROOSEVELT,PARIS PA4 (FRA001T1),48.8797099,2.1687765
Verizon,92500,RUEIL-MALMAISON,7 RUE EUGENE ET ARMAND PEUGEOT,PARIS PA4 (FRA001T1),48.8899745,2.1724
Verizon,92500,RUEIL-MALMAISON,8 RUE ARMAND PEUGEOT,PARIS PA4 (FRA001T1),48.8902437,2.173517
Verizon,92500,RUEIL-MALMAISON,4-6 RUE SAINTE CLAIRE DEVILLE,PARIS PA4 (FRA001T1),48.8925378,2.1749403
Verizon,92500,RUEIL-MALMAISON,"IMMEUBLE L' EUROPEEN, 2-4 RUE JOSEPH MONIER 4 RUE AUGUSTE PERRET",PARIS PA4 (FRA001T1),48.8896432,2.1679905
Verizon,21850,ST APOLLINAIRE,36 RUE DU DOCTEUR SCHMITT,DIJON (DATA) (FRA250),47.3232689,5.0747543
Verizon,93200,SAINT-DENIS,11-13 AVENUE ARTS ET METIERS,PARIS PA4 (FRA001T1),48.9141703,2.3622791
Verizon,93200,SAINT-DENIS,114 RUE AMBROISE CROIZAT,PARIS PA4 (FRA001T1),48.927166,2.3506638
Verizon,93200,SAINT-DENIS,114 RUE AMBROISE CROIZAT BUILDING DRT DATA CENTER,PARIS PA4 (FRA001T1),48.936181,2.357443
Verizon,93200,SAINT-DENIS,114 RUE AMBROISE CROIZAT BUILDING EQUINIX DATA CENTER,PARIS PA4 (FRA001T1),48.936181,2.357443
Verizon,93200,SAINT-DENIS,7-9 AVENUE DES ARTS METIERS,PARIS PA4 (FRA001T1),48.9147264,2.3623984
Verizon,93200,SAINT-DENIS,"BUILDING PAA, 114 RUE AMBROISE CROIZAT",PARIS PA4 (FRA001T1),48.927166,2.3506638
Verizon,93200,SAINT-DENIS,11-17 AVENUE FRANCOIS MITTERAND,LILLE (FRL02M1),48.9180257,2.3526943
Verizon,93210,SAINT-DENIS,361 AVENUE DU PRESIDENT WILSON,PARIS PA4 (FRA001T1),48.9247617,2.3565181
Verizon,93200,SAINT-DENIS,5 RUE PLEYEL,PARIS PA4 (FRA001T1),48.919344,2.3455395
Verizon,93210,SAINT-DENIS,14 RUE DE LA MONTJOIE,PARIS PA4 (FRA001T1),48.911058,2.3630561
Verizon,67000,STRASBOURG,15 RUE DE LA NUEE BLEUE,STRASBOURG (STR1) (FRS02),48.585538,7.7475023
Verizon,67100,STRASBOURG,230 AVENUE DE COLMAR,STRASBOURG (STR1) (FRS02),48.5546106,7.7450502
Verizon,67000,STRASBOURG,AVENUE DE L EUROPE,STRASBOURG (STR1) (FRS02),48.5948369,7.773352
Verizon,67000,STRASBOURG,RUE RENE CASSIN,STRASBOURG (STR1) (FRS02),48.598296,7.775617
Verizon,67000,STRASBOURG,52 QUAI JACOUTOT,STRASBOURG (STR1) (FRS02),48.5902796,7.7926361
Verizon,67000,STRASBOURG,34 PL WACKEN,STRASBOURG (STR1) (FRS02),48.6007119,7.7572773
Verizon,67000,STRASBOURG,"QUAI KLEBER, 3 PLACE DES HALLES",STRASBOURG (STR1) (FRS02),48.5880046,7.7407618
Verizon,92150,SURESNES,1 RUE SALOMON DE ROTHSCHILD,PARIS PA4 (FRA001T1),48.8729237,2.2310586
Verizon,92150,SURESNES,2 RUE DU BAC,PARIS PA4 (FRA001T1),48.8698125,2.2287008
Verizon,92150,SURESNES,3 RUE SALOMON DE ROTHSCHILD,PARIS PA4 (FRA001T1),48.8733168,2.2321958
Verizon,92150,SURESNES,1 RUE SALOMON DE ROTHSCHILD,PARIS PA4 (FRA001T1),48.8729237,2.2310586
Verizon,31000,TOULOUSE,135 RUE DE PERIOLE BATIMENT LE PLATEAU BOEING,TOULOUSE (TOU) (FRA258),43.6046256,1.444205
Verizon,31000,TOULOUSE,2 RUE DE LA GRECE,TOULOUSE (TOU) (FRA258),43.6140474,1.4368865
